video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level,emotional_score,commercial_binary,child_protagonist,privacy_score,clickbait_score
nQpqNlvWCkk,routine,mild,none,protagonist,low,none,1.0,0,1,1.0,0.0
x1zpGFs_RC8,cooking,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
tYJ7Qjwn1ys,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
H1Uuw4eINtk,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
0qv6FEP7RI8,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
mTASF8UmzQ4,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
1oGHTJr45F0,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
5ph2OFRQXX0,cooking,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
JEwGkFSQN_Q,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
vD8SiE7nEXc,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
mshlRumsyEs,storytime,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
CGaoLEUd9mQ,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
CAeqZIrvhcQ,educational,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
s99WvP596Fg,music_dance,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
uiaB4vgJu7o,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
H7DuWcalUSA,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
yD0jUXduFxU,storytime,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
yWujHKmBFp4,storytime,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
WPhh_C75DO8,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
skTgFd3w1pQ,storytime,none,none,protagonist,low,moderate,0.0,0,1,1.0,2.0
m8aOrPQzac0,storytime,none,none,protagonist,low,moderate,0.0,0,1,1.0,2.0
aJEkD2xZT_o,storytime,none,none,protagonist,low,moderate,0.0,0,1,1.0,2.0
WHvVBmfMzfg,storytime,moderate,none,protagonist,low,moderate,2.0,0,1,1.0,2.0
RLHtwFkzWEg,storytime,none,none,unclear,none,none,0.0,0,0,0.0,0.0
IBIB6Z6NIzA,unboxing,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
y7EDKnclTro,challenge,none,none,unclear,none,none,0.0,0,0,0.0,0.0
R4McjJlVhyE,daily_vlog,none,none,protagonist,moderate,none,0.0,0,1,2.0,0.0
_yse10m2IX4,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
XFEsjYpd_LQ,travel,none,none,unclear,low,none,0.0,0,0,1.0,0.0
ei57VmereT4,travel,mild,none,unclear,low,none,1.0,0,0,1.0,0.0
57v963LUHRI,routine,none,none,unclear,low,none,0.0,0,0,1.0,0.0
lgq5AUeLYU4,storytime,mild,none,unclear,low,none,1.0,0,0,1.0,0.0
9shGv62pGHI,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
hpiMNc0Stdo,prank,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
bJL6-XoPytk,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
AwMHj1uRBdk,challenge,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
SNx0N-TJV2A,daily_vlog,none,none,unclear,low,none,0.0,0,0,1.0,0.0
uf9U7Bp7Ayc,prank,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
EDZgbid5oCw,challenge,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
-KWoRp7CKY0,storytime,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
coSRCEIWdlg,travel,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
CycuQt-AB28,storytime,moderate,none,protagonist,low,moderate,2.0,0,1,1.0,2.0
psYRImS9EiQ,storytime,none,none,unclear,none,none,0.0,0,0,0.0,0.0
DEl6UhjXfbE,storytime,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
hSCX0DMZ6FQ,storytime,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
Tt0okFOYfpE,storytime,mild,none,protagonist,none,mild,1.0,0,1,0.0,1.0
EVA0wnzKp-o,storytime,mild,none,protagonist,none,mild,1.0,0,1,0.0,1.0
WqZSKGB24hY,storytime,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
97hBYur9tnA,storytime,moderate,none,protagonist,none,moderate,2.0,0,1,0.0,2.0
rsYUgoICSZ4,storytime,mild,none,protagonist,none,mild,1.0,0,1,0.0,1.0
cBwmI_7Lh6s,storytime,moderate,none,protagonist,none,moderate,2.0,0,1,0.0,2.0
fu6NufS4aCk,storytime,moderate,none,protagonist,none,moderate,2.0,0,1,0.0,2.0
UVHmLv-BFhU,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
YrraKXSnfNM,other,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
OvsyeaHKEmo,storytime,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
dxLOHmi2EcM,storytime,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
rpoKjOgirRQ,storytime,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
1KDnV6k7Fj0,storytime,severe,none,protagonist,high,severe,3.0,0,1,3.0,3.0
_zTlCJtfwsM,storytime,moderate,none,unclear,low,moderate,2.0,0,0,1.0,2.0
eRxfoyYGdBc,storytime,mild,none,co_star,low,mild,1.0,0,0,1.0,1.0
DhFRV8vwYeo,daily_vlog,none,brand_mention,co_star,none,mild,0.0,1,0,0.0,1.0
Iw7PLw71V4I,travel,none,brand_mention,co_star,none,none,0.0,1,0,0.0,0.0
_0dydElyljg,daily_vlog,none,none,protagonist,low,moderate,0.0,0,1,1.0,2.0
Ioa1xVdrBRs,daily_vlog,none,none,protagonist,none,moderate,0.0,0,1,0.0,2.0
Q9B9CB_u3M0,travel,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
MMcqrbailaM,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
IbNuXpZs_aw,travel,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
HzJ3f0oiNj0,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
8PgH6b5q-5o,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
Q2h2n6mDHo0,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
ZngA0gpvxcA,travel,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
X80csZfCpE0,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
6Ci0O3RADH0,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
1E4PpW5_b60,other,none,none,protagonist,low,moderate,0.0,0,1,1.0,2.0
5N7Kyve-pUE,routine,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
Y8irLPZ8Dz0,other,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
Iu-0pYFoFEI,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
4VwzrtIIEXw,cooking,none,none,co_star,none,moderate,0.0,0,0,0.0,2.0
xT7Y8sbSFtQ,travel,none,none,protagonist,none,moderate,0.0,0,1,0.0,2.0
8RoRKVAD0vo,travel,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
81rrooqXeRU,travel,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
98qbTK4pmVA,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
-d31VxG46NY,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
S65AYWveqGI,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
M_TubUSwcbA,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
1L1zt_CNcLw,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
WplOMgVK9y4,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
hsIIHZmADKg,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
TUL_wdqXyHQ,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
pVmftLtsGkE,other,none,other,unclear,none,mild,0.0,0,0,0.0,1.0
T-ptzI9grNE,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
9gGkSj3Kcl4,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
WlxY5TwFrDU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
OlsDphsNSIY,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
PVg8HJM254A,daily_vlog,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
hPNigA-eem0,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
1mJGzSl5rcc,cooking,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
7QHC-yRomS0,cooking,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
j601-Sw54GA,cooking,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
Csa3GuaGKT8,travel,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
56ET2WCLIo8,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
jhRtcgPaAwU,educational,none,none,protagonist,none,moderate,0.0,0,1,0.0,2.0
-o_j_I2Q5zU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
jFbvebSkcn0,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
FyzKEAVVXXw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
AJhvKw92LMo,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
V4Yq4GAQ2R4,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
-3jQDi6MjZ4,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
XkBZdOw1CjU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
xbxhQmzIcFk,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
tsDhHnAMjCs,daily_vlog,moderate,none,protagonist,none,severe,2.0,0,1,0.0,3.0
xG3rvejPlVE,storytime,moderate,none,unclear,none,mild,2.0,0,0,0.0,1.0
mSBtlKFe6GA,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
T0I3KybjJ78,travel,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
Q4m0dSqysFA,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
85_DLghV5ls,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
DykhHpsZK-c,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
1Iq3lrUGhKE,travel,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
U0kIC0bZB9Y,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
HTZVOXRUoEo,travel,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
bnxbIsGGfjE,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
x43ov0fs0-k,travel,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
XOwakHZQZk8,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
5VV1quJ231k,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
vai_YeHOLXc,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
cLygiynkipY,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
hYugr6LmP8s,daily_vlog,moderate,none,co_star,moderate,moderate,2.0,0,0,2.0,2.0
Yd3_S5ITj4s,storytime,none,none,unclear,none,none,0.0,0,0,0.0,0.0
UfIy-QY3etc,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
WWqaWsANsGE,travel,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
FGUu18EAnSQ,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
T-VBXqP1jE0,reaction,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
0JKzddh-gg8,travel,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
dTt9NSmeJ5I,daily_vlog,none,brand_mention,protagonist,low,moderate,0.0,1,1,1.0,2.0
loEVjfLjKm0,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
URA8U2VCm2o,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
oKux7VpntZA,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
94KOneSr8QM,routine,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
ihEqHljd430,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
nkaxvpIJgRc,travel,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
YIhWUchEcZc,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
RB9qPSnjGEo,travel,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
Rhv0JPViO1s,travel,none,none,co_star,none,none,0.0,0,0,0.0,0.0
myyFVVNVLaM,daily_vlog,moderate,none,unclear,moderate,moderate,2.0,0,0,2.0,2.0
1_ad6JD3Lw4,other,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
oXPSYShd07E,storytime,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
h8qUZMy0lK0,daily_vlog,moderate,none,protagonist,moderate,moderate,2.0,0,1,2.0,2.0
P6U9PYFVh80,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
i1zve0LNwYE,daily_vlog,none,none,co_star,none,none,0.0,0,0,0.0,0.0
79X_eQcyNNs,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
GsIop0v26vM,daily_vlog,none,none,co_star,none,moderate,0.0,0,0,0.0,2.0
YQAd7g4mv4o,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
n_QjCCnYyek,challenge,none,none,unclear,none,none,0.0,0,0,0.0,0.0
5pyQ3JJteV4,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
N_j2WBB0Yy4,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
AXMpoVgbiTU,challenge,none,none,unclear,none,none,0.0,0,0,0.0,0.0
u46brjCgwEk,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
ev4APwBbpok,travel,none,brand_mention,unclear,none,none,0.0,1,0,0.0,0.0
5jIFKYTKqd0,daily_vlog,none,brand_mention,unclear,none,none,0.0,1,0,0.0,0.0
-hy2DkBPusU,daily_vlog,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
RlcPPeHYCW0,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
3aHFTRw9V9s,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
bqLRiUHdM10,educational,none,none,unclear,none,none,0.0,0,0,0.0,0.0
VS5ZdQWrSMI,travel,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
rEltjx3PgWs,daily_vlog,none,brand_mention,co_star,none,none,0.0,1,0,0.0,0.0
NJouo4G03Ak,daily_vlog,moderate,none,unclear,none,severe,2.0,0,0,0.0,3.0
MrAzHJEhv6o,toy_review,none,brand_mention,unclear,none,moderate,0.0,1,0,0.0,2.0
DvSM90MZBgI,routine,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
330ncdNYTsc,storytime,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
u5Cg5Tg2yD0,daily_vlog,none,none,protagonist,moderate,mild,0.0,0,1,2.0,1.0
HeGDeE8NrEM,daily_vlog,none,brand_mention,co_star,none,mild,0.0,1,0,0.0,1.0
0W714gEBoVM,daily_vlog,none,none,protagonist,moderate,mild,0.0,0,1,2.0,1.0
spOv-Ohiceo,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
t4e8BzNXqMo,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
L2PGtE4uSME,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
8dcxJ3qZyHc,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
n5N7pl0nO9A,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
tCui9y5zHyA,daily_vlog,mild,none,co_star,low,moderate,1.0,0,0,1.0,2.0
TSxOsF6EPhg,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
QaKHNWAyxEs,prank,none,brand_mention,protagonist,none,mild,0.0,1,1,0.0,1.0
6jaytbsp79k,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
tp4ZJOZlwHQ,daily_vlog,none,none,protagonist,none,mild,0.0,0,1,0.0,1.0
52K1iagb5jY,other,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
S6VTZXN0dA8,daily_vlog,none,brand_mention,unclear,none,mild,0.0,1,0,0.0,1.0
naYLr89a-tA,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
MgPWLeDNOyQ,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
XusJ1qrnqPU,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
V5yQfC9QqI8,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
QRDJ8Ftxo8I,daily_vlog,none,none,co_star,none,none,0.0,0,0,0.0,0.0
uzF9fU-FFW4,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
VTHhprZ_hwM,other,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
yLtTH5h4snU,music_dance,none,none,unclear,none,none,0.0,0,0,0.0,0.0
bkVjo4pqbEE,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
bD9Pa7ZuXDM,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
McmW36hgL5I,daily_vlog,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
qJQ43WmSE4U,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
ozswgsyVmMs,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
bsmpNhttYqU,daily_vlog,mild,none,protagonist,low,moderate,1.0,0,1,1.0,2.0
wxRmo3VFXEM,daily_vlog,mild,none,unclear,moderate,mild,1.0,0,0,2.0,1.0
aaDUqlf-_uE,daily_vlog,mild,none,unclear,low,moderate,1.0,0,0,1.0,2.0
PFKMTufQ384,daily_vlog,none,none,co_star,low,mild,0.0,0,0,1.0,1.0
M2RHNF3C7dU,daily_vlog,none,none,co_star,low,none,0.0,0,0,1.0,0.0
tqX973Wjiu0,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
mH8Wt3-tKbA,other,none,brand_mention,unclear,none,mild,0.0,1,0,0.0,1.0
m8MzthLCT7M,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
QESOetRQDUg,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
KU6fT8BibqY,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
tHzt0Gm3IHs,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
5SRjFqY0rVY,travel,none,none,unclear,none,none,0.0,0,0,0.0,0.0
3uJOtbFG97I,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
jq9J5Ku9haE,daily_vlog,mild,none,unclear,low,mild,1.0,0,0,1.0,1.0
82UMarhx7ws,other,mild,none,protagonist,low,mild,1.0,0,1,1.0,1.0
nG3oIxWy4dA,daily_vlog,none,none,protagonist,low,mild,0.0,0,1,1.0,1.0
WAVUDJvqYOY,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
Klp0WSBZksg,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
BqZi0V_ggb4,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
s7VSRWBeWKw,daily_vlog,none,none,unclear,low,mild,0.0,0,0,1.0,1.0
AxOs2wubcLA,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
4oKnxarCcCc,daily_vlog,none,none,protagonist,low,none,0.0,0,1,1.0,0.0
WYK9fLXP3HE,educational,none,none,co_star,low,none,0.0,0,0,1.0,0.0
p6H-9BH8kSI,daily_vlog,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
ZyfBKf0vMJk,toy_review,none,brand_mention,unclear,none,none,0.0,1,0,0.0,0.0
hD2dcns5zYQ,daily_vlog,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
Pd7s_S2WeCw,daily_vlog,none,none,co_star,none,none,0.0,0,0,0.0,0.0
zobwlCgG4hY,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
LDqJC-c4jHg,cooking,none,none,protagonist,none,none,0.0,0,1,0.0,0.0
N4z8G5KT7yM,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
LCqtP67dT_k,daily_vlog,none,none,cameo,none,none,0.0,0,0,0.0,0.0
JkSvARVUSjc,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
1XcrcclbvpE,daily_vlog,none,none,co_star,none,none,0.0,0,0,0.0,0.0
OcZdS9ryqtA,daily_vlog,mild,none,unclear,none,mild,1.0,0,0,0.0,1.0
U_cIMg80Yj0,travel,none,none,co_star,none,none,0.0,0,0,0.0,0.0
7Q7DqQ-yCso,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
iRdDblUk5E8,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
hvYmCQhQUVM,daily_vlog,none,none,unclear,none,moderate,0.0,0,0,0.0,2.0
hepubVrG7Tk,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
TYvNDkFar6w,daily_vlog,none,none,co_star,none,none,0.0,0,0,0.0,0.0
LdvprKHvAQk,daily_vlog,none,none,co_star,none,mild,0.0,0,0,0.0,1.0
BhW0BBQciaA,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
EaagF_E9kUw,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
nto8th-4ZNk,daily_vlog,none,none,unclear,none,none,0.0,0,0,0.0,0.0
eK86GZ4csfk,daily_vlog,none,none,unclear,none,mild,0.0,0,0,0.0,1.0
MlVPwCt8mVQ,family vlog,none,none,featured,mild,mild,0.0,0,1,1.0,1.0
d4UHeXVnOMw,family vlog,none,none,featured,mild,moderate,0.0,0,1,1.0,2.0
Zt1US9k7piw,family vlog,none,none,featured,mild,mild,0.0,0,1,1.0,1.0
LGNgy5LRnto,family vlog,none,none,featured,mild,high,0.0,0,1,1.0,3.0
-vevCCsgduo,family vlog,none,none,featured,mild,moderate,0.0,0,1,1.0,2.0
4OLjELr8iMA,family vlog,none,none,featured,mild,mild,0.0,0,1,1.0,1.0
rNL81LhlMaw,family vlog,none,none,featured,mild,mild,0.0,0,1,1.0,1.0
_Pc8oVIYgTc,family vlog,none,none,featured,mild,moderate,0.0,0,1,1.0,2.0
btxAdc6cuP8,family vlog,none,none,featured,mild,moderate,0.0,0,1,1.0,2.0
FIfQHcQvk2A,family vlog,none,none,featured,mild,mild,0.0,0,1,1.0,1.0
ycTMTzMRu04,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
eXEEaxcsEwI,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
YysWX312ehc,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
9unWK2t1cCI,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
-KY7Ciq2KM0,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
ptgOludRWDM,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
JNpo1rjT87g,vlog,low,no,not_applicable,not_applicable,low,1.0,0,0,0.0,1.0
2SCx0SkIcCg,vlog,low,no,featured,low,low,1.0,0,1,1.0,1.0
IkRC5VPCaSs,vlog,low,no,not_applicable,low,medium,1.0,0,0,1.0,2.0
vo0HuTabxU4,vlog,low,no,not_applicable,low,low,1.0,0,0,1.0,1.0
p-azOGlwiDw,unboxing,none,direct_promotion,not_applicable,none,high,0.0,0,0,0.0,3.0
paUN3ksMvA0,challenge,none,product_placement,featured,none,medium,0.0,1,1,0.0,2.0
PQB8faNNVog,gaming,none,none,not_applicable,none,high,0.0,0,0,0.0,3.0
Ptx622f1Kf8,vlog,none,none,featured,none,low,0.0,0,1,0.0,1.0
wEj_O8lzM7s,vlog,none,none,featured,none,medium,0.0,0,1,0.0,2.0
zQaOo_Raitg,vlog,none,none,featured,none,medium,0.0,0,1,0.0,2.0
H3bmIAdNDGE,prank,none,none,featured,none,medium,0.0,0,1,0.0,2.0
rE3p71Etjzc,prank,positive,none,featured,none,medium,0.0,0,1,0.0,2.0
jLQsFXImwOA,vlog,none,none,featured,none,low,0.0,0,1,0.0,1.0
9k8e9rJVjTU,prank,positive,none,featured,none,high,0.0,0,1,0.0,3.0
vx-SHI-DtV8,challenge,none,none,featured,none,mild,0.0,0,1,0.0,1.0
1oSAnQpdd8g,vlog,implied,none,featured,none,moderate,0.0,0,1,0.0,2.0
qljJ1xyJ_2w,review,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
9tz_jKoMIV8,storytime,implied,none,featured,none,moderate,0.0,0,1,0.0,2.0
_cqJPOkEfHI,unboxing,none,none,featured,none,moderate,0.0,0,1,0.0,2.0
xW7dnaIW-N0,shopping,none,none,featured,none,mild,0.0,0,1,0.0,1.0
QkFrlBIB6z0,vlog,none,none,featured,none,mild,0.0,0,1,0.0,1.0
6bMpnmcLc_w,unboxing,none,none,featured,none,moderate,0.0,0,1,0.0,2.0
4q2aP9o60xU,makeover,none,none,featured,none,mild,0.0,0,1,0.0,1.0
-6zXRYkUwKA,prank,none,none,featured,none,mild,0.0,0,1,0.0,1.0
hOU5e-N91Yk,vlog,low,no,featured,medium,medium,1.0,0,1,2.0,2.0
QUNsf11G5Gk,vlog,low,no,not_applicable,low,medium,1.0,0,0,1.0,2.0
lJzJDP4rPo0,vlog,low,no,not_applicable,low,low,1.0,0,0,1.0,1.0
srnurTWv_w0,vlog,medium,no,not_applicable,low,high,2.0,0,0,1.0,3.0
EuQimdAEC2k,vlog,low,no,not_applicable,low,medium,1.0,0,0,1.0,2.0
4mFFBmajZ1Q,vlog,low,no,featured,medium,medium,1.0,0,1,2.0,2.0
Odc95kEYyns,vlog,low,no,not_applicable,low,medium,1.0,0,0,1.0,2.0
IcukYrV_ot8,vlog,low,no,not_applicable,low,low,1.0,0,0,1.0,1.0
zerporSNHa8,vlog,low,no,not_applicable,low,medium,1.0,0,0,1.0,2.0
-2jP7_adNy8,vlog,low,no,not_applicable,low,medium,1.0,0,0,1.0,2.0
S7Uu54VCxjw,unboxing_haul_challenge,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
NQvpUdS0jdk,vlog,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
AoVXbVhIdOk,vlog,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
kjEcxgTH8-E,prank,mild,none,not_applicable,none,high,1.0,0,0,0.0,3.0
fB0m2_iqToQ,beauty_fashion,none,none,not_applicable,none,none,0.0,0,0,0.0,0.0
xiNShtVWHo8,vlog,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
IYw1aCXrGOM,unboxing_haul_challenge,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
WiSLx6SOpL0,vlog,none,none,not_applicable,none,mild,0.0,0,0,0.0,1.0
