channel_id,title,description,custom_url,handle,country,joined_date,subscribers,total_videos,total_views_x,keywords,has_instagram,has_tiktok,has_twitter,has_facebook,cross_platform_count,badges,n_videos,mean_views,median_views,total_views_y,mean_duration,median_duration,emotional_score_mean,emotional_score_max,commercial_rate,child_protagonist_rate,privacy_score_mean,clickbait_score_mean,caps_ratio_mean,exclamation_mean,sentiment_mean,face_ratio_mean,open_mouth_rate,text_overlay_rate,channel_short,log_subscribers,commercialization_index,est_videos_per_week,labor_intensity_index
UCt8y36oOifN7XfX6wYyYkNQ,Adventure Family Vlog,"Welcome to the Adventure Family Vlog Channel—where every day is an adventure, and every moment is a new discovery!

Join us as we explore the great outdoors, tackle thrilling challenges, and discover hidden gems worldwide!

We love bringing you along on our family adventures! From epic hikes to spending time at incredible locations, we’re all about sharing helpful tips and tricks to improve your adventures! 

Don’t miss out on any of the fun—hit that subscribe button and ring the bell so you’re ",,,United States,2023-08-17,4080,728,1601410,adventure family vlog|family travel vlog|family travel youtube channel|travel vlog family|family adventure travel|traveling with kids|family travel tips|adventure vlog|travel vlog|utah travel|utah adventures|utah family travel|national parks family travel|us national parks vlog|road trip vlog|outdoor family adventures|hiking with kids|rv travel family|rv camping vlog|camping with kids|cinematic travel vlog|travel guide vlog|things to do travel,True,True,False,True,3,,50.0,11099.04,3295.0,554952.0,1082.88,1095.5,,,,,,,0.21253232030891997,0.12,0.289194,0.017652669270833313,0.3,0.36,nan,3.61066016308988,,4.166666666666667,
UCYOrk_8bdqxClLb8pannmLA,Adventure Family,"Welcome to Adventure Family! We make new friends in unlikely places! Get family travel tips, photo tips and ADVENTURE!  We upload a new video every week!

Now some of you may be wondering 'Did they win the lottery or sell a company to travel as a family?' (WE WISH! LOL!).  Instead we decided to create our own family culture fifteen years ago and make the world our classroom.  As creative entrepreneurs, it's been feast or famine (or more like famine, famine, famine, FEAST, back to famine, famine.",,,United States,2016-11-01,3060,43,328762,Family Travel|Travel,True,False,False,True,2,,40.0,8147.725,2315.0,325909.0,726.025,619.5,,,,,,,0.2900149146115799,0.35,0.1057425,0.017817138671874986,0.1,0.2,nan,3.48572142648158,,3.3333333333333335,
UCTpW4mj-LRVV0m8jWvKIZGQ,Happy kids Vlog,,,,,2024-02-25,202000,105,65352678,,False,False,False,False,0,,50.0,450538.46,353833.5,22526923.0,837.8,728.0,,,,,,,0.060771899666725845,0.02,0.162774,0.05834973958333331,0.52,0.06,nan,5.305351369446623,,4.166666666666667,
UCyS891Ie9r_GGB431XBvSPA,Family 5 Vlogs,"Welcome to Family 5 Vlogs - a real-life family sharing the heartwarming, hilarious, and sometimes hectic moments of our lives.

Our oldest is married with kids (we love being grandparents!), our middle is off to college, and our youngest is 12 with a big love for hockey and even bigger energy! 🏒

From weekend adventures and holiday fun to everyday routines and special family memories, we’re here to bring you along for the ride.

👋 We’d love to have you join our journey — don’t forget to hit that",,,United States,2018-01-24,86100,2308,36504806,Family 5 Vlogs|Family5vlogs|Family 5 Vlogs Youtube|Family Friendly|Family Channel|new family vlogs|bryleigh anne|stay at home mom|homeschool|large family|Kayla Victoria|Ayden|tracy|home with tracy|Barry|family vlogs|it's our life|our life|follow us around|day in the life|day in our life|family vlog,True,False,False,False,1,,50.0,9211.0,8774.0,460550.0,2274.92,2142.5,,,,,,,0.7665641020616324,0.66,-0.13978400000000002,0.040546050347222196,0.32,0.04,nan,4.935003151453655,,4.166666666666667,
UCHP0T4C5D2PEzGag5fGslcw,Indonesian Mommy,"Hello beautiful people welcome to my channel, let me introduce my self my name is Andika you can call me ANDIN. I am a Working MOM of 3 beautiful children, Raziel, Zoei and Alex. A wife to a greatest men I have ever known. In this channel I am sharing what our family like to do on daily basis. I am the best chef according to my family so i like to share my recipes hoping it will be useful for those in need. 

Feel free to subscribe!!!!! 
We Love You ALL xoxo",,,United States,2011-10-01,108000,673,22691392,Indonesian Mommy|just_andin|andin|mommy indonesia|callmeandin,True,False,False,False,1,VERIFIED_CHANNEL,50.0,18800.4,15121.0,940020.0,930.5,868.0,0.25,3.0,0.020833333333333332,0.0625,0.4375,0.375,0.9623051409618575,0.0,0.020882,0.05429210069444443,0.42,0.0,nan,5.033423755486949,0.15540053224556588,4.166666666666667,0.2931467739069391
UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan's World,"Welcome To Ryan's World!!! Ryan loves doing lots of fun things like pretend play, science experiments, music videos, skits, challenges, DIY arts and crafts and more!!! 
Most of the toys we used to review are being donated to local charity 

Ryan's Toys & Clothing at Walmart and Target!

Ryan's World 
Ryan's Family Review: https://www.youtube.com/channel/UCsaOzYsyshyrYL4SHCTI8xw
Combo Panda: https://www.youtube.com/channel/UCb69PhsHzsorirJDlxaIXlg
Gus The Gummy Gator: https://www.youtube.com/chan",,,United States,2015-03-16,40300000,3684,63342822422,Ryan's World pretend play challenges|educational science experiments videos for kids Ryan ToysReview,True,False,False,False,1,VERIFIED_CHANNEL,50.0,217291.42,131061.0,10864571.0,2176.66,1745.5,0.54,2.0,0.14,0.78,0.64,1.24,0.471835880610815,1.36,0.160884,0.06114576822916665,0.42,0.08,nan,7.605305046141109,0.34898101996040964,4.166666666666667,0.564132486359487
UCfaZw8XH_zmAVkBst_MPD6w,CKN ,"Hi everyone, this is Calvin and Kaison here.
Welcome to CKN .



",,,Australia,2015-03-27,19400000,492,14162383252,Toys Unboxing|Surprise Eggs|Paw Patrol|PJ Masks|Superhero|Avengers|Pretend play|kids video|calvin ckn|ride on cars|playtime fun|Ben 10|Disney cars|Thomas|Power Rangers|CKN Toys,False,False,False,False,0,VERIFIED_CHANNEL,50.0,5623877.58,3996274.0,281193879.0,368.12,322.0,0.5,1.0,1.0,0.5,0.0,0.0,0.2725520360410661,0.12,0.230378,0.04569542100694442,0.58,0.0,nan,7.2878017299302265,0.4562167639724263,4.166666666666667,0.31072144938664836
UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,"FGTeeV, the Family Gaming team, brings you the premiere YouTube channel for gamers. Meet FGTeeV Duddy aka Duddz aka FeeGee aka D.D.G and his wife FGTEEV Moomy, their sons Shawn, Chase & Mike & their daughter Lexi. The hyperactive crew of gamers invites you to dive first into their world of gaming and sketch comedy. Whether it’s PC, iPad, Android, XBOX One, Wii U, Playstation 4, 5 or Nintendo Switch... FGTeeV has a gameplay for you.  Back in 2013 Duddz could never figure out why people watch othe",,,United States,2013-05-23,25300000,1875,26029039819,gameplay videos|father son|family gaming team|fgteev,True,True,True,True,4,VERIFIED_CHANNEL,50.0,4101353.7555555557,2283829.0,184560919.0,2028.18,1895.0,,,,,,,0.25159042413752175,0.42,0.012174000000000003,0.05044850983796294,0.32,0.02,nan,7.4031205211758175,,4.166666666666667,
UCBuUuRAVanvOFTd7krncsyg,JillianTubeHD,"Hi Everyone, it's Jillian!  You may know me from EvanTubeHD and The Tube Family.  I started this channel to share some of the things I like to do.  I'll be posting vlogs, toy reviews, skits, diy, crafts, music videos and a whole bunch more.  So make sure to subscribe and come back for more fun!",,,United States,2013-03-11,1740000,277,530634423,jilliantubehd|evantubehd|toys|crafts|family|vlog|cute|creative|unboxing|skits|kids,True,True,False,False,2,VERIFIED_CHANNEL,50.0,868865.14,481982.5,43443257.0,611.4,511.0,,,,,,,0.5904969192765773,3.26,0.134616,0.061969791666666635,0.58,0.0,nan,6.2405492482825995,,4.166666666666667,
UCKdOI5MTLkGHtqtyKovs2lQ,Baby Playful,"Welcome to Baby Playful! We upload fun learning videos for kids weekly, so please subscribe! Thank you for your love and support! ❤️ Please also check out our other channel: Tabby's Hobbies.",,,,2016-01-21,387000,297,148561100,family vlog|family channel|family adventure|sisters adventure|learning for kids,False,False,False,False,0,,50.0,348015.28,15660.5,17400764.0,783.92,649.0,,,,,,,0.14884350899595034,0.14,0.5268039999999999,0.04797886284722219,0.72,0.02,nan,5.587710965018911,,4.166666666666667,
UCF2PQrk3QVky8eFexifcjDA,ItsYeBoi,,,,Canada,2015-11-26,2670000,586,396433351,itsyeboi|entertainment|comedy|unboxing|tech|review|3d printing|amazon|wish|ebay|apple|tesla,True,False,True,False,2,VERIFIED_CHANNEL,50.0,145135.52,130289.0,7256776.0,878.96,851.0,,,,,,,0.3134092504959581,1.46,0.19138,0.07234066840277775,0.7,0.16,nan,6.426511261364575,,4.166666666666667,
UCfqU64f0NafwnIs3zPO8VOg,SiS,"Здравствуйте! Мы подростки-погодки Стеф и Сем. Стеф - 14 лет. Сему - 13 лет. На нашем канале вас ждут Челленджи, забавные ролики, шутки и юмор. Мы учимся на экстернате, то есть не ходим в школу и будем иногда делиться, как проходит наш день и обучение. А еще мы любим подшучивать друг над другом.
Подписывайтесь на наш канал и оставайтесь с нами!
По всем вопросам просьба писать на E-mail: kamelek@ukr.net",,,Ukraine,2016-08-03,12500,60,328510,SiS|Stef Sem|челленджи|Брат и сестра|блогеры подростки|S&S|ютуб челлендж|канал челлендж|Стеф|Сем,True,True,False,False,2,,50.0,5552.22,1129.5,277611.0,375.66,348.0,,,,,,,0.331334655014357,0.14,0.0,0.039750868055555534,0.34,0.36,nan,4.096910013008056,,4.166666666666667,
UCRXRC8hRRMYEnumSWPpT17A,TwinsFromRussia,SUBSCRIBE FOR A COOKIE! 🍪,,,United States,2021-03-15,8170000,9149,2709867825,twinsfromrussia|twins from russia|revega|twinsfromrussia revega|twins from russia revega|twins|revega twins|russian twins|twins russian|the russian twins|revega filipp|revega kirill|kirill revega|filipp revega|кирилл ревега|филипп ревега|ревега|ревега филипп|ревега кирилл,True,True,False,True,3,VERIFIED_CHANNEL,33.0,15540.515151515152,3314.0,512837.0,171.96969696969697,139.0,0.0,0.0,0.0,0.03225806451612903,0.0,1.3870967741935485,0.15844120735699685,0.0,0.4318757575757576,0.014467888520622883,0.09090909090909091,0.0,nan,6.912222056532415,0.3739705555106805,2.75,0.2186045222804882
UC6QWhGQqf0YDYdRb0n6ojWw,Brooklyn and Bailey,"We are twin sisters who just vlog their life and share it for y'all to enjoy! From wedding/marriage content, having babies, building houses, college, friendships, periods, cooking/baking, challenges, vlogs, travel, dance, and SO MUCH MORE. We film it all! 
Stay, subscribe, and enjoy♡",,,United States,2010-11-14,7410000,1641,1963866603,twins|family|girls|lifestyle|beauty|DIY|fashion|hairstyles|cute|makeup|college|teen|fun|school|relationship|twin swap|identical twins|skincare|tiktok|instagram|boyfriend|girlfriend|husband|wife|married|engaged|challenges|BTS|music|songs|tik tok|funny videos|dogs|dog|sisters|sister|girl|travel|vlog|vlogs|hacks|house|decor|dcorations|decoration|shop|tutorial|twin|wedding|books|reading|recommendations|popular|youtube,True,True,False,True,3,VERIFIED_CHANNEL,50.0,327494.96,297777.0,16374748.0,1452.2,1021.5,0.64,2.0,0.0,0.18,0.02,1.2,0.26997276659002883,0.12,-0.08223599999999999,0.05838862847222219,0.66,0.02,nan,6.869818207979328,0.37888401822030193,4.166666666666667,0.4015553528958689
UC-_KiH_Z2yerhAD_cAjAMOA,Not Enough Nelsons,"We are the ""NOT ENOUGH NELSONS"" FAMILY! We are a big family of 18! We always get asked if they are all ours!!? 7 are biological and 9 are adopted! SO YES!! THEY ARE ALL OURS!! We sure love each one of our 16 kiddos! We hope you enjoy our videos!  Follow along with our crazy family on this great youtube adventure! ",,,United States,2018-12-12,5410000,2242,4034935279,not|enough|nelsons|nenfam|Big family|Lifestyle|Large family|DIY|Pranks|Hide and seek|Back to school|Family life|Sibling challenges|Shopping hauls|Room tours|Castle house|Not Enough Nelsons|not|enough|nelsons|nayvee|paislee|justkass|kass|kennadee kay|Big family|Adoption|Large family|Family fun|Pranks|Hide and seek|Back to school|Family activities|Sibling challenges|Family meals|Home schooling|Shopping hauls|Room tours|Castle house|Not Enough Nelsons,True,True,False,True,3,VERIFIED_CHANNEL,50.0,1728605.04,1643679.0,86430252.0,2930.02,2792.5,1.2653061224489797,3.0,0.12244897959183673,0.6530612244897959,2.0,1.489795918367347,0.7856398602427279,1.32,0.172852,0.03818637152777775,0.78,0.12,nan,6.733197265106569,0.4380276637903409,4.166666666666667,0.7590793936402799
UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,The start of a new chapter...,,,United Kingdom,2014-06-24,2780000,1453,1170835703,Family friendly|Funny|Fun|Prank|Pranks|Challenge|family fizz|familyfizz|fizzfam|challenges|24 hour,False,False,False,False,0,,50.0,271955.7,232657.5,13597785.0,1857.02,1772.0,0.48,2.0,0.18,0.6,0.68,0.94,0.7986594051922011,1.04,0.144434,0.03461419270833331,0.92,0.0,nan,6.444044795918076,0.20685600248787117,4.166666666666667,0.4974114631943846
UCuxRpCqRMfZU5glUi47bWXA,JacyandKacy,"We're sisters & best friends. Thank you to everyone who watches our videos and supports us. We are so happy to be sharing our journey with you! Love & Hugs!

Contact: jacyandkacy@thesociablesociety.com
Our Store: Shopseabeyond.com

Here's our mailing address....
Jacy & Kacy
212 E Hillsboro Blvd #317
Deerfield Beach, FL 33441


Instagram
http://instagram.com/itsjacylee
http://instagram.com/itskacylee
http://instagram.com/jacyandkacy
http://instagram.com/seabeyondco

Tiktok
https://www.tiktok.com/",,,United States,2014-05-18,4070000,1434,1272037520,jacy and kacy|challenge videos|lifestyle videos|vlogs|GRWM|eating challenges|trying food|trying products|travel|travel vlogs|get ready with me|favorites|haul|shopping|shopping and haul|try on haul|challenge|eating|makeup|make up|beauty|hacks|hairstyle hacks|beauty hacks|question and answer|Q&A|would you rather|buy or bye|holiday videos|shopping videos|challenge videos|haul videos|make up videos|answering your questions|routine videos|fun challenges,True,False,True,False,2,VERIFIED_CHANNEL,50.0,49339.22,36211.5,2466961.0,490.28,477.5,0.0,0.0,0.42105263157894735,0.0,0.15789473684210525,0.0,0.22941145546735955,0.16,0.10798,0.05630798611111109,0.84,0.02,nan,6.60959440922522,0.4079658356675662,4.166666666666667,0.19383410191459727
UCQB2RScHgu5V7-AuZMsx84A,KidsFunTV,"KidsFunTV is a channel for kindergarten, preschoolers, babies children to learn with number train, fruit train and more shawn like toy trains playlist teaching numbers, alphabets, rhymes, songs, colors, abc learning, learn shapes, days of the week month etc. Learning with fun. kids rhymes, nursery rhymes with playlist animation 2D and 3D.",,,,2012-01-28,38700,273,65547504,kids|fun|tv|for|learning|education|of|toddlers|learn|colors|suprise|eggs|toys|coloring|pages|alphabets|in|english|train|mr.|bull|episodes,False,False,False,False,0,,50.0,1201.32,656.0,60066.0,262.98,170.0,,,,,,,0.20543070925026224,0.0,0.32141400000000003,0.0005490234375,0.0,0.0,nan,4.587710965018911,,4.166666666666667,
UCvPCxEAFYD6H-AXOcjJk_Xw,TOY MONSTER ©,"Welcome to Toy Monster !  Thanks for watching and don't forget to subscribe!!! :)
",,,United States,2016-04-02,5010,8,917832,Spiderman|Spider-man|inRealLife|IRL|Superhero|Superheroes|Frozen|Elsa|Princess|Anna|Disney|Venom|Prank|Pink|Spider|girl,False,False,False,False,0,,8.0,114729.25,8937.5,917834.0,633.875,183.5,,,,,,,0.20070798860429062,0.875,0.2679625,0.007372368706597212,0.0,0.0,nan,3.699837725867246,,0.6666666666666666,
UC44eGZ76AJLHAxPaJ_MW2RA,TheEngineeringFamily,"TheEngineeringFamily is designed by a husband and wife duo...Mr. Engineer is an experienced engineer who loves exploring new things. Mrs. Engineer is an award-winning teacher with a focus on math and counseling. Finally, we have our Assistant who loves to make videos and create fun stories that make children laugh.

We focus on three things 

Educational Fun - As parents we try to infuse elements of learning into everything that we do.

The Coolest Toys - Not necessarily the most popular but the",,,United States,2012-01-29,6250000,4121,8526570784,Family Fun|Family Fun for Everyone|Outdoor Play|Family time|Games|Family Game Night|Scavenger Hunt|The Assistant|Wiggles|Playing at the park|Science Experiments|Exploring science|family video|family vlog|funny dogs|kids and parents,True,True,True,True,4,VERIFIED_CHANNEL,50.0,284682.28,28751.0,14234114.0,1531.74,1172.0,,,,,,,0.158451380441582,0.66,0.298374,0.020202712673611088,0.6,0.1,nan,6.795880017344075,,4.166666666666667,
UCj3tNa-UCt5Hhpvc4JnZGcQ,MomOf4 Vlogs,"I’m Erin - an American mom with 4 kids that recently moved to Morocco 🇲🇦 with my 2 youngest children. Hit that subscribe button to see all of our adventures living here! 😘❤️ 

3 VLOGS A WEEK [Monday, Wednesday, Friday @ 6PM]

Hit like if you enjoy chill family vlogs, and subscribe for more Morocco adventures!

This channel is intended for general audiences and families, not specifically for children.


✨If you want to support me😊✨: http://buymeacoffee.co...

My reaction channel:   ￼ / @momof4rea",,,United States,2022-07-24,90300,1454,19336182,MomOf4 Reacts|momof4vlogs|momof4 vlogs|erin|american in morocco|camryn|jack|morocco,True,False,False,False,1,,50.0,21179.92,15183.0,1058996.0,968.46,912.5,,,,,,,0.249869671728697,0.4,0.074522,0.014421549479166637,0.36,0.3,nan,4.955687750313506,,4.166666666666667,
UCUkdk5nI1If0-0it-JPrBAw,Mom of 6 Japan,"Hello! I'm Erika, Japanese mom of 6 kids. We’re living in Japan.
In this channel you can enjoy the real daily life of a mother of six children. 5 boys and 1 girl! I also introduce about Japanese culture through my daily life.
I hope you enjoy!
---------------------------------------------------------------------------------------------
Dad: Shuhachi(38)
Mom: Erika(38)
Eito(15)
Sara(11)
Sota(9)
Kyosuke(7)
Haruyuki(5)
Kohachi(2)
---------------------------------------------------------------------",,,Japan,2025-10-28,82200,29,4909232,Daily Life in Japan|Mom of 6 kids,False,False,False,False,0,,29.0,169930.9655172414,101451.0,4927998.0,1402.6896551724137,1204.0,,,,,,,0.07782528487237975,0.0,0.055299999999999995,0.002357294659961669,0.0,0.034482758620689655,nan,4.9148718175400505,,2.4166666666666665,
UCx5SjA82hQIDPdd3uLCssGQ,Big Family VLOG,"     Всем привет от БОЛЬШОЙ СЕМЬИ, в составе папы Валерия, мамы Ирины и наших деток: Марии, Дарии, Марка, Киры, Ольги, Николь и Луки.
     На нашем канале Big Family VLOG мы размешаем различные видео из жизни нашей семьи.

По вопросом сотрудничества: vismut2006@gmail.com
     
🙏 Поддержать Нас / Support Us:
--------------------------------------------------------
👍 PayPal: vismut2006@gmail.com
✔ https://yoomoney.ru/to/410016048042239
✔ https://www.donationalerts.com/r/big_family_vlog
💳 Карта При",,,United States,2011-10-11,479000,2109,99709510,Одесса|море|обзоры|кулинария|рецепты|многодетная семья|vlog|Привоз|сад|огород|юмор|тандыр|мангал|Украина|путешествия|пляжи|обзоры,True,False,False,False,1,VERIFIED_CHANNEL,50.0,6614.98,5768.5,330749.0,1219.68,1031.5,,,,,,,0.22426124734348424,1.88,-0.361072,0.04154531249999997,0.62,0.06,nan,5.680335513414564,,4.166666666666667,
UCMLqsgXvM6Vs0aiegOdrtLQ,Big Big Family in the USA,"Всем Привет! 
Влоги о жизни в США

Сотрудничество на почту 
lenaprosha4@gmail.com

INSTAGRAM Елена: https://www.instagram.com/helenakukharchuk7/
",,,United States,2019-02-04,164000,2938,134569985,многдетная семья|семья|сша|америка|все об америке|американские|магазины|американская|школа|влог|американский|шоппинг|влоговый|семейный канал|купили дом|дом|влог|рум тур|дом в сша|переезд в сша|жизнь в сша|жизнь в америке|покупки в костко|costco|костко|сша влог|реальная америка|шоппинг,True,False,False,False,1,,50.0,24598.08,21907.5,1229904.0,1948.44,1704.0,1.0555555555555556,2.0,0.16666666666666666,0.16666666666666666,1.0,1.2777777777777777,0.2945236097202719,0.26,-0.027565999999999997,0.023857508680555535,0.2,0.1,nan,5.214843848047698,0.23711136440904584,4.166666666666667,0.5350039552245623
UCYY3nXWjUXhMU24XQu4oucg,BIG FAMILY,,,,United States,2021-07-31,75600,291,48701982,,False,False,False,False,0,,50.0,55010.88,41143.5,2750544.0,725.14,656.0,0.3,2.0,0.0,0.46,0.74,0.62,0.3958601861379693,0.0,0.29617,0.04375379774305554,0.34,0.36,nan,4.878521795501206,0.20811961275214047,4.166666666666667,0.39940018308616104
UCFCKt1z8dli47-J5rI5yd3g,BIG FAMILY,"Ciao ragazzi vi aspettiamo a far parte della Big Family ,con tante storie, giochi challenge e scherzi e tanto altro ancora! ci sarà da divertirsi!..🤗Se volete potete iscrivervi al canale per far parte dei nostri Big Amici e diventare una famiglia sempre più grande!non dimenticate di attivare la campanellina 🔔 per non perdervi nessuna nostra avventura è disavventura vi aspettiamo🤗❤️

Per contatti:
giovanna198500@gmail.com",,,Italy,2023-04-17,57500,2391,38445757,,True,True,False,False,2,,50.0,2797.6,1129.5,139880.0,949.32,967.0,0.66,3.0,0.0,0.56,0.84,0.92,0.06585187830388967,0.48,0.046304,0.08877057291666665,0.64,0.04,nan,4.7596678446896306,0.21258511809981245,4.166666666666667,0.48963643991054767
UCmrtxIX1NxdsaOfdGxSl5YQ,The Young Fam,"Hey YT Fam…We are the Young Family! ❤️
Hit subscribe and come do life with us. ✨

Collabs: YoungFamStudio@gmail.com 
",,,United States,2011-06-17,892000,1299,667978970,Family|Real Talk|Marriage|Married Life|Dad Life|Inspiration|Motivation|Inspirational Videos|Wise Words|Coaching|Parenting|Parents|For You,True,True,False,True,3,,50.0,19867.76,13003.5,993388.0,685.62,660.5,0.0,0.0,0.04,0.38,0.1,0.86,0.23666382169471273,0.32,0.18493600000000002,0.027225217013888862,0.68,0.02,nan,5.950364854376123,0.34054349588359456,4.166666666666667,0.3265889033786405
UCGZA0_5LShndtki1B1WCQ3g,Beyond Our Doorstep,"We are Beyond Our Doorstep (formerly The Family Young VLOGS)!

We are a large family of 11 with adopted kiddos, biological kiddos, and quadruplets! We are embarking on a journey of our lifetime.  We are selling everything we own and going on an ADVENTURE AROUND THE WORLD! Thank you for joining us on our journey as we begin in England! www.youtube.com/beyondourdoorstep

Mommy Maxine's Instagram: @maxinelee_y 
Daddy Jake's Instagram: @thebeyonddad
",,,United States,2020-07-06,161000,231,42759710,the family young vlogs|the family young vlog|family young vlogs|family young vlog|family vlogs|family vlog|young family vlogs|young family vlog|quadruplets|quads|quadruplet|quad squad|quad|adoption|foster care|large family|big family|family man|family guy|mom|dad|mommy|daddy|vlogs|vlog|TFYV|TFYV,True,False,False,False,1,VERIFIED_CHANNEL,50.0,7933.1,6204.5,396655.0,798.54,678.0,0.28,2.0,0.02,0.64,0.58,1.18,0.7679264811210639,1.52,0.115086,0.039182812499999976,0.48,0.2,nan,5.20682587603185,0.23573743629083183,4.166666666666667,0.4618306008370547
UCqh9gGUn9Y9Soo94R2qPfcw,Noob Family Vlogs,"We’re Noob Family Vlogs, bringing you real life, unfiltered family fun! From challenges and adventures to behind-the-scenes chaos, you’ll get a front-row seat to our everyday stories and over-the-top moments.

Subscribe and be part of Noob Family Vlogs!

SUBSCRIBE to our new channel: https://www.youtube.com/@TheNoobFamilyisBack
",,,United States,2021-09-25,198000,211,56203312,noob family vlogs|vlogs|challenges|shopping|traveling,False,False,False,False,0,,50.0,77196.82,56615.0,3859841.0,1210.06,1159.5,0.4897959183673469,2.0,0.04081632653061224,0.3877551020408163,0.46938775510204084,1.6734693877551021,0.3898303840186694,1.0,0.124552,0.07287910156249996,0.8,0.18,nan,5.296665190261531,0.1760219883526195,4.166666666666667,0.48412996637608297
UCaj3LX7pAAXqVIuOTLOPc2g,The Family Vlogs,"The Family Vlogs🥰 Thank you so much for visit this channel... to yaha tk aa gaye ho to please Subscribe krdo... kyuki iss channel pe.. Face Reveal + behind the scenes + how to shoot mini kitchen video, Blooper + Lifestyle Vlogs + Traveling Vlogs and Much more entertainment hone vala he 😱 to please Jaldi Jaldi Subscribe kr do 

Thank You 🙏...!! We Love You Guy's ❤️",,,India,2020-11-21,6010,19,163067,mini kitchen vlog|mini kitchen|mini kitchen creator|mini kitchen ovner|mini real food cooking|mini kitchen vlog vlog|face reveal|mini kitchen face|mini kitchen face reveal|miniature cooking chef|mini kitchen chef|mini chef|mini kitchen blooper|mini kitchen face|best vlogs|mini kitchen vlogs|mini kitchen real face|mini kitchen india real face|face reveal mini kitchen,False,False,False,False,0,,19.0,8582.684210526315,1921.0,163071.0,656.3684210526316,641.0,0.47368421052631576,1.0,0.0,0.0,0.47368421052631576,1.6842105263157894,0.5863823048510208,0.0,-0.09304736842105263,0.02947088587353799,0.05263157894736842,0.15789473684210525,nan,3.7788744720027396,0.07812488992063804,1.5833333333333333,0.2782956401178449
UC1CVU1pV2rqs8zSIy_OPPHA,Caleb Kids Show,"Welcome to Caleb Kids Show! Caleb has been making kids videos since he was born! He loves watching kids toy videos on Youtube channels so we decided to make him his own channel for kids fun. We will do pretend play for kids, kids playing with kids toys, kids challenges, mommy and me videos and more fun just for kids! We hope you will enjoy our channel. 

Please Subscribe and Help me by sharing my videos. THANK YOU :) 

",,,United States,2018-09-14,2120000,638,3211149237,caleb|caleb kids show|fun and crazy kids|pretend play|bugs|bug hunt|mud pies|baby shark|caleb and aubrey|caleb bugs|bugs for kids|best day ever,False,False,False,False,0,VERIFIED_CHANNEL,50.0,1803393.86,987829.5,90169693.0,696.14,529.0,0.06,1.0,0.08,0.7,0.24,1.06,0.37896700136176525,1.38,0.344666,0.06213446180555553,0.58,0.3,nan,6.326335860928752,0.28281027879758136,4.166666666666667,0.41224366656258926
UC3KknIJZXRygH2pZ6MDtGbg,Kids Channel - Cartoon Videos for Kids,"Kids Channel is an online educational platform, specializing in graphic videos, nursery rhymes and songs for children. With the help of colors and graceful movement children develop their cognitive capacities, imagination, creativity and logical reasoning. Taking preschool education to the next level our videos go beyond ABC, 123, shapes and colors we teach your preschooler moral values such as friendship, love, caring , sharing and more. Our videos bring to life the toys that your baby plays wi",,,United States,2013-07-12,6900000,2836,4047987644,Kids videos|kids cartoon|cartoons for kids|animation|cartoon|baby cartoons|funny cartoons|nursery rhymes|cartoon video|monster truck|vehicles|car|cars|funny|for children|for kids|kids songs|trucks|car cartoons|kids show|cartoon show|full episodes|kids tv show|learning|education|superhero|fun|colors|abc|numbers|firetruck|shape|toddlers|cartoon for children|cartoons for babies|videos for kids|kids entertainment|baby songs|kids|tractor|bus|learn|3d|toddler,False,False,False,True,1,VERIFIED_CHANNEL,50.0,17154.58,15858.5,857729.0,1206.72,692.0,0.0,0.0,0.0,0.0,0.0,0.16,0.17617206728682025,0.02,0.37892000000000003,0.0074613281249999875,0.0,0.0,nan,6.838849090737256,0.2451129509046049,4.166666666666667,0.21765219344693687
UC5mMf2NE17_MiTL94ihRN2w,Star Light Kids,"Five years ago, having little film experience, we began making videos for kids starring our children and their friends. To our amazement, we’ve grown into a channel with 12 original shows, over 2 million YouTube subscribers, and over 1.5 billion views around the world! Our shows stand out as original, aspirational live-action fun for kids. We feel that as our audience has grown, so has the responsibility that comes with it. So we’ve committed to do everything we can to put kids first.",,,United States,2014-09-23,2410000,449,1886549216,New|Sky|Kids|little heroes|high top princess|kid ninja|little princesses|adventure kids|kids kitchen|original shows for kids|Star Light Kids|Kids Shows,False,False,False,False,0,,50.0,629856.76,126541.0,31492838.0,1142.58,608.5,0.0,0.0,0.023809523809523808,0.6904761904761905,0.0,0.07142857142857142,0.185154392756726,0.14,0.206044,0.02489874131944442,0.26,0.12,nan,6.382017042574868,0.207404399472165,4.166666666666667,0.32372643765635006
