video_id,title,channel,youtube_url,view_count,annotator_performative_labor,annotator_emotional_bait,annotator_narrative_conflict,annotator_challenge_format,annotator_commercial_content,annotator_privacy_violation,annotator_overall_exploitative,annotator_notes
UojC0JCXWLE,HER TURN TO GET BRACES | THE LEROYS,theleray,https://www.youtube.com/watch?v=UojC0JCXWLE,314153,,,,,,,,
TdBXl1mJNSs,SURVIVING OVERNIGHT In Our BACKYARD Challenge! 😱 | The Royalty Family,royaltyfamily,https://www.youtube.com/watch?v=TdBXl1mJNSs,17413558,,,,,,,,
Ar4gmOGp6qA,Nastya arranged a test of patience for the kids,likenastya,https://www.youtube.com/watch?v=Ar4gmOGp6qA,8922884,,,,,,,,
saOSsjyfgt4,I Stopped Washing My Hair,thedashleys,https://www.youtube.com/watch?v=saOSsjyfgt4,42838,,,,,,,,
EhosW9B6b-U,Telling my little sister about new boyfriend…,familyfizz,https://www.youtube.com/watch?v=EhosW9B6b-U,331866,,,,,,,,
9kDeX-Weu6w,Trinity's 7th Birthday! Huge Halloween Party & Haunted House!!!,trinityandbeyond,https://www.youtube.com/watch?v=9kDeX-Weu6w,4811633,,,,,,,,
5aElcBR19a8,Nastya and Daddy - copy me challenge,likenastya,https://www.youtube.com/watch?v=5aElcBR19a8,68491273,,,,,,,,
_CREg4cJ2A4,Diana and Roma Funny Tricks and Balloon Experiments,kidsdianashow,https://www.youtube.com/watch?v=_CREg4cJ2A4,58248423,,,,,,,,
X_usM1YrF-Q,My Girlfriend Is Way Better Than Me..,kkandbabyj,https://www.youtube.com/watch?v=X_usM1YrF-Q,229490,,,,,,,,
znX2qx1cj74,Betting On Mystery Food Boxes! Food Challenge!,theadventurers,https://www.youtube.com/watch?v=znX2qx1cj74,230888,,,,,,,,
N22gmDhQ7LE,Nastya and Rich vs Poor Hospital,likenastya,https://www.youtube.com/watch?v=N22gmDhQ7LE,14873833,,,,,,,,
PAjfRxcahUk,WE FOUND SOME OLD VIDEOS!,ehbee,https://www.youtube.com/watch?v=PAjfRxcahUk,11484536,,,,,,,,
kmEeOFg0fng,Grimace Shake Recipe! 💀 (McDonalds Happy Birthday Grimace Games x5),fgteev,https://www.youtube.com/watch?v=kmEeOFg0fng,2907717,,,,,,,,
CGOk_bI78iE,OBSESSED With KPop Demon Hunters!,yawivlogs,https://www.youtube.com/watch?v=CGOk_bI78iE,20843,,,,,,,,
-uTPGWzO5dk,"✨Kid's Choice Awards 2024✨ Makeovers, Celebs, & Exclusive Parties",ballingerfamily,https://www.youtube.com/watch?v=-uTPGWzO5dk,131858,,,,,,,,
orbr_JZhhpI,Everleigh and Ava go to JoJo's (Dance Moms) epic 15th birthday party!,everleighrose,https://www.youtube.com/watch?v=orbr_JZhhpI,353740,,,,,,,,
UnAkGDb7Gmo,Pneumonia in the hospital,meetthemillers,https://www.youtube.com/watch?v=UnAkGDb7Gmo,76013,,,,,,,,
G0vCWsw8Bk4,Pizza Tower 2D vs 3D vs Roblox! (FGTeeV Peppino's Mach 3 Speed),fgteev,https://www.youtube.com/watch?v=G0vCWsw8Bk4,952552,,,,,,,,
B24c44HISCk,Surviving A Pitch Black Cave!,funsquadfamily,https://www.youtube.com/watch?v=B24c44HISCk,324467,,,,,,,,
3YauSZS5FIE,The Boo Boo Story with Oliver and Mom,kidsdianashow,https://www.youtube.com/watch?v=3YauSZS5FIE,20650937,,,,,,,,
gHrLKlu2UZA,Escape the Airplane! (Roblox Weird Strict Dad Chapter 3 & 4),fgteev,https://www.youtube.com/watch?v=gHrLKlu2UZA,1401147,,,,,,,,
TEgeZAgpP-o,iPhone case and popsocket collection HAUL!,annierose,https://www.youtube.com/watch?v=TEgeZAgpP-o,101827,,,,,,,,
UXqM1EYiSE4,Valentine's Day Shopping,lifewithbrothers,https://www.youtube.com/watch?v=UXqM1EYiSE4,15425,,,,,,,,
K7WJwPZWqFA,Last Day Of HomeSchool! Surprise trip announcement!,ohanaadventure,https://www.youtube.com/watch?v=K7WJwPZWqFA,151746,,,,,,,,
Qbkrya3LVJE,"EAT PIZZA! ""Wierd Ali"" Ruckavich",itsrucka,https://www.youtube.com/watch?v=Qbkrya3LVJE,41942,,,,,,,,
EPPb4ApMvkI,Christmas Stories with Diana and Roma | 1 Hour Video,kidsdianashow,https://www.youtube.com/watch?v=EPPb4ApMvkI,50285902,,,,,,,,
ZoG7ZqFXwm0,MINECRAFT | Addicted to Gaming,crazygorilla,https://www.youtube.com/watch?v=ZoG7ZqFXwm0,1654257,,,,,,,,
A2GpxacIM4g,Roblox a Dusty Trip - Kid Neighbor Ruins Impossible Longest Road Trip EVER!,fgteev,https://www.youtube.com/watch?v=A2GpxacIM4g,906758,,,,,,,,
__sExA8hDys,WRAPPING CHRISTMAS PRESENTS!! MORE LAB TEST RESULTS 🙁,ourfamilynest,https://www.youtube.com/watch?v=__sExA8hDys,11820,,,,,,,,
XoX3zCpCKpM,ESCAPE THE ROBLOX MALL OBBY,ethangamer,https://www.youtube.com/watch?v=XoX3zCpCKpM,836335,,,,,,,,
QXKzkxXN4mc,FLYING TO ✈️ & SHOPPING IN 🛍LA FOR MY TEEN CHOICE AWARDS OUTFIT!,annierose,https://www.youtube.com/watch?v=QXKzkxXN4mc,316147,,,,,,,,
BIbL-y48VLU,MY DOGS PICK MY SLYME INGREDIENTS | We Are The Davises,wearethedavises,https://www.youtube.com/watch?v=BIbL-y48VLU,1756628,,,,,,,,
2Q_x6eY8dog,Her First Time Climbing Stairs!!,yawivlogs,https://www.youtube.com/watch?v=2Q_x6eY8dog,16882,,,,,,,,
VURXGtdXiZo,INSTAGRAM Followers Control My DATE Challenge 💋| cute reaction  emotional reaction kristin farina,sawyersharbino,https://www.youtube.com/watch?v=VURXGtdXiZo,379910,,,,,,,,
IdKZEmGKYDw,We Met KARATE KID and The TICK! (WonderCon Vlog) - Onyx Family,onyxfamily,https://www.youtube.com/watch?v=IdKZEmGKYDw,180735,,,,,,,,
Y7-l0x-YI_M,NAZ LOST HER GUINEA PIG,norrisnuts,https://www.youtube.com/watch?v=Y7-l0x-YI_M,6833374,,,,,,,,
th9id2-TOrg,WonderWorks Florida with Family Fun Pack,familyfunpack,https://www.youtube.com/watch?v=th9id2-TOrg,11176914,,,,,,,,
