id,title,channel_short_name,viewCount,performative_labor_llm,emotional_bait_llm,narrative_conflict_llm,challenge_format_llm,commercial_content_llm,privacy_violation_llm,video_id,performative_labor_vision,emotional_bait_vision,narrative_conflict_vision,challenge_format_vision,commercial_content_vision,privacy_violation_vision,overall_exploitative
Ra3o0k8Sptk,STEM idea! Straw Helicopter Flights KIDS’ GAME | Family Fun Every Day,familyfuneveryday,10782,0,0,0,0,0,0,Ra3o0k8Sptk,0.3,0.1,0.0,0.2,0.0,0.0,0.1
oQ00fQ2irF8,Disney Churro Easter Challenge—Trying 7 Popular Easter Candies on Disney Churros! Disneyland Food!,familyfuneveryday,67,0,0,0,1,0,0,oQ00fQ2irF8,0.7,0.2,0.0,0.6,0.4,0.0,0.3
Jb0cncBuSbM,Two New Ways to Play Dominos (Math Games),familyfuneveryday,777,0,0,0,0,0,0,Jb0cncBuSbM,0.3,0.1,0.0,0.0,0.0,0.0,0.1
ZDyiQm7vpuI,2 New Ways to Play CHUTES & LADDERS! (with a Math Game!),familyfuneveryday,426,0,0,0,0,0,0,ZDyiQm7vpuI,0.2,0.1,0.0,0.0,0.1,0.0,0.1
6T9ofuuUadU,Wind-Up Toy Race Games | Dinosaur Party (Kids’ Games),familyfuneveryday,587,1,0,0,0,0,0,6T9ofuuUadU,0.3,0.1,0.2,0.4,0.0,0.0,0.2
_UWjZoexJJk,Marshmallow Mix-Up: Food Challenge Game | Family Fun Every Day,familyfuneveryday,5509,1,0,0,1,0,0,_UWjZoexJJk,0.7,0.3,0.2,0.8,0.4,0.0,0.4
Ex609aOw6cI,Dice on the Line (Dice Party Game),familyfuneveryday,145,0,0,0,0,0,0,Ex609aOw6cI,0.2,0.1,0.1,0.3,0.0,0.0,0.1
mn-Mv-JJq1I,Mystery Oreo Challenge: Halloween Edition! DIY Halloween Party Games #7 | Family Fun Every Day,familyfuneveryday,193,1,0,0,1,0,0,mn-Mv-JJq1I,0.6,0.2,0.0,0.7,0.1,0.0,0.3
e9c9R57NnuQ,Balanced Dice Party Game with Dollar Tree Supplies or Chopsticks,familyfuneveryday,5760,0,0,0,0,0,0,e9c9R57NnuQ,0.2,0.1,0.3,0.6,0.3,0.0,0.2
oklhaSpP_QU,"Red, White, and Blue—Times Two! A Fourth of July printable game",familyfuneveryday,202,0,0,0,0,0,0,oklhaSpP_QU,0.1,0.0,0.0,0.2,0.0,0.0,0.0
siSAEFBo250,Faux Juggling—an Easy Boredom Buster Family Game for a Rainy Day,familyfuneveryday,109,0,0,0,0,0,0,siSAEFBo250,0.2,0.1,0.0,0.0,0.0,0.0,0.1
DcMBSneu-rw,10 Best Football Party Games (Part 2) | Family Fun Every Day,familyfuneveryday,1808,0,0,0,0,0,0,DcMBSneu-rw,0.3,0.1,0.0,0.0,0.2,0.0,0.1
s6ifvNlQAfo,“Star Race” 4TH OF JULY Party Game by Family Fun Every Day,familyfuneveryday,224,1,0,0,1,0,0,s6ifvNlQAfo,0.7,0.3,0.4,0.8,0.0,0.0,0.4
V3Zr8J8jwl4,How to Play Taco Cat Goat Cheese Pizza with Play-through and So Many Laughs!,familyfuneveryday,23469,0,0,0,0,0,0,V3Zr8J8jwl4,0.2,0.3,0.0,0.0,0.6,0.0,0.2
PI5U2cy6JjM,Boat Balance Challenge Kids' Game (New Dice Game),familyfuneveryday,382,1,0,0,1,0,0,PI5U2cy6JjM,0.6,0.1,0.3,0.8,0.0,0.0,0.3
eFhtQUEepDA,FREE GAMES: “Pick and Roll” Party Game | Family Fun Every Day,familyfuneveryday,6577,0,0,0,0,0,0,eFhtQUEepDA,0.3,0.1,0.0,0.4,0.0,0.0,0.1
qftIBeBd5hI,Easy Party Game: Double Spin Coin Flip + Minute-to-Win-It Option!,familyfuneveryday,1618,0,0,0,0,0,0,qftIBeBd5hI,0.2,0.0,0.0,0.3,0.1,0.0,0.1
_MLDDX_kfwk,3 Easy DIY Halloween Party Games for Kids (#3–5)  | Family Fun Every Day,familyfuneveryday,3824,0,0,0,0,0,0,_MLDDX_kfwk,0.6,0.1,0.0,0.0,0.0,0.0,0.2
8oeUk8-6a5c,Leprechaun Pot of Gold Rainbow Race (St. Patrick’s Day Party Game) | Family Fun Every Day,familyfuneveryday,1832,1,0,0,1,0,0,8oeUk8-6a5c,0.7,0.3,0.2,0.6,0.4,0.0,0.3
k7g8OKquST8,"Frisbee Basketball—a Easy Summer Game for Families! | Family FED, Family Fun Every Day",familyfuneveryday,532,0,0,0,0,0,0,k7g8OKquST8,0.2,0.1,0.0,0.0,0.3,0.0,0.1
r-OpMuPOG9I,2 New Ways to Play Uno: Game Hacks | Family Fun Every Day,familyfuneveryday,1992,0,0,0,0,0,0,r-OpMuPOG9I,0.3,0.1,0.0,0.0,0.0,0.0,0.1
_D3i6PXZsFw,12 Days of CHRISTMAS GAMES #1: Candy Cane Swirl | Family Fun Every Day,familyfuneveryday,3179,1,0,0,1,0,0,_D3i6PXZsFw,0.6,0.2,0.1,0.3,0.0,0.0,0.2
mAJNRa_pjas,Balloon Game Race with DIY Racetrack (Party Games) | Family Fun Every Day,familyfuneveryday,244,1,0,0,1,0,0,mAJNRa_pjas,0.6,0.1,0.2,0.7,0.0,0.0,0.3
ud8nKD_AsSA,"5 Easy, Free, or Cheap Ideas for Father's Day Activities, Decor, and Gifts",familyfuneveryday,731,0,0,0,0,0,0,ud8nKD_AsSA,0.1,0.0,0.0,0.0,0.2,0.0,0.1
EHvRqmO5RD0,3 Easy MARY POPPINS Party Games for Kids,familyfuneveryday,1709,1,0,0,0,0,0,EHvRqmO5RD0,0.7,0.3,0.0,0.0,0.1,0.0,0.3
UaS4dY1ESRA,Marshmallow Speed Launch! (QUICK Family/Party Game),familyfuneveryday,1528,1,0,0,1,0,0,UaS4dY1ESRA,0.6,0.2,0.3,0.8,0.0,0.0,0.3
M5TD1Sgel9c,3 Easy & Fun Games with JUST a BALL and SPOON | Family Fun Every Day,familyfuneveryday,8478,1,0,0,0,0,0,M5TD1Sgel9c,0.3,0.1,0.0,0.2,0.0,0.0,0.1
VoLhEYXm_b8,“TOP Speller” Alphabet Game—EDUCATIONAL GAME,familyfuneveryday,135,0,0,0,0,0,0,VoLhEYXm_b8,0.3,0.2,0.1,0.4,0.0,0.0,0.2
cex_KyozGrA,Origami Frog Croquet—FREE GAME for Indoor Croquet How-To,familyfuneveryday,581,0,0,0,0,0,0,cex_KyozGrA,0.2,0.0,0.0,0.0,0.0,0.0,0.1
FAobiMCbN5I,DIY Halloween Party Games: CANDY CORN Roll | Family Fun Every Day,familyfuneveryday,2338,0,0,0,0,0,0,FAobiMCbN5I,0.7,0.3,0.1,0.6,0.2,0.0,0.3
zBHWfPqw8xM,Cups by the Yard—BOREDOM BUSTER Challenge with Kitchen Supplies,familyfuneveryday,19716,1,0,0,1,0,0,zBHWfPqw8xM,0.7,0.1,0.0,0.8,0.0,0.0,0.3
FSBCNulfZvU,Lego Uno: Fun Party Game | Family Fun Every Day,familyfuneveryday,1022,0,0,0,0,0,0,FSBCNulfZvU,0.3,0.1,0.0,0.0,0.2,0.0,0.1
U_zE8MTsDYI,How to Play Flying Kiwis + Game Review (Best Family Games for All Ages),familyfuneveryday,545,0,0,0,0,0,0,U_zE8MTsDYI,0.0,0.0,0.0,0.0,0.7,0.0,0.1
vQOByRvdfVU,3 Water Balloon SUMMER PARTY GAMES by Family Fun Every Day,familyfuneveryday,18921,1,0,0,0,0,0,vQOByRvdfVU,0.3,0.2,0.1,0.6,0.0,0.0,0.2
TmcKtqRCLS0,"Dry-Erase Paper Dolls—Easy Party Idea, Car Activity, or Rainy-Day Play with Dollar Tree DIY",familyfuneveryday,267,0,0,0,0,0,0,TmcKtqRCLS0,0.1,0.0,0.0,0.0,0.3,0.0,0.1
nkAasyESaEU,3 Best Thanksgiving Party Games for Families to Share “What I Love”,familyfuneveryday,690,0,0,0,0,0,0,nkAasyESaEU,0.3,0.1,0.0,0.2,0.0,0.0,0.1
goOSGZa5Lic,Easy Kids' Game: Search and Find Fun! | Family Games by Family Fun Every Day,familyfuneveryday,158,0,0,0,0,0,0,goOSGZa5Lic,0.3,0.1,0.0,0.4,0.0,0.0,0.1
TB4EJddavOU,How to Play GoTrio—a Tic-tac-toe Game for 2–3 Players  |  Best Strategy Board Game Reviews,familyfuneveryday,7825,0,0,0,0,0,0,TB4EJddavOU,0.0,0.0,0.0,0.0,0.7,0.0,0.0
yRK5rkkn9WY,Go Fish—SHARK ATTACK! (DIY Card Games) | Family Fun Every Day,familyfuneveryday,1504,0,0,0,0,0,0,yRK5rkkn9WY,0.3,0.2,0.3,0.4,0.0,0.0,0.2
YcGlk-U4VCg,Easy FRUIT NINJA Party Game in Real Life | Family Fun Every Day,familyfuneveryday,854,1,0,0,0,0,0,YcGlk-U4VCg,0.6,0.1,0.0,0.3,0.2,0.0,0.3
XMOu1bMNhro,3 MORE Party Games with Water Balloons—SUMMER PARTY IDEAS! by Family Fun Every Day,familyfuneveryday,1442,1,0,0,0,0,0,XMOu1bMNhro,0.3,0.1,0.0,0.2,0.1,0.0,0.1
HigXeDzoxkE,Glow-in-the-Dark PICK-UP STICKS Party Game with Glow Sticks,familyfuneveryday,2278,0,0,0,0,0,0,HigXeDzoxkE,0.2,0.0,0.0,0.0,0.1,0.0,0.1
Y1QJNMut7S8,Dollar-Store DIY Letter Game: Letter Volley (Spelling Game) | Family Fun Every Day,familyfuneveryday,77,0,0,0,0,0,0,Y1QJNMut7S8,0.3,0.1,0.0,0.2,0.0,0.0,0.1
EpeaNYYW3Mo,7 Easy Getting-to-know You Party Games or Ideas for Building Family Bonds,familyfuneveryday,1255,0,0,0,0,0,0,EpeaNYYW3Mo,0.2,0.1,0.0,0.0,0.0,0.0,0.1
ctFta_V8PTA,Hei Hei Rooster Karaoke! New Disney Game/Moana Party Game | Family Fun Every Day,familyfuneveryday,121,0,0,0,0,0,0,ctFta_V8PTA,0.6,0.3,0.0,0.0,0.2,0.0,0.2
NIah_YZEydA,Spider Escape Game—Easy Halloween Game Idea for Kids,familyfuneveryday,2057,0,0,0,0,0,0,NIah_YZEydA,0.2,0.1,0.0,0.0,0.1,0.0,0.1
CEyXs1sBND8,Frozen 2 Meets Family History—4 Fun Ideas to Build Family Connections with a Disney Movie Night!,familyfuneveryday,74,0,0,0,0,0,0,CEyXs1sBND8,0.1,0.1,0.0,0.0,0.3,0.0,0.1
remnX8UgOkY,Stackin’ Oats Challenge (DIY Food Game) | Family Fun Every Day,familyfuneveryday,52,1,0,0,1,0,0,remnX8UgOkY,0.8,0.7,0.3,0.9,0.0,0.0,0.5
JGtIdqKnvzc,5 Epic BOREDOM BUSTER Kids' Games and Teen Games by Family Fun Every Day,familyfuneveryday,2940,0,0,0,0,0,0,JGtIdqKnvzc,0.6,0.3,0.0,0.7,0.0,0.0,0.3
kAIF5UcOD1k,Disney World Games: PANDORA Flight of Passage | Family Fun Every Day,familyfuneveryday,80,0,0,0,0,0,0,kAIF5UcOD1k,0.2,0.1,0.0,0.1,0.0,0.0,0.1
3eyTXI2_8gs,"Mount Playmore HUGE Indoor Playground - Mt. Playmore Austin, TX",familyfunpack,47362200,0,0,0,0,0,0,3eyTXI2_8gs,0.1,0.1,0.0,0.0,0.0,0.0,0.1
I24LIYLtxBQ,What's Inside Our Squishy Collection?,familyfunpack,3719646,0,0,0,0,0,0,I24LIYLtxBQ,0.7,0.8,0.0,0.0,0.6,0.0,0.5
oH81gQkBh1c,Best part of Brick-or-Treat,familyfunpack,106251,0,0,0,0,0,0,oH81gQkBh1c,0.3,0.1,0.0,0.0,0.0,0.0,0.1
th9id2-TOrg,WonderWorks Florida with Family Fun Pack,familyfunpack,11176914,0,0,0,0,0,0,th9id2-TOrg,0.2,0.1,0.0,0.0,0.3,0.0,0.1
TiZ9rDM0KNw,Chloe Predicts the Future,familyfunpack,35903,0,0,0,0,0,0,TiZ9rDM0KNw,0.7,0.3,0.0,0.0,0.6,0.1,0.5
oqPSQ5vV5LE,"Someone GAVE US THEIR DOG in Jackson Hole, Wyoming!!!",familyfunpack,601347,0,0,0,0,0,0,oqPSQ5vV5LE,0.2,0.3,0.0,0.0,0.0,0.0,0.1
Hns5h3ZUMtE,NICU Day 1 - Matt Finally Gets to Hold Baby Chloe,familyfunpack,177971,0,1,0,0,0,1,Hns5h3ZUMtE,0.1,0.3,0.2,0.0,0.0,0.8,0.4
Lf_ZyM9GVI4,Professional Soccer Training!,familyfunpack,150760,1,0,0,0,0,0,Lf_ZyM9GVI4,0.2,0.1,0.0,0.0,0.0,0.0,0.1
205m1KwXE5k,Sneaking into Abandoned House - Top Secret Locked Cases Found!! Left by Game Master!,familyfunpack,757811,0,0,0,0,0,0,205m1KwXE5k,0.9,0.8,0.7,0.0,0.0,0.0,0.7
UlioSkbYapQ,Michael's Surgery || Mommy Monday,familyfunpack,3496539,0,0,0,0,0,1,UlioSkbYapQ,0.2,0.6,0.3,0.0,0.0,0.7,0.4
fHaSeaOLm9w,Boys ONLY BFF Sleepover,familyfunpack,2145839,0,0,0,0,0,0,fHaSeaOLm9w,0.7,0.3,0.0,0.0,0.0,0.0,0.3
J8ETnVpXnT0,Clap & Tap While You Slide! Zac & Chris Family Fun Pack Twins,familyfunpack,77418,0,0,0,0,0,0,J8ETnVpXnT0,0.3,0.1,0.0,0.0,0.2,0.0,0.2
wTfK_iRHzLM,Texas Sized Everything!,familyfunpack,447174,0,0,0,0,0,0,wTfK_iRHzLM,0.3,0.4,0.0,0.0,0.1,0.0,0.2
9r-UjTH9JxI,But what's back there??,familyfunpack,60525,0,0,0,0,0,0,9r-UjTH9JxI,0.0,0.3,0.2,0.0,0.0,0.0,0.1
HGuuNeWCrzc,"CRAB ON THE HEAD!! Panama City Beach, Florida",familyfunpack,342243,0,0,0,0,0,0,HGuuNeWCrzc,0.8,0.7,0.6,0.0,0.0,0.0,0.6
rGLGe0FZoMg,Pancake Pile-Up Game || Family Game Night,familyfunpack,3899359,1,0,0,1,0,0,rGLGe0FZoMg,0.7,0.6,0.5,0.8,0.0,0.0,0.5
jl4Som2wfX0,Spiders COVERING our BED in France!  *not clickbait* 🇫🇷 ,familyfunpack,163591,0,0,0,0,0,0,jl4Som2wfX0,0.6,0.7,0.6,0.0,0.3,0.1,0.5
_0WEtHSQeJo,"Has anyone fallen off there? || São Miguel, Portugal 🇵🇹....Magical!",familyfunpack,61649,0,0,0,0,0,0,_0WEtHSQeJo,0.1,0.1,0.0,0.0,0.0,0.0,0.1
0wq4XmcuMrg,Family Fun Pack Favorite Goldfish Flavors! Goldfish Challenge,familyfunpack,2299575,1,0,0,1,0,0,0wq4XmcuMrg,0.8,0.7,0.3,0.9,0.8,0.0,0.7
2S_RBcd7MUg,You Asked What the New Instrument Was--Here's the Answer!,familyfunpack,128988,0,0,0,0,0,0,2S_RBcd7MUg,0.7,0.4,0.0,0.0,0.8,0.0,0.5
jS7WvM5y8ZI,A cappella Bohemian Rhapsody song￼ #shorts,familyfunpack,265693,1,0,0,0,0,0,jS7WvM5y8ZI,0.7,0.1,0.0,0.0,0.0,0.0,0.3
t7t7TpGoWdM,Zoomer Dino Blue Snaptail Playtime Review,familyfunpack,1083689,0,0,0,0,1,0,t7t7TpGoWdM,0.7,0.6,0.3,0.0,0.8,0.0,0.6
8lkHj0o1ShY,Happy New Year!! 🥳🥳,familyfunpack,91007,0,0,0,0,0,0,8lkHj0o1ShY,0.1,0.1,0.0,0.0,0.3,0.0,0.1
6ki53x0FS0k,Splash Pad Water Park FUN!!,familyfunpack,1947899,0,0,0,0,0,0,6ki53x0FS0k,0.1,0.1,0.0,0.0,0.0,0.0,0.0
hf-JlJtmyf0,SECRET PROJECT REVEALED!!!,familyfunpack,211386,0,0,0,0,0,0,hf-JlJtmyf0,0.8,0.9,0.1,0.0,0.7,0.0,0.7
hW6c8FNfYLQ,David's First Pie Eating Contest,familyfunpack,2700924,1,0,0,1,0,0,hW6c8FNfYLQ,0.7,0.2,0.4,0.8,0.3,0.0,0.5
SC-BS3UiGaQ,Week 31 Bumpdate - Reacting to Baby Names!,familyfunpack,1374384,0,0,0,0,0,0,SC-BS3UiGaQ,0.2,0.1,0.0,0.0,0.0,0.1,0.1
SRnCrj8XVz8,The ZippySack Zippered Blanket (it's awesome),familyfunpack,6418689,0,0,0,0,0,0,SRnCrj8XVz8,0.2,0.1,0.0,0.0,0.6,0.0,0.2
GzaP-Jg6Zxs,Watermelon Smash Challenge || Family Game Night,familyfunpack,1379085,1,0,0,1,0,0,GzaP-Jg6Zxs,0.8,0.6,0.4,0.9,0.0,0.0,0.6
ls09zZ6QpYg,Conquering a HUGE DROP SLIDE - Zac & Chris 12th Birthday Special,familyfunpack,1026048,1,0,0,0,0,0,ls09zZ6QpYg,0.6,0.7,0.1,0.3,0.0,0.0,0.3
YIDLRZLrJMk,Family Fun Pack House Tour,familyfunpack,24253453,0,0,0,0,0,0,YIDLRZLrJMk,0.2,0.1,0.0,0.0,0.3,0.0,0.2
JT27jnocSEQ,Baby Owen's First Birthday Party!!,familyfunpack,4118578,0,0,0,0,0,0,JT27jnocSEQ,0.2,0.3,0.0,0.0,0.0,0.1,0.1
9Yz-iJuC6Rk,Cruise Ship Dinner Day 2! Trying EVERYTHING,familyfunpack,78126,0,0,0,0,0,0,9Yz-iJuC6Rk,0.2,0.1,0.0,0.0,0.0,0.0,0.1
lwvoakcegSk,Family Fun Pack at Hershey Park || Fast Amusement Park Rides for Kids,familyfunpack,683403,0,0,0,0,0,0,lwvoakcegSk,0.2,0.1,0.0,0.0,0.6,0.0,0.2
R-fzJxs4ZcI,He REFUSED NOT to be in the Photo #shorts,familyfunpack,348559,0,1,0,0,0,0,R-fzJxs4ZcI,0.2,0.1,0.3,0.0,0.0,0.0,0.1
8kgLRC2Pucc,Amazing Lollipop Song Trio #shorts,familyfunpack,522261,1,0,0,0,0,0,8kgLRC2Pucc,0.6,0.1,0.0,0.0,0.0,0.0,0.3
Dm-YDYopIUQ,Deck the Halls - Family Fun Pack Handbell Choir Christmas Song,familyfunpack,2284784,0,0,0,0,0,0,Dm-YDYopIUQ,0.7,0.1,0.0,0.0,0.0,0.0,0.3
VZtvgXo-hSc,Family Fun Pack Does Make-a-Wish for a Superfan || Mommy Monday,familyfunpack,204655,0,0,0,0,0,0,VZtvgXo-hSc,0.2,0.3,0.0,0.0,0.1,0.0,0.1
FV_VuwjxPxs,Hexbug Aquabot 2.0 Shark Tank Unboxing and Playtime Review,familyfunpack,1310782,0,0,0,0,1,0,FV_VuwjxPxs,0.3,0.2,0.0,0.0,0.7,0.0,0.3
ZFMty87JNKA,Disney Character Dance Party,familyfunpack,19933268,1,0,0,0,0,0,ZFMty87JNKA,0.2,0.1,0.0,0.0,0.3,0.0,0.1
_w7ovapVD-A,MICRO BOATS INVADE OUR POOL!!,familyfunpack,2114541,0,0,0,0,0,0,_w7ovapVD-A,0.6,0.3,0.0,0.0,0.1,0.0,0.3
23qpBr8rZLY,Legoland Florida Hotel Kingdom Room Tour,familyfunpack,1055224,0,0,0,0,0,0,23qpBr8rZLY,0.1,0.2,0.0,0.0,0.3,0.0,0.1
BklDIpId59A,We Drove to the President's Actual House! (Not the White House),familyfunpack,371136,0,0,0,0,0,0,BklDIpId59A,0.8,0.7,0.6,0.0,0.0,0.0,0.5
d3HndubwINg,Everything's Falling Apart || Mommy Monday,familyfunpack,2060653,0,0,0,0,0,0,d3HndubwINg,0.3,0.7,0.6,0.0,0.0,0.7,0.6
EpO06JNxJTQ,Have a Good Time - Family Fun Pack Official Song - COVER,familyfunpack,192865,0,0,0,0,0,0,EpO06JNxJTQ,0.7,0.1,0.0,0.0,0.0,0.0,0.3
pMqYT8_s7Qc,Celebrity Sitter || The Cursed Babysitter Ep. 17,familyfunpack,1359727,0,0,0,0,0,0,pMqYT8_s7Qc,0.9,0.7,0.8,0.0,0.3,0.2,0.7
193P2rqLkgs,Chloe's First Bike Ride on a REALLY Fast eBike!,familyfunpack,156501,0,0,0,0,0,0,193P2rqLkgs,0.2,0.1,0.0,0.0,0.7,0.0,0.2
ctibnHKOnNw,24 Hour With 6 Kids on Halloween!! Family Fun Pack Halloween Special 🎃,familyfunpack,4062467,0,0,0,0,0,0,ctibnHKOnNw,0.6,0.3,0.0,0.7,0.0,0.1,0.4
95FllqINFmY,Baby Loves Her Reflection #shorts,familyfunpack,348419,0,0,0,0,0,0,95FllqINFmY,0.1,0.2,0.0,0.0,0.3,0.1,0.2
1mk-Mt5jBug,Christmas at Disneyland!,familyfunpack,944853,0,0,0,0,0,0,1mk-Mt5jBug,0.1,0.1,0.0,0.0,0.2,0.0,0.1
1zZoucu47Y4,Getting Crafty at Home!,familyfunpack,582210,0,0,0,0,0,0,1zZoucu47Y4,0.3,0.1,0.0,0.0,0.7,0.0,0.3
RzIueYOo0kQ,Alyssa Gets Tongue Tamers || Braces Update,familyfunpack,3732526,0,0,0,0,0,1,RzIueYOo0kQ,0.2,0.3,0.0,0.0,0.0,0.4,0.3
ucO9Z-eGpkw,Can't Help Falling in Love with You - Ukulele Duet #shorts,familyfunpack,95348,1,0,0,0,0,0,ucO9Z-eGpkw,0.7,0.0,0.0,0.0,0.3,0.0,0.3
DV78nzka62E,Kids Visit Santa at Disneyland,familyfunpack,339656,0,0,0,0,0,0,DV78nzka62E,0.2,0.3,0.0,0.0,0.1,0.0,0.1
pty-cja7uYg,Is Dubai chocolate worth all the hype??,familyfunpack,178190,0,0,0,0,0,0,pty-cja7uYg,0.3,0.1,0.0,0.0,0.2,0.0,0.1
_RH60m8drc0,World's Biggest Box Fort,familyfunpack,15024202,0,0,0,0,0,0,_RH60m8drc0,0.3,0.1,0.0,0.0,0.3,0.0,0.2
xgv38gyz6Rs,Can Owen Beat Michael in a Race???,familyfunpack,25734,1,0,0,1,0,0,xgv38gyz6Rs,0.7,0.6,0.7,0.9,0.8,0.0,0.7
RrnR_OOKJjw,Have Yourself a Merry Little Christmas- a cappella - Family Fun Pack sings,familyfunpack,11285,0,0,0,0,0,0,RrnR_OOKJjw,0.8,0.1,0.0,0.0,0.0,0.0,0.3
ADzHI5-IRxw,Learn to Ride a Bike without Training Wheels with Michael!,familyfunpack,3392724,0,0,0,0,0,0,ADzHI5-IRxw,0.3,0.1,0.0,0.0,0.2,0.0,0.1
Y0C7xLMlHcE,WHAT DID YOU DO!?,familyfunpack,147893,0,0,0,0,0,0,Y0C7xLMlHcE,0.3,0.2,0.4,0.0,0.3,0.0,0.3
M6fpxv4QWM4,"Boy GETS LOST During HIDE & SEEK, Family FREAKS OUT",famoustubefamily,1807974,0,1,0,0,0,0,M6fpxv4QWM4,0.8,0.9,0.8,0.0,0.0,0.1,0.7
BaFhUkBXnP4,GIRL TRANSFORMS INTO REAL LIFE BARBIE!!,famoustubefamily,2011052,0,0,0,0,0,0,BaFhUkBXnP4,0.9,0.7,0.0,0.0,0.1,0.0,0.7
LF9SdhA0TuU,"We Found BUGS in Kiki's BATHROOM, and it GETS WORSE",famoustubefamily,447182,0,0,0,0,0,1,LF9SdhA0TuU,0.8,0.9,0.7,0.0,0.1,0.0,0.7
NAcPm7trxdw,"Dog SAVES GIRL IN THE POOL, What Happens Is SHOCKING | FamousTubeFamily",famoustubefamily,2555787,0,1,0,0,0,0,NAcPm7trxdw,0.7,0.8,0.6,0.0,0.1,0.0,0.5
DDdnNyeeHxE,Rush Studios BEST VIDEOS of 2025 (Part 1),famoustubefamily,172581,0,0,0,0,0,0,DDdnNyeeHxE,0.9,0.9,0.8,0.0,0.0,0.3,0.8
Ad5HRjwfwVc,We Caught Someone Putting a TRACKER on our Car 🤬,famoustubefamily,783068,0,0,1,0,0,0,Ad5HRjwfwVc,0.8,0.9,0.9,0.0,0.1,0.2,0.7
OI4jONGY91o,CALI AND KAMEIRO FINALLY GOING BACK TO REAL SCHOOL,famoustubefamily,411464,0,0,0,0,0,0,OI4jONGY91o,0.7,0.6,0.3,0.0,0.0,0.0,0.5
D_bWHRKPz_Q,Dad Forgot Our Little Sister Exists |The Babysitters Lost Our Daughter EP. 2,famoustubefamily,325795,0,1,1,0,0,0,D_bWHRKPz_Q,0.9,0.8,0.9,0.0,0.0,0.1,0.8
YWW0vPk5TrY,"Somebody SNUCK INSIDE Our Home, He's STILL HERE 😱",famoustubefamily,1033121,0,1,0,0,0,0,YWW0vPk5TrY,0.8,0.9,0.8,0.0,0.0,0.0,0.7
yOPY6AWbXXM,"Boy TAKES STOLEN MONEY, Instantly Regrets It (Pt.1) | FamousTubeFamily",famoustubefamily,3339815,0,0,1,0,0,0,yOPY6AWbXXM,0.8,0.7,0.8,0.0,0.0,0.0,0.7
8ahthcR65fg,"Kids GO MISSING at THE PARK, Parents CAN'T FIND THEM | FamousTubeFamily",famoustubefamily,3056544,0,1,0,0,0,0,8ahthcR65fg,0.9,0.9,0.8,0.0,0.0,0.3,0.8
1lejgapFd2E,"LAST TO SINK WINS $10,000",famoustubefamily,499844,1,0,0,1,0,0,1lejgapFd2E,0.9,0.7,0.8,1.0,0.1,0.0,0.8
MTbZeqDTrzg,FRIEND TURNED EVIL 👹 | Possessed Labubu Ep. 2 @THEROCKSQUAD,famoustubefamily,1281486,0,0,1,0,0,0,MTbZeqDTrzg,0.9,0.9,0.8,0.0,0.0,0.0,0.8
NYEPJ1rVzhg,We ACCIDENTALLY Left Her HOME ALONE,famoustubefamily,386211,0,1,0,0,0,0,NYEPJ1rVzhg,0.9,0.9,0.8,0.0,0.0,0.3,0.7
NixpPp44k3o,"Girl WAKES UP in SWIMMING POOL, What Happens is Shocking | FamousTubeFamily",famoustubefamily,763925,0,1,0,0,0,0,NixpPp44k3o,0.8,0.9,0.7,0.0,0.0,0.0,0.7
CJjSAqGTqag,"Adopted Brother BULLIES HIS NEW SIBLINGS, He LEARNS HIS LESSON (Full Movie) | FamousTubeFamily",famoustubefamily,22375547,0,0,1,0,0,0,CJjSAqGTqag,0.9,0.8,0.9,0.0,0.1,0.0,0.8
Hn2OOAy_2Y8,THEY INVADED OUR HOTEL 👹 | Possessed Labubu Ep. 5,famoustubefamily,390193,0,0,0,0,0,0,Hn2OOAy_2Y8,0.9,0.9,0.8,0.0,0.0,0.0,0.7
LPJyKDsdFxA,NEVER SNEAK INTO A PARK AT 12AM,famoustubefamily,238086,0,0,0,0,0,0,LPJyKDsdFxA,0.9,0.9,0.8,0.7,0.0,0.0,0.8
SeJF4DeKZks,"Our Kids Got In Big Trouble, They Learned Their Lesson | FamousTubeFamily",famoustubefamily,1727101,0,1,1,0,0,0,SeJF4DeKZks,0.7,0.4,0.6,0.0,0.1,0.0,0.5
kUu-0r6aMwI,THE BABYSITTER STOLE OUR CAR 😠,famoustubefamily,339363,0,0,1,0,0,0,kUu-0r6aMwI,0.9,0.9,0.8,0.0,0.1,0.0,0.8
CtoK45qTR9g,"The MEAN BABYSITTER MOVED IN, Help!! 🤬",famoustubefamily,405494,0,1,1,0,0,0,CtoK45qTR9g,0.8,0.9,0.9,0.0,0.1,0.0,0.8
2MVHPZL6fNE,PLEASE GIVE HER BACK 👹 | Possessed Labubu Ep. 4,famoustubefamily,633830,0,0,0,0,0,0,2MVHPZL6fNE,0.9,0.9,0.8,0.0,0.0,0.1,0.8
ABXYpPXHKpY,MrBeast CONTROLS our CHANNEL for 24 Hours,famoustubefamily,331398,0,0,0,1,0,0,ABXYpPXHKpY,0.8,0.7,0.3,0.8,0.1,0.0,0.6
HlbvgdekKPY,"Boy LOCKS DAD OUT OF HOUSE, He INSTANTLY Regrets It | FamousTubeFamily",famoustubefamily,2371405,0,0,1,0,0,0,HlbvgdekKPY,0.9,0.8,0.9,0.0,0.0,0.0,0.8
