id,title,publishedAt,channelId,channelTitle,viewCount,channel_short_name,log_views
y-3sri2fsqc,13 TURNS FOR 6 YEAR OLDS IN DANCE CLASS WITH AUTUMN MILLER!,2019-07-14T17:00:01Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,3162860,everleighrose,6.500079968844875
xpmU8dCteIw,4 year olds Everleigh & Ava bake with their Baby Alive dolls I Foreverandforava,2016-12-17T21:46:14Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,1143133,everleighrose,6.058096762158883
og-4S6JiWNU,EVERLEIGH AND AVA STYLE EACH OTHER! (HILARIOUS),2018-02-25T16:16:33Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,9569798,everleighrose,6.980902770753728
SvWVo6YmCuY,6 YEAR OLD BESTIES BABYSIT 6 TWIN MINI PUPPIES OMG!!!,2019-07-03T17:45:59Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,838123,everleighrose,5.923307758846681
h6lnfmG1ZpA,Everleigh and Ava  GIVE VALENTINE BAGS TO THE HOMELESS!! (PART 1) FOREVERANDFORAVA,2018-01-13T19:16:14Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,910529,everleighrose,5.9592937824641705
GDt2tKrudvE,MERMAID TAIL TRANSFORMATION! Everleigh and Ava become real mermaids with the Golfieri TWINS!,2017-06-23T17:00:02Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,23496154,everleighrose,7.370996780004829
0KV6-bryV-Q,Everleigh and Ava have to split up...,2018-04-22T17:57:48Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,1726652,everleighrose,6.237204816022026
k0y9e0_KgGg,Besties REACT to WHAT'S IN MY BACKPACK! **Gone Wrong**,2019-09-26T20:26:51Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,440324,everleighrose,5.643772357463851
7yBrC_A6M7E,HILARIOUS EVERLEIGH AND AVA BLOOPERS!,2019-02-26T22:14:58Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,777836,everleighrose,5.890888039402262
InLNEs_VBlY,JOJO SIWA AND BESTIES TODDLEROGRAPHY AND CUTE MOMENTS,2019-11-02T15:50:40Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,542667,everleighrose,5.734533412599091
ro7ujvly1XE,"WE LET REBECCA ZAMOLO, GAVIN MAGNUS, MONTANA TUCKER AND MORE TAKE OVER OUR CHANNEL!",2019-08-08T20:34:52Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,998360,everleighrose,5.999287172371123
QjdIphboqrs,"HILARIOUS Dance Battle Against Everleigh, Her First Dance Partner, and Ava!",2019-04-02T22:51:02Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,2130513,everleighrose,6.328484188529919
jbKIAO2tlfA,"ANYTHING KINDI KIDS CAN CARRY, WE'LL PAY FOR CHALLENGE!",2019-07-18T22:03:23Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,283824,everleighrose,5.453049116374693
ps1Bbis_9us,WE CAN'T BELIEVE WE CAUGHT EVERLEIGH'S CRUSH DOING THIS...,2019-09-12T15:59:10Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,829715,everleighrose,5.918928941553723
LtGK5igva5M,BESTIES TURN INTO MERMAIDS!!! (REAL MERMAIDS!),2017-09-29T19:06:51Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,11607993,everleighrose,7.064757137535961
vLdDynkyUtU,Everleigh and Ava discuss life (4 year olds),2016-11-19T02:44:54Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,2000739,everleighrose,6.301190437835179
BjSY0YqaGDQ,"REACTING TO LOL SURPRISE DOLLS, FIZZIES & MORE! (AVA IS AN EXPERT!)",2017-11-25T20:11:54Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,559149,everleighrose,5.747527552529019
BAPDDZh1bjI,EVERLEIGH AND AVA CLONE THEMSELVES AND THEIR LOTTA LOOKS DOLL!!!,2019-12-11T01:26:41Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,541635,everleighrose,5.733706720329489
EhtkGtBBFCU,"CRAZY TURNS, TRICKS AND FLEXIBILITY FOR 6 YEAR OLD DANCER WITH AUTUMN MILLER!",2019-10-17T19:14:48Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,3554305,everleighrose,6.55075469249954
dpD5u9BoYO0,EXTREME CANDY CHALLENGE * SWEET & SOUR,2018-02-18T18:21:32Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,414181,everleighrose,5.617190172335274
3GSn2zoIHrc,TWIN TELEPATHY CLAIRE'S CHALLENGE!,2018-12-16T20:21:36Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,1200398,everleighrose,6.07932526316927
7E24i8Gr95w,Ava & Everleigh Sleepover Party I PartyWithThePonies,2016-12-28T00:36:23Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,399449,everleighrose,5.601461338262114
LllZitK8nns,EVERLEIGH AND AVA STYLE EACH OTHER FOR TIK TOK VIDEOS!!,2019-11-23T17:18:14Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,1928187,everleighrose,6.285149150484796
nfNpDV7sBBo,Enchantimals Dolls meet BESTIES Everleigh and Ava in an enchanting forest with real magical animals!,2017-07-21T13:00:16Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,989450,everleighrose,5.995393852839795
jKJ3HRZucsA,BESTIES FIND REAL LIVE UNICORN & other MAGICAL ANIMALS!!,2017-12-30T17:38:17Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,799620,everleighrose,5.902883648103673
glr5J-9JB3U,EVERLEIGH & AVA GIVE MEGHAN MCCARTHY BOYFRIEND ADVICE!! I FOREVERANDFORAVA,2017-04-01T22:21:00Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,532172,everleighrose,5.7260520205998295
OrNVImqW86Y,Jonas Brothers loved Everleigh & dance partner Diesel's dance battle video with Ava to Sucker!,2019-03-18T20:25:03Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,40758499,everleighrose,7.610218182007097
flxZ9igq0jc,Everleigh & Ava SO YOU THINK YOU CAN DANCE WITH HANNAHLEI battle!,2019-03-05T20:48:03Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,318914,everleighrose,5.503673584747158
mPDHn85qbhI,Top ForEverAndForAva Musical.ly Favorites I Foreverandforava,2017-09-01T21:35:31Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,551044,everleighrose,5.7411862779702485
QnXBPvEoIbY,CHILD MODELS EVERLEIGH AND AVA AT PHOTO SHOOT IN CA!,2017-11-11T16:11:19Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,132433,everleighrose,5.121996217219595
cGoACJpiVKY,How to: Trick your babysitter featuring Rebecca Zamolo!!!| ForeverandForava,2016-10-22T01:12:09Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,5191485,everleighrose,6.715291603524298
jV_ChTwnpA4,BIG SURPRISE ANNOUNCEMENT!!! with Savannah Soutas & Michelle Foley | ForEverAndForAva,2016-12-03T02:56:17Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,216728,everleighrose,5.3359150232715615
ul-YvfAfsvw,JUJU ON THAT BEAT DANCE WITH ALABAMA BARKER | ForeverandForava,2016-11-26T01:15:53Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,446700,everleighrose,5.650015952471839
GhzkrIKVa00,ULTIMATE SQUISHY FOOD VS REAL FOOD CHALLENGE 2!,2018-08-31T19:00:00Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,1511340,everleighrose,6.1793621767899545
orbr_JZhhpI,Everleigh and Ava go to JoJo's (Dance Moms) epic 15th birthday party!,2018-05-20T20:59:55Z,UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,353740,everleighrose,5.548684171483005
zc_LUrhSI_c,Mum & Daughter ‘Footloose’ trend…,2022-05-30T14:11:16Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,699744,familyfizz,5.844939183268156
2w6Bw7iidgY,SURPRISE HOLIDAY REVEAL AT THE AIRPORT! | Family Fizz,2018-01-25T18:00:00Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,677201,familyfizz,5.830717590745464
16M5Zfu0WsQ,Edible playdough fail… | Family Fizz,2017-03-14T18:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,88298,familyfizz,4.9459508666715575
WgZPVssy-8k,"""DON'T TOUCH IT"" CHALLENGE *do they cheat?* | Family Fizz",2019-05-03T15:00:03Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,1199795,familyfizz,6.07910704773568
V3bHUTvqZxM,NEW YEAR'S EVE PARTY FOOD HAUL! | Family Fizz,2016-12-30T18:00:22Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,76324,familyfizz,4.882661122864876
gvDCt1eCaTA,Why do we have different Dads?… | Family Fizz,2017-09-11T17:00:06Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,408905,familyfizz,5.611622421043779
e4owwy8hawA,Kids vs Parents One Direction TikTok Trend,2023-06-12T14:00:25Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,698,familyfizz,2.843855422623161
haq8SZ6abaI,DOG POO ACCIDENT! | Family Fizz,2016-12-10T17:00:02Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,192193,familyfizz,5.2837375658677255
UTx0tlND2KU,24 HOUR OVERNIGHT CHALLENGE in SANTA'S GROTTO! | Family Fizz,2017-12-24T18:00:04Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,423810,familyfizz,5.6271711998820475
M7zV5QJ7cek,Back to school THRIFT STORE OUTFIT challenge | Family Fizz,2018-09-05T20:00:02Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,828156,familyfizz,5.918112152675868
g_ZKK4mnDRo,WHAT HAPPENED AT THE SLEEPOVER? | Family Fizz,2018-09-24T18:00:02Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,1576065,familyfizz,6.1975741246758735
6ekzIRdtcGI,WORLD'S TALLEST LEGO TOWER CHALLENGE! | Family Fizz,2018-11-08T18:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,141195,familyfizz,5.149819317743709
VJgcpkRmY9Y,Remaking FAST FOOD Meals CHALLENGE *WINS* | Family Fizz,2023-06-09T15:00:23Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,352363,familyfizz,5.546990298890234
6exqKbRi7JY,Sienna’s 6th birthday excitement! | Family Fizz,2017-09-16T18:00:05Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,212098,familyfizz,5.326536573311191
vuLvirCylMs,OUR BABY GOT MOBBED BY FANS | Family Fizz,2018-08-12T19:00:06Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,308389,familyfizz,5.4890988787028485
LceQ9e-J-VI,HUSBAND & DAUGHTER RATE MY HOT PREGNANCY OUTFITS! | Family Fizz,2019-09-10T16:03:28Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,545819,familyfizz,5.737048649420237
S5NgpQiTpdo,Mum had a meltdown… | Family Fizz,2017-01-29T18:01:03Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,230718,familyfizz,5.363081478334374
SXcnCHjq9xA,WHO CAN BUY BEST BACK TO SCHOOL OUTFIT Challenge? | Family Fizz,2024-08-20T15:00:29Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,154297,familyfizz,5.188357482147972
R2wwURvtKGQ,OFFICIAL FAMILY FIZZ LABOUR AND DELIVERY *1 hour home birth* | Family Fizz,2020-02-06T16:00:15Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,3759965,familyfizz,6.57518380227404
wbDy5qkHW5I,Asking mum who’s your favourite daughter?,2023-05-24T15:00:43Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,136204,familyfizz,5.134189861999813
TYeM5OEW45o,I'm having my breast implants removed… *explant surgery* | Family Fizz,2022-03-22T16:00:11Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,224621,familyfizz,5.3514503563679146
uSA_veTETpw,Her first street act made her cry… | Family Fizz,2017-02-06T18:00:05Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,486657,familyfizz,5.687222974581857
9Q7O1DcqosA,Making NEW FRIENDS at HIGH SCHOOL! | Family Fizz,2017-06-22T17:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,176768,familyfizz,5.247403648226499
wnkB-G0rAb8,SHE'S ABOUT TO GIVE BIRTH! | Family Fizz,2018-07-01T19:00:06Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,2379782,familyfizz,6.376537175319818
eK-F7Rz3iqs,Sienna reacts to touching rude squishy toy…,2023-06-05T17:00:19Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,158160,familyfizz,5.199096656305616
B99EtIdSGoM,We OPENED Our Own McDONALD'S At HOME! | Family Fizz,2020-06-03T15:00:09Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,1288047,familyfizz,6.109931710437021
MP7wxoI7YCA,Welcome to our NEW HOME in... | Family Fizz,2021-02-23T16:00:04Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,333296,familyfizz,5.522830101574266
qnv5LKloySc,Our morning routine for school | Family Fizz,2017-01-13T18:00:03Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,834198,familyfizz,5.921269144284681
hv5Wkl0RVEo,WHO CAN MAKE BEST BACK TO SCHOOL BENTO BOX? | Family Fizz,2024-08-13T15:00:51Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,453199,familyfizz,5.65628894290592
u3Cs6Xs9vec,MUM & 3 DAUGHTERS HAIR TRANSFORMATION! | Family Fizz,2021-08-03T15:21:06Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,332326,familyfizz,5.521564320257973
7i3mzq_DxQM,Eating only VENDING MACHINE FOOD for 24 Hours! | Family Fizz,2022-08-26T15:00:14Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,548234,familyfizz,5.738965965815849
ZMO0nPbMkqg,Our Family’s Green Flags…,2023-07-19T15:00:33Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,867875,familyfizz,5.93845717826461
4k69mvirKAU,Flippin’ mental PANCAKE DAY! | Family Fizz,2017-03-01T18:00:00Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,95684,familyfizz,4.980839322388654
L8DpK9zS638,Playing SARDINES in a THEME PARK! | Family Fizz,2018-03-26T17:00:04Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,413138,familyfizz,5.616095142764812
OvZwyhF8-WI,Testing SECRET TIKTOK FOOD HACKS in real life! | Family Fizz,2022-07-15T15:00:21Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,356201,familyfizz,5.551695134368865
tAtOyo3u2Zw,We’re trying for a BABY! | Family Fizz,2017-07-18T17:00:04Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,369223,familyfizz,5.567288746692883
n-4bzxxiDBQ,KIDS IN CHARGE FOR THE DAY | Family Fizz,2017-10-08T17:00:03Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,869683,familyfizz,5.939360980850386
TQhaz2q2MQM,EMBARRASSING Mia with BAD Birthday Presents! | Family Fizz,2022-12-03T16:00:23Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,231978,familyfizz,5.365446799840708
nvQhi7ugLtQ,Going for a stupid walk in our stupid shoes… #shorts,2022-02-04T17:07:29Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,483853,familyfizz,5.684713438120219
Vcpj0oyT6MA,WE LET OUR KIDS COOK DINNER *omg* | Family Fizz,2018-05-16T17:00:02Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,615400,familyfizz,5.78915749191144
aNOB50oSEuA,Kids buy Dad’s outfit challenge! *omg* | Family Fizz,2018-01-21T18:00:00Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,749119,familyfizz,5.874550812276606
EhosW9B6b-U,Telling my little sister about new boyfriend…,2023-06-18T14:00:07Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,331866,familyfizz,5.520962760788372
6DRCq9w70FQ,Stop doing your homework! | Family Fizz,2017-02-05T18:00:00Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,263868,familyfizz,5.421386725323967
Gw470gLwmlI,FIRST MAKEUP SHOPPING! | Family Fizz,2017-04-29T17:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,1960042,familyfizz,6.292265377567094
7iomFX5-w7o,17 WEEKS PREGNANT! *bump update* | Family Fizz,2018-01-24T18:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,162452,familyfizz,5.210725062456114
Ggs1UbJyDD4,HUGE AUTUMN CLOTHES SHOPPING HAUL | Family Fizz,2017-10-09T17:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,449667,familyfizz,5.652891016890211
yj0ZiWb6B14,Fun movie night & PO Box opening! | Family Fizz,2017-02-25T18:00:05Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,120854,familyfizz,5.082261029167988
EP892Grw2VU,Christmas Morning Opening Presents! | Family Fizz,2021-12-26T11:02:17Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,885253,familyfizz,5.947067407196585
Ij2kJwLY38Q,I wasn’t allowed in… | Family Fizz,2017-05-11T17:00:03Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,479517,familyfizz,5.6808040085355005
CZRKlCsm1F0,Surprising kids with our NEW HOME in Costa Rica! | Family Fizz,2021-09-28T15:00:05Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,266991,familyfizz,5.4264966219780035
jQfToP7qYvE,Sienna gets her LONG hair cut SHORT! | Family Fizz,2021-12-22T16:00:31Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,367578,familyfizz,5.565349510427567
_J_keI0c3Ak,I BOUGHT My DAUGHTERs DREAM SEPHORA ORDERS! *no budget*  | Family Fizz,2024-02-04T16:00:32Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,1412608,familyfizz,6.150021661455016
0PvS9mlQnrQ,POV: Getting your dream designer bag for birthday 🎁 #birthdaygift,2025-01-10T16:46:32Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,133616,familyfizz,5.125858466340524
pjzVmKwSFgE,Her first cinema date! | Family Fizz,2017-02-26T18:00:04Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,257608,familyfizz,5.410959345884617
MDs-BoP6hZM,Planning her SURPRISE birthday party! | Family Fizz,2017-08-21T17:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,122556,familyfizz,5.088334577955333
OvtE7DG8KbE,EATING only DIET FOODS for 24 HOURS! *Shocking Result* | Family Fizz,2019-06-05T15:00:05Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,743038,familyfizz,5.871011024754259
QXf5fiEYAmg,V by Vodafone Saves the Day! | Family Fizz,2018-03-02T17:00:04Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,86196,familyfizz,4.935487112480923
dhZGjeUrM5Q,GIVING FREE HUGS TO STRANGERS IN STREET! | Family Fizz,2018-12-11T18:00:06Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,185741,familyfizz,5.26890777939072
KQfL15a86fg,VEGAN KID'S FIRST MCDONALDS **fail** | Family Fizz,2018-02-10T18:00:01Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,3068294,familyfizz,6.486896970811589
HArOu3f7YoY,Dad needs a brain scan… | Family Fizz,2017-05-10T17:00:02Z,UCeJICuSKNGMVQbAAzH6DcAw,Family Fizz,102858,familyfizz,5.012238075522615
C5IVQBLeWBY,"*NEW* Birthday Bento Time | Inside Out, Minecraft, Harry Potter Lunches & MORE!",1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,1151970,familyfudge,6.061441169187796
JC8VEb0Yu_E,"PICKPOCKETED in PARIS! Eurostar w/ KIDS, Trying McDonald’s in FRANCE + House Tour & Grocery Haul",2 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,480964,familyfudge,5.682112570788683
tGvtCPq7NY0,ROAD TRIP LUNCHES 🚙 Week of Lunches + VLOG,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,134317,familyfudge,5.128130983174694
Zsj4D6dhyN0,EXTREME RV MAKEOVER! Turning an OLD MOTORHOME into our COZY HOME on WHEELS,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,463992,familyfudge,5.666510492654435
GXPQrL5pcVw,LEAVING HOME FOR CHRISTMAS + Why We Celebrate Christmas EARLY (24-Hour Edition),1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,102926,familyfudge,5.012525095172775
wAK7A2IPbIM,*NEW* EASY NO-BAKE DESSERTS & Cute Easter/Spring Themed Lunch Ideas 2024,2 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,237712,familyfudge,5.376051106011892
VvfPTyI2lqE,Fort Wilderness Campground LUNCHES 🏕 Bunches Of Lunches,6 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,103168,familyfudge,5.013545011452959
rQHHDH-glf4,"Grow a Garden, Pokémon, Mac & Cheese Cone & Ice Cream Casserole 🎂 *Epic* Birthday Lunches!",9 months ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,109349,familyfudge,5.038814815755296
iSnMJjhYO-U,"CUTE Spring Lunches, FAST!  🐰EASIEST EASTER LUNCHES FOR KIDS",5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,153662,familyfudge,5.18656648148328
uM01pELscik,Cucumber SUSHI!?!  🍣 Your School Lunch Ideas,6 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,530999,familyfudge,5.725093703200319
TvucxLkx7Ek,STRANGER THINGS Lunch Ideas | Bunches of Lunches,3 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,1864659,familyfudge,6.270599421689528
y-u4VcgoFd4,LOOK what I make with FUNFETTI CAKE MIX | 3 EASY Recipes You Should Try,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,80812,familyfudge,4.907475855165998
W0lfirbwY-0,*NEW* Most Requested HOT Lunches to Pack in a THERMOS (Picky Eater Friendly),1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,281664,familyfudge,5.449731342546833
KSHVD2ivj60,OCEAN BENTO LUNCHES  #TeamSeas,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,63465,familyfudge,4.802534284386976
KC-sZxxLSjU,I CAN’T SAY “NO”! Making ANYTHING My SUBSCRIBERS Want for LUNCH,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,190593,familyfudge,5.280106946054671
nTcm_M3wCEE,16 HOT LUNCH IDEAS FOR WHEN IT'S COLD OUTSIDE 🔥 Bunches Of Lunches,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,458409,familyfudge,5.661253135599751
X80BLC8iKH4,Eating SHOPKINS in REAL LIFE?! | MYSTERY *KIDS CHOICE* BUNCHES OF LUNCHES,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,98292,familyfudge,4.992518171980248
CqdJ3CR5Qbc,*NEW* RAINBOW Lunches?! 🌈 Fixing YOUR Lunch Ideas,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,151011,familyfudge,5.179008583487236
8UsIR39wSoQ,21 AMAZINGLY AFFORDABLE DOLLAR TREE CAMPING HACKS FOR SUMMER VACATION!!,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,1191716,familyfudge,6.076172770229436
ugjU18wWKDg,*NEW* EXTREME FALL CLEAN AND DECORATE WITH ME 2020,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,78428,familyfudge,4.894471140165788
lUtFTXqUGtc,🍎 Making HOMESCHOOL Lunches FUN for Back To School 🍎,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,105020,familyfudge,5.021272013951038
GIF_eTAcdiA,Eating ONLY Heart-Shaped Valentine's Day Food for Lunch ❤️ Bunches of Lunches!,1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,211410,familyfudge,5.32512552621693
T4hwkB-6fRc,*NEW* BUYING ALL THE THINGS! HUGE BIRTHDAY HAUL + PARTY FOOD & GIFTS,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,140066,familyfudge,5.146332726260717
ny2YVPYy8oQ,DIY EDIBLE POP IT LUNCH! + Fun & Easy Subscriber Requested Lunches,4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,496559,familyfudge,5.695970857770205
UzH5YnwF_v0,What’s in the Box?!? 🎁 I Made 4 Mystery Lunches… You’ll Never Guess the Last One!,9 months ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,83354,familyfudge,4.920926445630671
SiWxqalh-r4,"*NEW* Little Mermaid Themed Lunch Ideas + Stitch, Harry Potter & Monsters for SUMMER",2 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,483705,familyfudge,5.684580576661117
v9enNmcASvk,Let's Make YOUR Fun Lunch Ideas! BUNCHES OF LUNCHES (Subscriber Edition),4 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,168625,familyfudge,5.226921962679961
GBkQqU65bj8,End Of Summer *MYSTERY* LUNCH TAKEOVER & NO BUDGET CHALLENGE!,1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,2287868,familyfudge,6.359430963947326
y83rIBZiDnY,7 VERY EASY Halloween Breakfast Ideas to Scare Your Family and Friends,1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,221495,familyfudge,5.345363926961261
VIIiGj7x_o4,"I TRIED MAKING MY SUBSCRIBERS LUNCH IDEAS | Crack Chicken, Poor Man's Pizza and MORE!",5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,306774,familyfudge,5.486818549100227
wUjwyrnbes0,KIDS CHOICE Lunches (Red White & Blue) + LEMON Cheese?!,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,640792,familyfudge,5.806717081138692
j0usDi0fqEg,EASY NO-BAKE DESSERTS & Cute Spring Themed Lunch Ideas,3 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,1219379,familyfudge,6.08613871138243
vqXJvC3hnOI,24 HOURS in a LUXURY PLAYHOUSE + Ultimate Party FOOD | *NEVER BEFORE SEEN ROOMS!*,1 year ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,65056,familyfudge,4.813287356957945
a4U8f-keefY,ROOM TOUR!!! | Surprise Room Makeover For JACKSON,5 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,287569,familyfudge,5.458742067195626
ZDMN-C3vDRo,Shopping Challenge at the Crazy “Walmart” of Japan | Eating ONLY 7-11 Food for Lunch + Kura Sushi,2 years ago,UCLAVg6ayEe4Abkz0QH-ZoZA,,200809,familyfudge,5.302783173426893
