id,title,channel_short_name,viewCount,performative_labor,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation
qrbCt3bHk78,LUCHA LIBRE | Mexican Survival Guide,crazygorilla,899911,0,0,0,0,0,0
O1awLnYyOnw,COLLEGE Students Be Like,crazygorilla,44937,0,0,0,0,0,0
i9Dww1O6ci4,THE ORB | Mexican Survival Guide,crazygorilla,5784844,0,0,0,0,0,0
VZYJ0L3Q60E,How to Dab,crazygorilla,108315,0,0,0,0,0,0
G6lYWiuUrUo,Why the Movies SUCK,crazygorilla,25103,0,0,0,0,0,0
aVvkhOulVJU,NINTENDO 64 Memories,crazygorilla,3230841,0,0,0,0,0,0
XpuMuB4zL98,How Gen-Z Will Talk About LOVE 🤣,crazygorilla,307865,0,0,0,0,0,0
tG37_lxWWv0,We Found An Abandoned Safe Hidden Underground! 🗝,dailybumps,2240780,0,0,0,0,0,0
diaILkQvKg8,BREAK THE INTERNET AGAIN! - #DBEJCKSummerVacay,dailybumps,979002,0,0,0,0,0,0
vKzRjWGx9Jk,OLLIE’S FIRST SINGING LESSON! 🎶,dailybumps,149719,1,0,0,0,0,0
GJqH3IJLswE,PLAYING WITH FAKE BUGS!,dailybumps,884967,0,0,0,0,0,0
plSxuYKbEkE,HUGE FAMILY REVEAL!,dailybumps,137985,0,0,0,0,0,0
1wdwz79u2iA,FAMILY PHOTOSHOOT CRAZINESS!,dailybumps,525310,0,0,0,0,0,0
kLkRBtGBD4I,This Mommy Morning Routine Might Shock You!,dailybumps,70565,0,0,0,0,0,0
kVDJ5YNQ4UE,GUESS WHAT WE DID!? (6.30.14 - Day 521),dailybumps,121281,0,0,0,0,0,0
Pfhbyhyxq94,HILARIOUS PADDLE BOARD FALL!,dailybumps,723546,0,0,0,0,0,0
YmFaVoBVBqU,TODDLER'S FIRST CARNIVAL RIDE!,dailybumps,1118784,0,0,0,0,0,0
Nc8m8DZM05w,Fortnite Battle Bus CRASHES at Birthday Party! 💥,dailybumps,1207245,0,0,0,0,0,0
lkPgglc0MRU,"PREGNANT POOL DAY! - April 27, 2013",dailybumps,71287,0,0,0,0,0,0
x1MabXuH__M,TERRIFIC TODDLER TRAVELER!,dailybumps,342157,0,0,0,0,0,0
BMrM77Jqz7M,Reacting to 'WHO KNEW' music video 10 YEARS LATER!,dailybumps,21640,0,0,0,0,0,0
azS4imTc7so,Saying Goodbye to the House. (Empty House Tour),dailybumps,436039,0,0,0,0,0,0
RY3K74Cd6Tw,EPIC WINTER VACATION! - #DBEJCKWinterVacay,dailybumps,2198881,0,0,0,0,0,0
EO47tChpE1E,Surprised My Daughter With Her Dream Room Makeover! 🩷,dailybumps,43340,0,1,0,0,0,0
WRT4Z50cdKA,Epic Christmas Train Gift Tunnel Around the Tree,dailybumps,127426,0,0,0,0,0,0
dFTeSt5vXO0,MISSING DADDY,dailybumps,4391269,0,1,0,0,0,0
Bz_UPJkwzw4,LAUNCHING HER FIRST BOOK! 🍪 (Cover Reveal + A Surprise For Missy!),dailybumps,22955,0,0,0,0,0,0
HK5mlq7WNig,THE CAR OF OUR DREAMS (6.11.13 - Day 137),dailybumps,69108,0,0,0,0,0,0
ZnvlPSoMrYU,TODDLER jokeSTER!,dailybumps,470533,0,0,0,0,0,0
8pXsP93gg7E,WHAT'S IN THERE!?,dailybumps,168965,0,0,0,0,0,0
uaxA9hdH79g,HE HAS A COLD!,dailybumps,3791662,0,0,0,0,0,0
s5t4XGCrArU,We Caught Him Doing This On Camera!! (Jamie 6mo Update),dailybumps,58871,0,1,1,0,0,1
2Gx_eMLGWMY,SPRING BREAK YOUTUBE PARTY!! (w/ Surprise Guests!),dailybumps,3087286,0,0,0,0,0,0
EuxIIcMZUPo,First 24 HOURS of RV Life After Selling Our House!,dailybumps,233027,0,0,0,1,0,0
h73wyqp9tWA,SURPRISE IN OUR POOL!!,dailybumps,3710195,0,0,0,0,0,0
sGNscEiXd-o,What Happened To Our Chicken.,dailybumps,390046,0,0,0,0,0,0
AqgbrYaNPNo,I CAN'T EVEN!,dailybumps,482710,0,0,0,0,0,0
poh-szsKT38,HAVING ANOTHER BABY!!!!? 👶 🍼,dailybumps,1265877,0,0,0,0,0,0
WuzHIj8v7X8,DRIVING CARS WITH CHUCK-E-CHEESE!,dailybumps,905037,0,0,0,0,0,0
OMDNFdqEJSs,IT'S BEEN TWO YEARS (9.7.14 - Day 590),dailybumps,127059,0,0,0,0,0,0
vj7h125duvU,I ACCIDENTALLY DESTROYED IT!,dailybumps,347014,0,1,0,0,0,0
Fsg08Jmy5N0,LOST SOMETHING IMPORTANT!,dailybumps,692299,0,1,0,0,0,0
6Q9y2RZBD_Y,The Little Bro Becomes the Big Bro!,dailybumps,184291,0,0,0,0,0,0
KKSBjz4xYXA,WE SURPRISED HIM!! 💥 (Finn's 4th Birthday Party!),dailybumps,1115490,0,0,0,0,0,0
FAgVzNJH1TY,MOMMY MAKEOVER REVEAL!! ✨,dailybumps,22928,0,0,0,0,0,0
676P4xM2Dqg,Hoping For the Best! - Ollie's Broken Leg Update,dailybumps,347773,0,1,0,0,0,0
Q591uZw_YU0,TODDLER FOAM PIT TRICKS!,dailybumps,4031442,1,0,0,0,0,0
MXLgFLBQoaY,WATERPARK SPLASH PAD RIVER CROCODILE SURPRISE!,dailybumps,3871112,0,0,0,0,0,0
WnauuAhabSQ,THE NEXT ADVENTURE BEGINS!,dailybumps,436690,0,0,0,0,0,0
meHfMpPSMz4,CALLING 911 ON THANKSGIVING! - Daily Bumps 🦃 Special,dailybumps,454337,0,1,0,0,0,0
NUnPNEZHg_0,GETTING TESTS DONE!,dailybumps,3167790,0,0,0,0,0,1
dLvfsRltuio,Elf On The Shelf Snake Prank! 🐍  - Daily Bumps Vlogmas 2022,dailybumps,50400,0,0,0,0,0,0
u1edxb9zR3Y,EARLY BIRTHDAY PRESENT SURPRISE!,dailybumps,580722,0,1,0,0,0,0
PYJ9QK8PV6c,Seeing The New Baby!! (Confirming The Gender),dailybumps,166112,0,0,0,0,0,0
FeJPfhzSh5I,Crazy Basketball Dunk Contest! 🏀 (w/ Surprise Mystery Guests!),dailybumps,1295017,1,0,0,0,0,0
lzTr10d9L2o,TOP SECRET! 🤫 Best Hide And Seek Spot!,dailybumps,774007,0,0,0,0,0,0
lfJ8o3JuRO0,GIANT HAMMOCK SURPRISE!,dailybumps,632351,0,0,0,0,0,0
GtwVD6v7Hos,Kids are Picky Eaters! 🥕🍞🍌🥗🐟,dailybumps,805915,0,0,0,0,0,0
aVB9wk36SvU,PLAYING IN THE POOL!,dailybumps,3624215,0,0,0,0,0,0
k75bZPEWwWc,OUR BRAND NEW SWIMMING POOL!!,dailybumps,177181,0,0,0,0,0,0
jf8f-t9Yu5s,Surprise Package from TAYLOR SWIFT Herself!,dailybumps,303807,0,0,0,0,1,0
x1ZuzYWKWKw,HARRY POTTER SPELL! (10.20.13 - Day 268),dailybumps,113108,0,0,0,0,0,0
QqF0llL0ARw,Our Elf Surprised Us with a Private Movie Party! 🎅🏻,dailybumps,2120017,0,0,0,0,0,0
xSa9btiTCGs,Missy and Ollie Deliver A Baby Goat on the Daily Bumps Homestead!,dailybumps,39199,0,0,0,0,0,0
ZiVU-Bz8lV8,WE GOT PARKING TICKET! (3.25.14 - Day 424),dailybumps,99330,0,0,0,0,0,0
EtXZrZNdk9c,OLIVER TOUCHES ELF ON THE SHELF!,dailybumps,8357271,0,0,0,0,0,0
PwX3y3iboNk,PARENTING MISTAKE! (9.25.13 - Day 243),dailybumps,127444,0,0,0,0,0,0
x1QY5I2vx30,THEY WALKED IN?,ehbee,4485615,0,1,1,0,0,0
dB2oOC-wzBc,GUMMY vs REAL FOOD!!,ehbee,10459585,0,0,0,0,0,0
fKXWejHnDrI,DON'T GET MARRIED...,ehbee,182390,0,0,0,0,0,0
ZihY1eMnGsw,THIS WAS A VERY BAD IDEA!! - CRAZY WIPEOUT CHALLENGE,ehbee,10015333,1,0,0,1,0,0
UAYOcr1wQ8g,"BLOOPERS - Dead Husband Walking ""MOTHER!""",ehbee,311538,0,0,0,0,0,0
3xL-irlE2P4,3 MARKER CHALLENGE! - Wreck It Ralph Edition,ehbee,507931,1,0,0,1,0,0
2TMy0n5ATJM,Losing Your TASTE and SMELL for 24 Hours!!,ehbee,316175,0,0,0,1,0,0
IyYxIgj38wE,FLOSS LIKE A BOSS! - OFFICIAL MUSIC VIDEO,ehbee,232148,0,0,0,0,0,0
4Cc8RcN96kc,Terrible Dad Jokes,ehbee,1045168,0,0,0,0,0,0
eq6V9TPA8y4,BEST VINES OF JULY - Eh Bee Family,ehbee,4452611,0,0,0,0,0,0
qNIPEzoe1Oo,THIS TURNS INTO BUBBLE GUM?? - Trying Korean Snacks,ehbee,2282923,0,0,0,0,0,0
1OxFh6NM5KI,WE NEED TO SAY THIS!,ehbee,287504,0,0,0,0,0,0
_H0zwpjoQho,SHE DID THE IMPOSSIBLE!! - Craziest Family Moments,ehbee,1026393,0,0,0,0,0,0
n6LwIoFdujA,AMAZING DRONE MAGIC!,ehbee,167148,0,0,0,0,0,0
WeJxbGOUJIY,DON'T DROP THE KIDS CHALLENGE!!,ehbee,746892,1,0,0,1,0,0
hBF9RNyWKNo,TRY NOT TO LAUGH CHALLENGE!! Christmas Dad Jokes Part 2,ehbee,2039547,1,0,0,1,0,0
r325zK36UjI,CASEY NEISTAT DESTROYED ME!,ehbee,118027,0,0,0,0,0,0
VmwKdinwc68,I DON'T UNDERSTAND THOSE GAMES,ehbee,63310,0,0,0,0,0,0
kq-JaBonCpY,Then vs Today: The Moment Vine,ehbee,7139426,0,0,0,0,0,0
4oGDSiOjaj8,BEHIND THE SCENES - DEAD HUSBAND WALKING,ehbee,142101,0,0,0,0,0,0
PGzbns2GDLU,HAPPY NEW YEAR!,ehbee,189638,0,0,0,0,0,0
xdntQmTtLPE,MOM PLAYS BALDI'S BASICS!! (Big Mistake),ehbee,963053,0,0,0,0,0,0
SVIoVXJz3dY,Mariachi Alarm Clock,ehbee,74495,0,0,0,0,0,0
3jmUiNVOvzo,REACTING TO OUR BEST VINES EVER!! (Emotional),ehbee,9331016,0,0,0,0,0,0
tUBRKHo6Olo,STUCK IN A BLIZZARD!!,ehbee,266865,0,0,0,0,0,0
vScojgYaOfs,KIDS SAY YES TO EVERYTHING FOR 24 HOURS!!,ehbee,5528165,1,0,0,1,0,0
M5vyi4BV5YQ,When they need a pen…,ehbee,597137,0,0,0,0,0,0
FeGRlFBQrcA,KARINA GARCIA SLIME!! - TESTING GLITTER SLIME,ehbee,2347172,0,0,0,0,0,0
XUntskXhSvQ,THE WORLD'S BIGGEST CINNAMON ROLL?!,ehbee,500319,0,0,0,0,0,0
nN4wqs6vpjc,"HER LONGEST ""YEAH BOY"" EVER!! - Road Trip Craziness",ehbee,664491,0,0,0,0,0,0
TYCgO25hnsQ,TINY HANDS CHALLENGE!,ehbee,3141567,1,0,0,1,0,0
PAjfRxcahUk,WE FOUND SOME OLD VIDEOS!,ehbee,11484536,0,0,0,0,0,0
G0bQV758Kn4,EVERYBODY WANTS TO RULE THE WORLD - Roberto Burgos,ehbee,321625,0,0,0,0,0,0
avXFXbmmjGU,What The Hail?,ehbee,699691,0,0,0,0,0,0
53AIJsQ-Onw,MR YANG & EH BEE - MEGA COMPILATION,ehbee,487115,0,0,0,0,0,0
aX79JKNNICU,DAD BECOMES A MASTER CHEF,ehbee,778053,0,0,0,0,0,0
r2lCz4pkILA,SHE HATES MY SINGING!,ehbee,3773122,0,0,1,0,0,0
Rl8SGHPmAgo,We only Found This in JAPAN...,ehbee,65252,0,0,0,0,0,0
oCHWM6FxaqY,Testing TikTok Hacks Before its Banned!!,ehbee,1675119,0,0,0,0,0,0
e_hyCnZVjAA,TWIN TELEPATHY CHALLENGE!! - PIZZA EDITION,ehbee,2824552,1,0,0,1,0,0
vfWQkpg8vbw,PIE FACE CHALLENGE DISASTER!,ehbee,2013305,1,0,0,1,0,0
jyjx4TzAtaM,Mom Plays FIVE NIGHTS AT FREDDYS VR!! *Bad Idea*,ehbee,993968,0,0,0,0,0,0
OJ8tgyjsaHk,DAD BECOMES A PRINCESS,ehbee,678621,0,0,0,0,0,0
MoZ0vP9j8IA,PLAY-DOH TIME! WATERMELON OR RANDOM GREEN BALL?,ehbee,5468388,0,0,0,0,0,0
KRPASvZW38w,AMAZING LIFE HACKS WITH CHILDREN!,ehbee,89509,0,0,0,0,0,0
ukbVYORudjc,GIANT INFLATABLE BALL! (FAIL),ehbee,1305597,0,0,0,0,0,0
Sg5yPhrjC8Y,THEY LEFT US!,ehbee,270330,0,1,0,0,0,0
_GwJu-we5vQ,BEEF EMPANADAS HEAVEN by Mama Bee,ehbee,3350123,0,0,0,0,0,0
eYWq-DgbtN4,BEST VINES OF MARCH - Eh Bee Family,ehbee,1185880,0,0,0,0,0,0
mfXwi0KSOio,Testing VIRAL TikTok Gadgets To See If They Work!,ehbee,575920,0,0,0,0,0,0
dKuhQmUiv1s,NUTELLA CREPES WITH HOMEMADE WHIP CREAM + BONUS,ehbee,1447133,0,0,0,0,0,0
h7SgKwu4nww,GUMMY FOOD vs REAL FOOD!!,ehbee,106791768,0,0,0,0,0,0
6Kd2bMQ95dQ,SHE SPENT THE DAY WITH US!!,ehbee,119025,0,0,0,0,0,0
Vx8lCSrcmQY,THE ULTIMATE GREEN BURGER!,ehbee,807938,0,0,0,0,0,0
NpfjTa5wYfQ,GOAT SIMULATOR IS WEIRD,ehbee,252155,0,0,0,0,0,0
1--JENAXW-E,Pranks Her. Instantly Regrets It.,ehbee,3032509,0,0,1,0,0,0
aLpWSbf01VU,Top FUNNIEST BEE FAMILY VINES PT.1 #shorts,ehbee,76995,0,0,0,0,0,0
yGVaqGFzP84,Let You Break My Heart Again by Laufey #cover,ehbee,262288,0,0,0,0,0,0
6nTNVmw7_rA,THE OREO CHALLENGE! Blindfold Taste Test,ehbee,1832234,1,0,0,1,0,0
swAGQ3xiZXE,CLASSIC VINES vs AI - PART 1,ehbee,115769,0,0,0,0,0,0
ENl0oWBeeq4,Mimpi goes to Mars - COMPLETED!,ethangamer,4332623,0,0,0,0,0,0
oDVvJw_UMoE,This is one crazy school! Let's escape!,ethangamer,3021919,1,0,0,1,0,0
__PfA1tf6zI,Roblox 🍦 Ice Cream Simulator 🍦 #1,ethangamer,372368,0,0,0,0,0,0
mNIPZnRR7PE,BOSS BATTLE!!! | RED BALL 4 BATTLE FOR THE MOON | Part 2,ethangamer,12283610,0,0,0,0,0,0
tSjnE9HGixk,Grumpy Grandma is coming to get me! (Roblox Obby),ethangamer,157530,0,0,0,0,0,0
pAb6S6Ybask,I GOT YOLKED! 🥚 🔫 | Shellshock.io,ethangamer,750209,0,0,0,0,0,0
ptpAf2ySYmY,RIDING A TYRANNOSAURUS REX!! | PixARK #2,ethangamer,352740,0,0,0,0,0,0
CtPI691WD98,I'm a non-playable character in Roblox??,ethangamer,156648,0,0,0,0,0,0
X2sjriiN4TA,I skipped High School to go to the Skate Park! 🛹,ethangamer,1350599,0,0,0,0,0,0
kzm0UdvHaso,CRUSHING CARS!! Roblox,ethangamer,3421451,0,0,0,0,0,0
CBz4rqi2KAI,ANIMAL SUPER SQUAD!!,ethangamer,3695563,0,0,0,0,0,0
h1-7W97dAwM,Strucid,ethangamer,164812,0,0,0,0,0,0
qg-Neah2_B4,Chomped by a BANANA 🍌(Roblox),ethangamer,1437260,0,0,0,0,0,0
j5F7Jl8AQbc,MY AIM IS ON POINT | Roblox,ethangamer,125757,0,0,0,0,0,0
EbEIWsry_Hk,EXCLUSIVE SNEAK PEEK AT KINGDOM HEARTS III,ethangamer,1147350,0,0,0,0,0,0
I0aL4D_Ug4o,Building my first ride in Planet Coaster,ethangamer,4457937,0,0,0,0,0,0
Ls1Z7Uyd2Q0,BAKUGAN STUDIO D | Roblox,ethangamer,107310,0,0,0,0,0,0
OqUply4mzEo,Restaurant Tycoon 2 🥣 🍲 | Roblox,ethangamer,430691,0,0,0,0,0,0
J0U5RgAcaGw,RED BALL 4 INTO THE CAVES | Part 1,ethangamer,21817662,0,0,0,0,0,0
8d5Fx1Dyw6I,Lets play BombSquad! BOOM!,ethangamer,437080,0,0,0,0,0,0
0DXpzqEhiZM,I got Aquaman's Trident!,ethangamer,427903,0,0,0,0,0,0
ev3cESas1UM,RAGDOLLED inside a WASHING MACHINE!! (Roblox Simulator),ethangamer,929713,0,0,0,0,0,0
I2dZ-p7b_bg,Ethan's Meet & Greet in the USA (2018),ethangamer,369997,0,0,0,0,0,0
5N1aIbh8gIQ,MOVE OR DIE!!! w/ FRIENDS,ethangamer,5795017,1,0,0,1,0,0
KdALRz8AS_w,SKATEBOARD or ROLLER SKATES? Chupa Chups Skate & Create #Roblox,ethangamer,203302,0,0,0,0,0,0
j3aUB_frujg,DARKENMOOR: Hallow's Eve Event - Roblox,ethangamer,1946681,0,0,0,0,0,0
Xa3iSFjyo88,Playing Paintball with FANS - Minecraft,ethangamer,616138,1,0,0,0,0,0
JCOLlp6Tfc8,I got licked by a HOUSE? - Roblox Book of Monsters,ethangamer,3384252,0,0,0,0,0,0
wsSufEyWi9c,Let's play LEGO Star Wars: The Skywalker Saga (Part 1),ethangamer,723622,0,0,0,0,0,0
rSAHcgUQzqc,EATEN BY A HUNGRY PIKACHU! Roblox,ethangamer,625095,0,0,0,0,0,0
XB13APoi_kw,EATEN BY A SHARK!! Roblox SharkBite #2,ethangamer,4051758,0,0,0,0,0,0
DmSZxc0Y_7c,THE SCHOOL IS ON FIRE!! (Hot Lava),ethangamer,33436690,1,1,0,1,0,0
8exygjftkqc,I'M AN ALPACA ALLSTAR!! ⭐⚽,ethangamer,381588,1,0,0,0,0,0
JHNJS94nLeU,FINDING THE MOON TOTEM in Booga Booga | Roblox,ethangamer,598927,0,0,0,0,0,0
XoX3zCpCKpM,ESCAPE THE ROBLOX MALL OBBY,ethangamer,836335,1,0,0,1,0,0
plzr5TsdUvs,Picking my first Loomian in Roblox Loomian Legacy!!,ethangamer,597423,0,0,0,0,0,0
ExpbeKZOGaE,Lets play Lego THE INCREDIBLES!,ethangamer,6726364,0,0,0,0,0,0
4X0hE1P9dsY,FUN TIMES in Roblox 😁,ethangamer,61772,0,0,0,0,0,0
8tcNCUukLDQ,BIG Paintball | Roblox,ethangamer,609528,0,0,0,0,0,0
sKl6Iqrmbv0,All hail the DUCK KING!,ethangamer,4321550,0,0,0,0,0,0
76bzChxwyks,ESCAPE THE PET STORE!! Roblox Obby,ethangamer,10934663,1,0,0,1,0,0
-UXQ7ksGC8U,DRIVING ON THE MOON?? iPad Gameplay,ethangamer,502760,0,0,0,0,0,0
MW_0wMlujW0,ROBLOX EGG HUNT 2017!!!,ethangamer,920928,0,0,0,0,0,0
P48zP_obLxs,Can I escape the Krusty Krab?,ethangamer,13993640,0,0,0,0,0,0
UVxtJMvKbEs,Playing Fortnite with FANS! #3,ethangamer,159106,0,0,0,0,0,0
8DwhWSfWctM,BOSSING THE MARIO LEVELS in SPEED RUN 4 | Roblox,ethangamer,1305580,0,0,0,0,0,0
8beN06oFpJ0,RO-Wizard (Part 2) | ROBLOX,ethangamer,57666,0,0,0,0,0,0
CBsJuO3GEGI,TREASURE HUNT!!! Roblox,ethangamer,9464059,0,0,0,0,0,0
DpFWFE2KoaY,You just gotta OM NOM NOM | Slime Rancher #5,ethangamer,1186103,0,0,0,0,0,0
KDYar0WMwlI,I'm a big BIG boy!!,ethangamer,679778,0,0,0,0,0,0
rX9aMhfp93w,Taking my CYBORG PET to the MOON! - Roblox Pet Simulator Part 2,ethangamer,1025956,0,0,0,0,0,0
tw4ve_ShvZY,Ethan Gamer Fans Minecraft World 2.0 - Episode 2,ethangamer,2792638,0,0,0,0,0,0
lKvQMX0afTM,My first day at Cook Burgers went TERRIBLE!,ethangamer,340465,0,0,0,0,0,0
C6Ztcucbk8o,I HAVE A LIGHTSABER!! ARROW.IO,ethangamer,1040649,0,0,0,0,0,0
EqteUE59z9o,ZOMBIES! Minecraft,ethangamer,140146,0,0,0,0,0,0
T6OzkXwg2QY,I DRANK SO MANY ENERGY DRINKS! | Roblox,ethangamer,3830575,0,0,0,0,0,0
iwfertvlVwI,Crash Bandicoot: ON THE RUN! | SCORPORILLA (#1),ethangamer,350597,0,0,0,0,0,0
XWb4fTLfo1s,EVIL Banana EATS Ethan Gamer 🍌 | ROBLOX,ethangamer,420797,0,0,0,0,0,0
6GCiEP-drss,I BOUGHT A SUPERCAR! VROOM VROOM! Roblox,ethangamer,9127269,0,0,0,0,0,0
kwHbaglUY6E,"Building Lyle, Lyle Crocodile w/ FANS in Minecraft!",ethangamer,187829,0,0,0,0,0,0
XhOrxp1KqU4,Everleigh Soutas and Ava Foley babysit Taytum and Oakley AGAIN?! | ForeverandForava,everleighrose,4486607,0,0,0,0,0,0
BWHSay5Q2-M,SPYING ON MY BEST FRIEND AND HER CRUSH!!! **CAUGHT THEM!**,everleighrose,10046162,0,0,1,0,0,1
TbQ8FiIV-2U,HILARIOUS TOUGHEST DANCE BOOT CAMP WITH THE REAL SANTA!,everleighrose,344447,1,0,0,0,0,0
imEANdyOgEs,Everleigh Soutas and Ava Foley babysit Taytum and Oakley?! | ForeverandForava,everleighrose,84052414,0,0,0,0,0,0
VGYxZ9eQd-0,We Discovered New Creatures While Hiking (watch them transform)!?!,everleighrose,192130,0,0,0,0,0,0
7yfgGn3KJFw,EVERLEIGH AND AVA'S BIRTHDAY SURPRISE!!!,everleighrose,700837,0,0,0,0,0,0
k2e5VJgYa2E,EVERLEIGH AND AVA GET STUCK IN 1 MILLION MARSHMALLOWS! (INSANE),everleighrose,396282,1,0,0,0,0,0
AtER-q70aF4,KINDERGARTNER'S DATE WITH MINI JAKE PAUL (TEAM 10) Everleigh Ava Tydus at spa (CUTE),everleighrose,237431,0,0,0,0,0,0
_8mKKYl9PWw,Fingerlings Monkeys Surprise Toys for Kids playground park best christmas toy 2017,everleighrose,1122354,0,0,0,0,1,0
eKNWQ2bDztc,Is Ava Foley having a baby brother or sister??I Foreverandforava,everleighrose,2691915,0,0,0,0,0,0
UtFtqHd6Z3g,WHO KNOWS ME BETTER? My Bestie or My Dance BESTIE!,everleighrose,8037998,0,0,0,0,0,0
FMBwW4AAzHE,EVERLEIGH SURPRISES AVA AT VIDCON... (YOU WON'T BELIEVE IT!),everleighrose,98187,0,1,0,0,0,0
II6bp21XA_o,AVA sees how EVERLEIGH ROSE SOUTAS WINS FIRST PLACE AT DANCE COMPETITIONS!! Foreverandforava,everleighrose,621947,0,0,0,0,0,0
kPOrpfR2u_Q,EVERLEIGH AND AVA STYLE & RATE THEIR CAPSULE CHIX OUTFITS!,everleighrose,415750,0,0,0,0,1,0
ncEYHiiYvk4,WHY 2019 WAS THE BEST YEAR OF OUR LIVES,everleighrose,519934,0,0,0,0,0,0
hc7q_hqoBb8,TODDLEROGRAPHY WITH JOJO SIWA!!! | ForEverAndForAva,everleighrose,20059988,0,0,0,0,0,0
jeMLnF1sP-0,Best Girl Power DANCE BATTLE collab EVER!!!,everleighrose,462469,1,0,1,0,0,0
246XtiyIKm0,3 Marker Challenge Barbie Doll Makeover TRANSFORMATION!,everleighrose,325247,1,0,0,1,0,0
R2dpkxPn8b0,ELF ON THE SHELF IS REAL!,everleighrose,4515225,0,0,0,0,0,0
ZKulr-O_7CE,WHY 2019 WAS THE BEST YEAR EVER...,everleighrose,352141,0,0,0,0,0,0
IdTg4DfBxcM,EVERLEIGH SURPRISES AVA WITH NEW BABY!!,everleighrose,361909,0,1,0,0,0,0
65ACpeHxjrk,Everleigh And Ava find the mystery MINI BOO!,everleighrose,488732,0,0,0,0,0,0
X5Ft1ABsA7M,Everleigh and Ava ADOPT NEW BEST FRIENDS -SHNOOKS at PARK Pretend City,everleighrose,361472,0,0,0,0,0,0
B4bOJKZW5Ao,Everleigh and Ava go rock climbing for the first time!!! I Foreverandforava,everleighrose,4465187,0,0,0,0,0,0
x98mkSVak7U,HOW EVERLEIGH AND AVA SURPRISE JAYDEN FOR HIS FIRST BIRTHDAY!!! (BESTIE GOALS!),everleighrose,90297,0,0,0,0,0,0
y-3sri2fsqc,13 TURNS FOR 6 YEAR OLDS IN DANCE CLASS WITH AUTUMN MILLER!,everleighrose,3162860,1,0,0,1,0,0
xpmU8dCteIw,4 year olds Everleigh & Ava bake with their Baby Alive dolls I Foreverandforava,everleighrose,1143133,0,0,0,0,0,0
og-4S6JiWNU,EVERLEIGH AND AVA STYLE EACH OTHER! (HILARIOUS),everleighrose,9569798,1,0,0,0,0,0
SvWVo6YmCuY,6 YEAR OLD BESTIES BABYSIT 6 TWIN MINI PUPPIES OMG!!!,everleighrose,838123,0,0,0,0,0,0
h6lnfmG1ZpA,Everleigh and Ava  GIVE VALENTINE BAGS TO THE HOMELESS!! (PART 1) FOREVERANDFORAVA,everleighrose,910529,0,0,0,0,0,0
GDt2tKrudvE,MERMAID TAIL TRANSFORMATION! Everleigh and Ava become real mermaids with the Golfieri TWINS!,everleighrose,23496154,1,0,0,0,0,0
0KV6-bryV-Q,Everleigh and Ava have to split up...,everleighrose,1726652,0,1,1,0,0,0
k0y9e0_KgGg,Besties REACT to WHAT'S IN MY BACKPACK! **Gone Wrong**,everleighrose,440324,0,0,0,0,0,0
7yBrC_A6M7E,HILARIOUS EVERLEIGH AND AVA BLOOPERS!,everleighrose,777836,0,0,0,0,0,0
InLNEs_VBlY,JOJO SIWA AND BESTIES TODDLEROGRAPHY AND CUTE MOMENTS,everleighrose,542667,0,0,0,0,0,0
ro7ujvly1XE,"WE LET REBECCA ZAMOLO, GAVIN MAGNUS, MONTANA TUCKER AND MORE TAKE OVER OUR CHANNEL!",everleighrose,998360,0,0,0,0,0,0
QjdIphboqrs,"HILARIOUS Dance Battle Against Everleigh, Her First Dance Partner, and Ava!",everleighrose,2130513,1,0,0,0,0,0
jbKIAO2tlfA,"ANYTHING KINDI KIDS CAN CARRY, WE'LL PAY FOR CHALLENGE!",everleighrose,283824,1,0,0,1,0,0
ps1Bbis_9us,WE CAN'T BELIEVE WE CAUGHT EVERLEIGH'S CRUSH DOING THIS...,everleighrose,829715,0,1,1,0,0,0
LtGK5igva5M,BESTIES TURN INTO MERMAIDS!!! (REAL MERMAIDS!),everleighrose,11607993,1,0,0,0,0,0
vLdDynkyUtU,Everleigh and Ava discuss life (4 year olds),everleighrose,2000739,0,0,0,0,0,0
BjSY0YqaGDQ,"REACTING TO LOL SURPRISE DOLLS, FIZZIES & MORE! (AVA IS AN EXPERT!)",everleighrose,559149,0,0,0,0,1,0
BAPDDZh1bjI,EVERLEIGH AND AVA CLONE THEMSELVES AND THEIR LOTTA LOOKS DOLL!!!,everleighrose,541635,0,0,0,0,0,0
EhtkGtBBFCU,"CRAZY TURNS, TRICKS AND FLEXIBILITY FOR 6 YEAR OLD DANCER WITH AUTUMN MILLER!",everleighrose,3554305,1,0,0,0,0,0
dpD5u9BoYO0,EXTREME CANDY CHALLENGE * SWEET & SOUR,everleighrose,414181,1,0,0,1,0,0
3GSn2zoIHrc,TWIN TELEPATHY CLAIRE'S CHALLENGE!,everleighrose,1200398,1,0,0,1,0,0
7E24i8Gr95w,Ava & Everleigh Sleepover Party I PartyWithThePonies,everleighrose,399449,0,0,0,0,0,0
LllZitK8nns,EVERLEIGH AND AVA STYLE EACH OTHER FOR TIK TOK VIDEOS!!,everleighrose,1928187,1,0,0,0,0,0
nfNpDV7sBBo,Enchantimals Dolls meet BESTIES Everleigh and Ava in an enchanting forest with real magical animals!,everleighrose,989450,0,0,0,0,0,0
jKJ3HRZucsA,BESTIES FIND REAL LIVE UNICORN & other MAGICAL ANIMALS!!,everleighrose,799620,0,0,0,0,0,0
