video_id,title,channel,youtube_url,view_count,model_exploitation_score,model_performative,model_emotional_bait,model_narrative_conflict,model_challenge_format,model_commercial_content,model_privacy_violation,annotator_performative_labor,annotator_emotional_bait,annotator_narrative_conflict,annotator_challenge_format,annotator_commercial_content,annotator_privacy_violation,annotator_overall_exploitative,annotator_notes
M7zV5QJ7cek,Back to school THRIFT STORE OUTFIT challenge | Family Fizz,familyfizz,https://www.youtube.com/watch?v=M7zV5QJ7cek,828156,1.0,1,0,0,1,0,0,,,,,,,,
8Djcqmc23UA,New Life Surprises & Adventures in Hawaii!,funsquadfamily,https://www.youtube.com/watch?v=8Djcqmc23UA,752221,0.352,0,0,0,0,0,0,,,,,,,,
2TMy0n5ATJM,Losing Your TASTE and SMELL for 24 Hours!!,ehbee,https://www.youtube.com/watch?v=2TMy0n5ATJM,316175,1.0,0,0,0,1,0,0,,,,,,,,
dPmIVnn5BFs,Vet FiXinG My Baby Pet Boo Boo!,tannerites,https://www.youtube.com/watch?v=dPmIVnn5BFs,1511977,0.352,0,0,0,0,0,0,,,,,,,,
xuSblU3On8o,Creative Craft Challenge,sawyersharbino,https://www.youtube.com/watch?v=xuSblU3On8o,7974,1.0,1,0,0,1,0,0,,,,,,,,
Utpi2NxnfT4,Boston First Walks,bonniehoellein,https://www.youtube.com/watch?v=Utpi2NxnfT4,657823,0.352,0,0,0,0,0,0,,,,,,,,
UaMKkA-nWZI,Her Reaction was PRICELESS!!! - @itsJudysLife,itsjudyslife,https://www.youtube.com/watch?v=UaMKkA-nWZI,65966,0.281,0,1,0,0,0,0,,,,,,,,
g3Qrk6oGEpo,I Got A TATTOO Of My EX-GIRLFRIEND...,gavinmagnus,https://www.youtube.com/watch?v=g3Qrk6oGEpo,1929643,0.325,0,0,0,0,0,0,,,,,,,,
7n8t1EAZmX4,HAPPY EASTER🎉,jhousevlogs,https://www.youtube.com/watch?v=7n8t1EAZmX4,556208,0.325,0,0,0,0,0,0,,,,,,,,
KUpQ7PW0QC4,100 MCDONALD'S CUPS EXPERIMENT!! *MONOPOLY JACKPOT CHALLENGE*,itsyeboi,https://www.youtube.com/watch?v=KUpQ7PW0QC4,1776111,1.0,1,0,0,1,0,0,,,,,,,,
WwM5vbqYkPk,We Are Remodeling Our House!,theadventurers,https://www.youtube.com/watch?v=WwM5vbqYkPk,192054,0.352,0,0,0,0,0,0,,,,,,,,
UQM1k57rO3M,Jumping Into IMPOSSIBLE Shapes Challenge With Punishments!,ohanaboys,https://www.youtube.com/watch?v=UQM1k57rO3M,57020,1.0,1,0,0,1,0,0,,,,,,,,
wgjKRuOVGJM,🐊 Can Blippi Trick or Treat with an ALLIGATOR? 🎃 Silly Halloween Adventure!,blippi,https://www.youtube.com/watch?v=wgjKRuOVGJM,857638,0.995,0,0,0,0,0,0,,,,,,,,
qS0QTTUCGJg,Preston Starts a Fire and Gets Arrested!!!,trinityandbeyond,https://www.youtube.com/watch?v=qS0QTTUCGJg,2308209,0.386,0,1,1,0,0,0,,,,,,,,
Q5hYHtGUQo0,"5am morning routine, house declutter, errands + boat day! day in the life🤍",kkandbabyj,https://www.youtube.com/watch?v=Q5hYHtGUQo0,77404,0.352,0,0,0,0,0,0,,,,,,,,
oywOQM0BWzU,Diana and Roma Explore an Amazing Giant House of PROFESSIONS!,kidsdianashow,https://www.youtube.com/watch?v=oywOQM0BWzU,47282790,0.352,0,0,0,0,0,0,,,,,,,,
iBorntf5MY4,SAYING GOODBYE TO OUR HOME FOREVER **EMOTIONAL REACTION** 💔| Piper Rockelle,piperrockellesquad,https://www.youtube.com/watch?v=iBorntf5MY4,2507545,0.218,0,1,0,0,0,0,,,,,,,,
sCw_SsNeqrc,First Day of School | SENIOR YEAR,brockandboston,https://www.youtube.com/watch?v=sCw_SsNeqrc,47273,0.219,0,0,0,0,0,0,,,,,,,,
MtaDUsveacY,This Isn't Looking Good...  (WK 398.5) | Bratayley,bratayley,https://www.youtube.com/watch?v=MtaDUsveacY,500858,0.352,0,0,0,0,0,0,,,,,,,,
ejZkdWx92BI,who knows me better? my brother vs my boyfriend,karinakurzawa,https://www.youtube.com/watch?v=ejZkdWx92BI,357937,1.0,0,0,0,0,0,0,,,,,,,,
edYZ2UGTcdo,EXTREME ONE COLOR HIDE AND SEEK,jordanmatter,https://www.youtube.com/watch?v=edYZ2UGTcdo,69550101,1.0,1,0,0,1,0,0,,,,,,,,
OqUply4mzEo,Restaurant Tycoon 2 🥣 🍲 | Roblox,ethangamer,https://www.youtube.com/watch?v=OqUply4mzEo,430691,0.522,0,0,0,0,0,0,,,,,,,,
fKXWejHnDrI,DON'T GET MARRIED...,ehbee,https://www.youtube.com/watch?v=fKXWejHnDrI,182390,0.325,0,0,0,0,0,0,,,,,,,,
eNp5LX_jTkQ,These KIDS Got MARRIED!!,yawivlogs,https://www.youtube.com/watch?v=eNp5LX_jTkQ,20193,0.352,0,0,0,0,0,0,,,,,,,,
ZFMty87JNKA,Disney Character Dance Party,familyfunpack,https://www.youtube.com/watch?v=ZFMty87JNKA,19933268,1.0,1,0,0,0,0,0,,,,,,,,
_MLDDX_kfwk,3 Easy DIY Halloween Party Games for Kids (#3–5)  | Family Fun Every Day,familyfuneveryday,https://www.youtube.com/watch?v=_MLDDX_kfwk,3824,0.352,0,0,0,0,0,0,,,,,,,,
8pXsP93gg7E,WHAT'S IN THERE!?,dailybumps,https://www.youtube.com/watch?v=8pXsP93gg7E,168965,0.325,0,0,0,0,0,0,,,,,,,,
RLIlD3-f8EU,Little Panda's Four Seasons - What Activities In Winter And Spring? - Babybus Game Video,babybus,https://www.youtube.com/watch?v=RLIlD3-f8EU,33800,0.352,0,0,0,0,0,0,,,,,,,,
t-Qw9Ps5gxo,Room Tour!!!,karinakurzawa,https://www.youtube.com/watch?v=t-Qw9Ps5gxo,2275654,0.241,0,0,0,0,0,1,,,,,,,,
UojC0JCXWLE,HER TURN TO GET BRACES | THE LEROYS,theleray,https://www.youtube.com/watch?v=UojC0JCXWLE,314153,0.325,0,0,0,0,0,0,,,,,,,,
TdBXl1mJNSs,SURVIVING OVERNIGHT In Our BACKYARD Challenge! 😱 | The Royalty Family,royaltyfamily,https://www.youtube.com/watch?v=TdBXl1mJNSs,17413558,1.0,1,0,0,1,0,0,,,,,,,,
Ar4gmOGp6qA,Nastya arranged a test of patience for the kids,likenastya,https://www.youtube.com/watch?v=Ar4gmOGp6qA,8922884,1.0,1,0,0,1,0,0,,,,,,,,
saOSsjyfgt4,I Stopped Washing My Hair,thedashleys,https://www.youtube.com/watch?v=saOSsjyfgt4,42838,0.352,0,0,0,0,0,0,,,,,,,,
EhosW9B6b-U,Telling my little sister about new boyfriend…,familyfizz,https://www.youtube.com/watch?v=EhosW9B6b-U,331866,0.58,0,0,1,0,0,0,,,,,,,,
9kDeX-Weu6w,Trinity's 7th Birthday! Huge Halloween Party & Haunted House!!!,trinityandbeyond,https://www.youtube.com/watch?v=9kDeX-Weu6w,4811633,0.258,0,0,0,0,0,0,,,,,,,,
5aElcBR19a8,Nastya and Daddy - copy me challenge,likenastya,https://www.youtube.com/watch?v=5aElcBR19a8,68491273,1.0,1,0,0,1,0,0,,,,,,,,
_CREg4cJ2A4,Diana and Roma Funny Tricks and Balloon Experiments,kidsdianashow,https://www.youtube.com/watch?v=_CREg4cJ2A4,58248423,1.0,1,0,0,0,0,0,,,,,,,,
X_usM1YrF-Q,My Girlfriend Is Way Better Than Me..,kkandbabyj,https://www.youtube.com/watch?v=X_usM1YrF-Q,229490,0.352,0,0,0,0,0,0,,,,,,,,
znX2qx1cj74,Betting On Mystery Food Boxes! Food Challenge!,theadventurers,https://www.youtube.com/watch?v=znX2qx1cj74,230888,1.0,1,0,0,1,0,0,,,,,,,,
N22gmDhQ7LE,Nastya and Rich vs Poor Hospital,likenastya,https://www.youtube.com/watch?v=N22gmDhQ7LE,14873833,1.0,0,0,1,0,0,0,,,,,,,,
PAjfRxcahUk,WE FOUND SOME OLD VIDEOS!,ehbee,https://www.youtube.com/watch?v=PAjfRxcahUk,11484536,0.325,0,0,0,0,0,0,,,,,,,,
kmEeOFg0fng,Grimace Shake Recipe! 💀 (McDonalds Happy Birthday Grimace Games x5),fgteev,https://www.youtube.com/watch?v=kmEeOFg0fng,2907717,0.18,0,0,0,0,1,0,,,,,,,,
CGOk_bI78iE,OBSESSED With KPop Demon Hunters!,yawivlogs,https://www.youtube.com/watch?v=CGOk_bI78iE,20843,0.352,0,0,0,0,0,0,,,,,,,,
-uTPGWzO5dk,"✨Kid's Choice Awards 2024✨ Makeovers, Celebs, & Exclusive Parties",ballingerfamily,https://www.youtube.com/watch?v=-uTPGWzO5dk,131858,0.582,0,0,0,0,0,0,,,,,,,,
orbr_JZhhpI,Everleigh and Ava go to JoJo's (Dance Moms) epic 15th birthday party!,everleighrose,https://www.youtube.com/watch?v=orbr_JZhhpI,353740,0.261,0,0,0,0,0,0,,,,,,,,
UnAkGDb7Gmo,Pneumonia in the hospital,meetthemillers,https://www.youtube.com/watch?v=UnAkGDb7Gmo,76013,0.255,0,0,0,0,0,0,,,,,,,,
G0vCWsw8Bk4,Pizza Tower 2D vs 3D vs Roblox! (FGTeeV Peppino's Mach 3 Speed),fgteev,https://www.youtube.com/watch?v=G0vCWsw8Bk4,952552,1.0,0,0,0,0,0,0,,,,,,,,
B24c44HISCk,Surviving A Pitch Black Cave!,funsquadfamily,https://www.youtube.com/watch?v=B24c44HISCk,324467,1.0,1,0,0,1,0,0,,,,,,,,
3YauSZS5FIE,The Boo Boo Story with Oliver and Mom,kidsdianashow,https://www.youtube.com/watch?v=3YauSZS5FIE,20650937,0.239,0,1,0,0,0,0,,,,,,,,
gHrLKlu2UZA,Escape the Airplane! (Roblox Weird Strict Dad Chapter 3 & 4),fgteev,https://www.youtube.com/watch?v=gHrLKlu2UZA,1401147,0.352,0,0,0,0,0,0,,,,,,,,
TEgeZAgpP-o,iPhone case and popsocket collection HAUL!,annierose,https://www.youtube.com/watch?v=TEgeZAgpP-o,101827,0.298,0,0,0,0,1,0,,,,,,,,
UXqM1EYiSE4,Valentine's Day Shopping,lifewithbrothers,https://www.youtube.com/watch?v=UXqM1EYiSE4,15425,0.352,0,0,0,0,0,0,,,,,,,,
K7WJwPZWqFA,Last Day Of HomeSchool! Surprise trip announcement!,ohanaadventure,https://www.youtube.com/watch?v=K7WJwPZWqFA,151746,0.352,0,0,0,0,0,0,,,,,,,,
Qbkrya3LVJE,"EAT PIZZA! ""Wierd Ali"" Ruckavich",itsrucka,https://www.youtube.com/watch?v=Qbkrya3LVJE,41942,0.352,0,0,0,0,0,0,,,,,,,,
EPPb4ApMvkI,Christmas Stories with Diana and Roma | 1 Hour Video,kidsdianashow,https://www.youtube.com/watch?v=EPPb4ApMvkI,50285902,0.352,0,0,0,0,0,0,,,,,,,,
ZoG7ZqFXwm0,MINECRAFT | Addicted to Gaming,crazygorilla,https://www.youtube.com/watch?v=ZoG7ZqFXwm0,1654257,0.352,0,0,0,0,0,0,,,,,,,,
A2GpxacIM4g,Roblox a Dusty Trip - Kid Neighbor Ruins Impossible Longest Road Trip EVER!,fgteev,https://www.youtube.com/watch?v=A2GpxacIM4g,906758,0.417,0,0,1,0,0,0,,,,,,,,
__sExA8hDys,WRAPPING CHRISTMAS PRESENTS!! MORE LAB TEST RESULTS 🙁,ourfamilynest,https://www.youtube.com/watch?v=__sExA8hDys,11820,0.325,0,0,0,0,0,0,,,,,,,,
XoX3zCpCKpM,ESCAPE THE ROBLOX MALL OBBY,ethangamer,https://www.youtube.com/watch?v=XoX3zCpCKpM,836335,1.0,1,0,0,1,0,0,,,,,,,,
QXKzkxXN4mc,FLYING TO ✈️ & SHOPPING IN 🛍LA FOR MY TEEN CHOICE AWARDS OUTFIT!,annierose,https://www.youtube.com/watch?v=QXKzkxXN4mc,316147,0.273,0,0,0,0,1,0,,,,,,,,
BIbL-y48VLU,MY DOGS PICK MY SLYME INGREDIENTS | We Are The Davises,wearethedavises,https://www.youtube.com/watch?v=BIbL-y48VLU,1756628,0.352,0,0,0,0,0,0,,,,,,,,
2Q_x6eY8dog,Her First Time Climbing Stairs!!,yawivlogs,https://www.youtube.com/watch?v=2Q_x6eY8dog,16882,0.352,0,0,0,0,0,0,,,,,,,,
VURXGtdXiZo,INSTAGRAM Followers Control My DATE Challenge 💋| cute reaction  emotional reaction kristin farina,sawyersharbino,https://www.youtube.com/watch?v=VURXGtdXiZo,379910,1.0,1,1,0,1,0,0,,,,,,,,
IdKZEmGKYDw,We Met KARATE KID and The TICK! (WonderCon Vlog) - Onyx Family,onyxfamily,https://www.youtube.com/watch?v=IdKZEmGKYDw,180735,0.352,0,0,0,0,0,0,,,,,,,,
Y7-l0x-YI_M,NAZ LOST HER GUINEA PIG,norrisnuts,https://www.youtube.com/watch?v=Y7-l0x-YI_M,6833374,0.218,0,1,0,0,0,0,,,,,,,,
th9id2-TOrg,WonderWorks Florida with Family Fun Pack,familyfunpack,https://www.youtube.com/watch?v=th9id2-TOrg,11176914,0.352,0,0,0,0,0,0,,,,,,,,
