id,title,channel_short_name,viewCount,performative,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation
p8yONeryMe4,"aesthetic room & desk makeover 🎀 cozy & pinterest inspired, ikea + amazon haul",familyfudge,55269.0,1,0,0,0,1,0
wthRRvLvDn8,*FOUR* DUMP AND GO CROCKPOT RECIPES | MINIMAL INGREDIENTS & BUDGET FRIENDLY,familyfudge,113867.0,0,0,0,0,0,0
PwvW9Uycagc,KIDS TAKE-OVER and Make Their OWN Lunch! 🤯 Buying Lunch From Your AGE AISLE,familyfudge,1079470.0,1,1,0,0,0,0
GBkQqU65bj8,End Of Summer *MYSTERY* LUNCH TAKEOVER & NO BUDGET CHALLENGE!,familyfudge,2287868.0,1,1,0,1,0,0
X80BLC8iKH4,Eating SHOPKINS in REAL LIFE?! | MYSTERY *KIDS CHOICE* BUNCHES OF LUNCHES,familyfudge,98292.0,1,1,0,0,0,0
vqXJvC3hnOI,24 HOURS in a LUXURY PLAYHOUSE + Ultimate Party FOOD | *NEVER BEFORE SEEN ROOMS!*,familyfudge,65056.0,1,1,0,1,0,0
VABiNxHFgH4,Eating Only ONE Color of Food for 24 Hours!!!  MOM CHEATED,familyfudge,6564011.0,1,1,0,1,0,0
h62lH58n780,RAINBOW Lunch Ideas & NO-BAKE Treats! 🌈 Bunches of Lunches,familyfudge,61272.0,0,0,0,0,0,0
eIe4hD4zMjA,Lunch Room Tour | A CRAZY Amount Of Food Picks. Good2Grow Toppers. Napkins.   (Pt. 2),familyfudge,262021.0,1,0,0,0,1,0
FXpVaVlfd3M,Our WORST ROAD TRIP EVER! We were NOT Prepared for THIS...,familyfudge,398133.0,1,1,1,0,0,0
aUNme2Fygpc,"Minecraft Movie Lunches IRL 🔥🎮 Steve’s Lava Chicken, Creeper Cookies & More!",familyfudge,49201.0,1,0,0,0,0,0
2oK_EXQZd4k,*NEW* Fun Summer Lunches + We Rode DISNEY World’s NEWEST RIDE! (Tiana’s Bayou Adventure),familyfudge,287983.0,1,0,0,0,0,0
UtU5SeGYA_8,Super Mario *GALAXY* Movie Lunch Ideas | Bunches of Lunches,familyfudge,78379.0,1,0,0,0,0,0
ZS8HqAzwXX8,"PACK WITH ME for CHRISTMAS BREAK 🎄 Airplane Snacks, Activities & Prep",familyfudge,34909.0,0,0,0,0,0,0
L-pOCrSENUo,⏰ QUICK and CUTE School Lunch Ideas,familyfudge,158326.0,0,0,0,0,0,0
ueWFfdfj8dg,"Back to School 2025 🍎 New Desk Setups, Supplies & Fun Surprises",familyfudge,366440.0,0,0,0,0,0,0
gV5k5GA8QQ0,Chris & Michael - School Musical,familyfunpack,188660.0,1,0,0,0,0,0
r0XkU_8LEfQ,All of this for $0?!?,familyfunpack,688808.0,0,0,0,0,0,0
tkc7ZvlgMlo,10 years on YouTube #shorts,familyfunpack,200904.0,0,0,0,0,0,0
CuGrVpdgx9E,Cap'n Crunch Cereal Challenge,familyfunpack,662964.0,1,0,0,1,1,0
Iy1t0b2uegM,Twins Put Themselves to Bed Hotel Style #shorts,familyfunpack,352995.0,0,0,0,0,0,0
yfVW-r5gYDk,Totally Pink Bedroom Makeover Prank,familyfunpack,1955445.0,1,1,0,0,0,0
5AzcVGjPTUI,Emergency DOCTOR Visit in France 🇫🇷 ,familyfunpack,79497.0,0,1,0,0,0,0
AWO60UHe86M,Meeting Our Soccer Idol!,familyfunpack,55636.0,0,0,0,0,0,0
FS1iKDX3waI,HUGE 300 Pound Box Came in the Mail!!!,familyfunpack,83713.0,1,1,0,0,0,0
x30xqTly4Lw,Chloe picks her favorite sibling and shocks us all! #shorts,familyfunpack,1193043.0,1,1,1,0,0,1
xtVKbflA-6A,Helium Wubble X Bubble Balls Invade the Playhouse,familyfunpack,4720727.0,1,0,0,0,1,0
0wIKqbvMMLA,24 Hours with 6 Kids on Easter 2020,familyfunpack,1255325.0,1,0,0,1,0,0
wozz1YaQX84,Little Tikes Ride-On Pirate Ship,familyfunpack,550130.0,1,0,0,0,1,0
eG7A3AgmjqY,Spooky Halloween at Knott's Berry Farm || Family Fun Pack,familyfunpack,1828162.0,0,0,0,0,0,0
1cW-XF3DMKo,Not a Fan of Santa - Family Fun Pack Winterfest OC,familyfunpack,702311.0,0,0,0,0,0,0
Y0uBoEeFBRs,Our Chinese Students Try American Things!,familyfunpack,116492.0,1,0,0,0,0,0
c-pIQij6t-M,MEGA POOL CHALLENGES!,familyfunpack,1425078.0,1,1,0,1,0,0
-xS9RbOyFHk,ER Emergency on our Cruise - Chris Got Injured,familyfunpack,2538573.0,0,1,0,0,0,0
pCVHT4pUhXQ,Little Tikes Pirate Ship Water Table Unboxing &  Review,familyfunpack,2288441.0,1,0,0,0,1,0
Ir4P_-0zZUw,Spooky Halloween at Great Wolf Lodge,familyfunpack,283191.0,0,0,0,0,0,0
doOaEYbUkZQ,Back on Quarantine... || Mommy Monday,familyfunpack,516083.0,0,0,0,0,0,0
do8y54Uo9xw,Show Me the Reason You Have No Money #shorts,familyfunpack,952124.0,-1,0,0,0,0,0
sJIXqhXMFvQ,"Girls Day, Sports, Park & Toys || Mommy Monday",familyfunpack,7805204.0,0,0,0,0,0,0
CeCLuWQdFZ4,Doin' Alright A Cappella #shorts,familyfunpack,114162.0,1,0,0,0,0,0
jchnXu_GjFU,Decorating for Christmas || Mommy Monday,familyfunpack,2468279.0,0,0,0,0,0,0
7MwWVk-6-R8,Barbara Ann LIVE performance at Teenstock,familyfunpack,51692.0,1,0,0,0,0,0
gVEN5uUAa2M,Homemade ROOT BEER - Family Fun Pack Cooking,familyfunpack,4573319.0,0,0,0,0,0,0
ZiChaWnH7zE,The Things They Do After Midnight.... #shorts,familyfunpack,113307.0,1,1,0,0,0,0
EmHyUTl4Fds,"April 3, 2024",familyfunpack,75236.0,0,0,0,0,0,0
X2Vjb_W9DfU,Packing for a Family of 9 for a 60 Day Road Trip,familyfunpack,447098.0,0,0,0,0,0,0
9QGNElKNf-g,Owen's Very Own Pirate Ship,familyfunpack,257357.0,0,0,0,0,0,0
QzVzYNrVkxw,Last to Escape the Security Guard Wins!,familyfunpack,268131.0,1,0,0,1,0,0
bItqSS8LYaE,WORLD'S LARGEST ICE CREAM SUNDAE - 5 MILLION Subscriber Celebration,familyfunpack,1808917.0,1,1,0,0,0,0
rwbozf1GJ-M,Family Fun Art Playtime - Step2 Jumbo Art Easel,familyfunpack,2764665.0,1,0,0,0,0,0
1ll3pMEHswU,He Broke My Haircut,familyfunpack,489119.0,1,1,1,0,0,0
unzAmyHdXJQ,Caught Michael Where?! - Family Fun Pack,familyfunpack,4606066.0,1,0,0,0,0,1
PJlAPx4Horw,Favorite Halloween Candy Haul,familyfunpack,178967.0,-1,0,0,0,0,0
JIf5FXfuGv4,Chloe's First Bath,familyfunpack,742107.0,0,0,0,0,0,1
shGkowjL0iI,"Family Fun Pack in Utah!  Huge Storm, Cousin Time & Waterfall Hike!",familyfunpack,1193255.0,0,0,0,0,0,0
B43WUkSYQew,Black Widow Infestation!!,familyfunpack,1432424.0,0,1,0,0,0,0
pGX5rWtr7nA,24 Hours with 7 Kids on Christmas 2022,familyfunpack,1266498.0,1,0,0,1,0,0
bzQTorsZlKE,Teenage Mutant Ninja Turtles Super Sewer Headquarters Playtime Review,familyfunpack,976433.0,1,0,0,0,0,0
EKW_unvOhn0,Chloe's New Hair + TEMU Haul!,familyfunpack,28691.0,1,0,0,0,1,1
a8uF_2RxihQ,FAN MAIL from Canada!!,familyfunpack,193355.0,1,0,0,0,0,0
pLjXwTz4yus,We're YouTubers....of course we.....,familyfunpack,709578.0,1,0,0,0,0,0
d7Bi22N1jvo,The Car Caught on Fire! 😮,familyfunpack,2591660.0,0,1,0,0,0,0
xPLqh_fFOKU,Huge Rare White Tiger,familyfunpack,275167.0,0,0,0,0,0,0
HLPKKvlqqo4,Owen's First Dino Car & Water Games || Mommy Monday,familyfunpack,1592328.0,1,0,0,0,0,1
n1TGCocBLCk,COLORED HER HAIR WITHOUT PERMISSION!,familyfunpack,81818.0,1,1,1,0,0,1
WBsYThORtug,We let our kids get ANYTHING they wanted in Germany,familyfunpack,46215.0,0,0,0,0,0,0
xwM0c1rXCMY,SURPRISING My Kids with a NEW HOUSE!,funsquadfamily,3658372.0,0,0,0,0,0,0
aa_t1X1PrGI,My Daughter Survives the World’s Most Evil 10 Year Old!,funsquadfamily,200757.0,1,1,1,0,0,1
ZcS7eRwi3ik,Shaving Brandon Skye's Head for a Fun Squad Video! Behind The Scenes,funsquadfamily,407916.0,1,0,0,0,0,0
t1sZXPpWTTM,SURPRISING Kyler Skye with the BEST BIRTHDAY GIFT in Target!,funsquadfamily,220102.0,1,1,1,0,1,0
ZxTiBeJ85eo,Mom Hires BOYFRIEND for Daughter,funsquadfamily,193815.0,1,1,1,0,0,1
C6k6bhug5Rw,Surviving 24 Hours in the Desert! Extreme Overnight Challenge!,funsquadfamily,5097347.0,1,1,0,1,0,0
khkAWU1suDw,Dad’s MAD! We got 5 Puppies!,funsquadfamily,1722868.0,1,1,1,0,0,0
eF-oXLYAw0M,Race on Water Slides! The Ninja Fam vs Fun Squad Studios!,funsquadfamily,1482603.0,1,0,0,1,1,0
yT1v_c_Em88,We Built Secret Room Outside!,funsquadfamily,902178.0,1,0,0,0,0,0
k5BqwmNDAj4,We Got Trapped in a Haunted Abandoned Lighthouse!,funsquadfamily,413257.0,1,0,0,0,0,0
tEbIbj4hWCk,Sarah Skye Gets Braces!,funsquadfamily,252609.0,0,0,0,0,0,1
cDXBbfZwtzc,TWEEN TO TEEN! 13th Birthday Crush Challenge!,funsquadfamily,3732995.0,1,0,0,1,0,1
VUQO_8nO3Q4,I Hired a BOYFRIEND for My Daughter!,funsquadfamily,410298.0,1,0,0,0,0,1
UenSVPkM0NE,I Found A Money Egg and Gave It Away!,funsquadfamily,314805.0,0,0,0,0,0,0
NHk7O3dSDNI,Santa and The Grinch Swap Morning Routines!,funsquadfamily,818280.0,1,0,0,0,0,0
ao7T_NzGXJs,Our Dog Gets MARRIED! Disaster,funsquadfamily,1417058.0,1,1,1,0,0,0
xQtsx8TlvE8,Confronting 8 EXES in 24 Hours 💔,funsquadfamily,487826.0,1,1,1,1,0,0
hn14vcLQOEM,Fun Squad Studios Concert Trip! The Beach Boys!,funsquadfamily,71731.0,0,0,0,0,0,0
dnhmJbMyB6U,SURVIVING the World’s BIGGEST BUNgEE!! 😱,funsquadfamily,496818.0,1,1,0,0,0,0
ZYz8CLZi6MM,OVERNIGHT in a HAUNTED HOUSE!,funsquadfamily,351790.0,1,0,0,0,0,0
_wgx0DxU2ao,Fun in the Sun Pool Games with Fun Squad Studios!,funsquadfamily,551236.0,1,0,0,0,0,0
kCZzodbUw8E,SHAZZY The Movie! SURVIVING Every HOLIDAY!,funsquadfamily,1083486.0,1,1,0,0,0,0
IHUfZW5PtiE,TWIN VS TWIN SUMMER JOB challenge!!,funsquadfamily,757834.0,1,1,0,1,0,0
13pVAGGfYdE,Fun Squad Studios Vacation To Universal Studios Florida!,funsquadfamily,476300.0,0,0,0,0,1,0
qOSuz3YYL4A,She built a SECRET ROOM to Hide from Him! Girls vs Boys!,funsquadfamily,128748.0,1,1,1,0,0,0
S-hX-l_bkBY,Did Our Beach House Get Washed Away? Hawaii Vacation,funsquadfamily,548129.0,0,0,0,0,0,0
Axo7nU30U7Y,Convincing Jazzy Skye I'm a Vampire for 24 Hours! (Bad Idea),funsquadfamily,22229515.0,1,0,0,1,0,1
mKUzE-GOdJs,Jazzy Plays a Joke While Jack Get's Braces,funsquadfamily,438433.0,1,0,0,0,0,0
0sdt7hNzPjg,Convincing my Daughter I'm a Zombie !,funsquadfamily,1245709.0,1,0,0,0,0,0
cugQAp5KC2s,GOLDEN! Sister Takedown! Music Vid Competition,funsquadfamily,3229314.0,1,0,1,1,0,0
c3hihUDgD6s,Hunted by Scream! Extreme Halloween Hide & Seek!,funsquadfamily,2107263.0,1,1,1,1,0,0
C3U42yVCTec,Fish ate me! It felt good?,funsquadfamily,272195.0,0,0,0,0,0,0
JMEee2UYQqE,World's Giant Catapult! Facing Our Fears!,funsquadfamily,3946771.0,1,0,0,0,0,0
dp5hKTTD8Pk,Exploring the Craziest Google Maps Locations!,funsquadfamily,179846.0,0,0,0,0,0,0
PpETtTVYsRQ,EXPOSING the Rock Squad's BIGGEST SECRETS!,funsquadfamily,1564390.0,1,1,1,0,0,0
4h6tmuEsG3Y,Surviving the World’s Strictest Jokes,funsquadfamily,428745.0,1,0,0,0,0,0
LWR_EGrxtng,EMOTIONAL GOODBYE! Jazzy Skye Says Goodbye to her CRUSH!,funsquadfamily,4821689.0,1,1,0,0,0,0
gZhcZL_-rB4,We Got Build A Bear Toys For Our Christmas Presents! Fun Squad Studios,funsquadfamily,262150.0,1,0,0,0,1,0
L2-9X0Rd7kA,YES DAY in ONE COLOR! Grinch Christmas Edition!,funsquadfamily,3256767.0,0,0,0,0,0,0
XAw2ByLKOFA,Don’t Trust Fall in the MYSTERY POOLS!,funsquadfamily,777333.0,1,1,1,0,0,0
dCB4_Pv54aI,Mermaids vs Vampires! Buying EVERYTHING in One Color!,funsquadfamily,318110.0,1,0,1,0,0,0
hko_aD_eSeo,YES DAY! @Not Enough Nelsons CAN’T say NO!,funsquadfamily,659850.0,1,0,0,0,0,0
9iKgt2vJNaI,My Daughter Goes MISSING!,funsquadfamily,975066.0,1,1,1,0,0,1
OjWuJDVZGiQ,BUILDING a SECRET ROOM in a SCHOOL BUS,funsquadfamily,2634726.0,1,0,0,0,0,0
QWR235VMO0w,Lost on a Haunted Horseback Ride!,funsquadfamily,620342.0,0,1,1,0,0,0
YOw-rtKgvq0,"We ADOPTED the GRINCH, but Fun Squad Studios get JEALOUS!",funsquadfamily,4747862.0,1,1,1,0,0,0
eCtUOyZ7TwY,I Swapped Lives with my TWIN for 24 Hours…,funsquadfamily,567276.0,1,0,0,1,0,0
hR2S9vGksM0,"LOVE Is The Answer! Emotional Story and Music Video, by Sarah Skye",funsquadfamily,4857630.0,1,0,0,0,0,0
ZKbtVc6bz8Q,Jokes with the Ninja Fam! CanCun Travel Adventure!,funsquadfamily,318056.0,0,0,0,0,0,0
T0Qb0iTyZW0,"Go Karts, Bumper Boats, and Mini Golf! Fun Squad Summer Fun!",funsquadfamily,153518.0,0,0,0,0,0,0
EcjnVEPraPA,She Said YES! **SURPRISE VALENTINE PROPOSAL**💕🌹| Gavin Magnus ft. Ben Azelart,gavinmagnus,6125054.0,1,1,0,0,0,0
IZa7Unmzk1c,LAST TO GET GROUNDED CHALLENGE! | ft. Piper Rockelle,gavinmagnus,682252.0,1,1,0,1,0,1
FSuh0_Y0Yz8,Justin Bieber - Mistletoe (Gavin Magnus Cover ft. Coco Quinn),gavinmagnus,7374497.0,1,0,0,0,0,0
p2YcDtSP1Bs,"Gavin Magnus - ""Movie"" (Official Music Video Teaser)",gavinmagnus,296641.0,1,0,0,0,0,0
DnITi9PGnv4,I JOINED THE SQUAD | ft. Piper Rockelle,gavinmagnus,427569.0,1,0,0,0,0,0
KW9z1fdxr-k,Prank Calling Fans And Opening Fan Mail **TRUTH REVEALED** 📱💌 | Gavin Magnus,gavinmagnus,210187.0,1,1,0,0,0,0
ouW5-BOwXt4,I AM MOVING LONG  DISTANCE **EMOTIONAL **💔✈️  | Gavin Magnus,gavinmagnus,1989268.0,1,1,0,0,0,0
1a-M2sDTgdU,Reacting To My Ex-Girlfriend's New Song **TEA PARTY**🍵 | ft. Piper Rockelle,gavinmagnus,490702.0,1,1,0,0,0,0
ftyeY_XTSqM,WE WENT TO PROM FOR THE FIRST TIME! ❤️,gavinmagnus,187623.0,0,0,0,0,0,0
FoVAdyi23fw,IGNORING MY GIRLFRIEND FOR 24 HOURS **PRANK** Ft. Piper Rockelle,gavinmagnus,4024652.0,1,1,1,1,0,0
hrgKYLnlg4Y,Gavin Magnus - Take Me Higher (Official Video),gavinmagnus,22767.0,1,0,0,0,0,0
QWa7oXBlRDg,Gavin Magnus - Crushin' Remix (Official Music Video),gavinmagnus,12657076.0,1,0,0,0,0,0
sUbaFa2cowQ,"LAST TO LEAVE THE BACKYARD  WITH MY CRUSH WINS $10,000 CHALLENGE! **GONE WRONG**💰😱 | Gavin Magnus",gavinmagnus,696740.0,1,1,1,1,0,0
kpox7zp5ndE,Trapped in a Box for 12 Hours ......I DARED HER TO KISS ME!,gavinmagnus,331747.0,1,0,1,0,0,0
8HRhUHN51gg,Googling My Crush **REVEALED HER SECRET**  | Gavin Magnus ft. Coco Quinn,gavinmagnus,4281800.0,1,1,1,0,0,0
pgi4rHlMZwg,"Ed Sheeran, Khalid - Beautiful People (Gavin Magnus Cover ft. Coco Quinn)",gavinmagnus,13221490.0,1,0,0,0,0,0
LiH3cuXdpjo,Making Random Strangers  at target dance with me.,gavinmagnus,30227.0,1,0,0,0,1,0
vI1dPUBiNY8,Harper CALLS OUT Piper Rockelle To FIGHT!,gavinmagnus,277787.0,1,1,1,0,0,0
mmpoR77_XxM,I Confessed My Feelings to Her...❤️ | Gavin Magnus ft. Ben Azelart,gavinmagnus,1926849.0,1,0,0,0,0,0
vAu0wKEtxLM,My CRUSH REACTS to my IPHONE Challenge **CAMERA ROLL EXPOSED**📲 | Gavin Magnus ft. Coco Quinn,gavinmagnus,883870.0,1,1,0,1,0,0
v0mJaV0QjXU,WATCH ME BACKFLIP INTO SCHOOL WITH FAMOUS FOOTWEAR!,gavinmagnus,28977.0,1,0,0,0,1,0
gDbvHZdXQuU,SML Parodys  Jeffy? Can  a puppet hold there breath the longer than a human??,gavinmagnus,26628.0,1,0,0,0,0,0
RI4uiG-xnUA,Spying On My BEST FRIENDS **CAUGHT THEM KISSING**💋😱| Gavin Magnus ft. Sophie Fergi & Walker Bryant,gavinmagnus,1829415.0,1,1,1,0,0,0
y6oaPRrzFEE,Spin The MYSTERY DARE Wheel **COUPLES CHALLENGE**💋❤️| Gavin Magnus,gavinmagnus,2758297.0,1,1,0,1,0,0
WOOD39QweV4,I WAS KIDNAPPED! (ACTUAL FOOTAGE),gavinmagnus,313599.0,1,1,1,0,0,0
X8BFaH65svU,NEVER HAVE I EVER CHALLENGE w/ Piper Rockelle **FIRST KISS?** | Gavin Magnus,gavinmagnus,1189870.0,1,0,0,1,0,0
QnQLXH08x_U,Alex & Sierra Little Do You Know  Cover (Full video),gavinmagnus,161768.0,0,0,0,0,0,0
X3W4le45_Tc,Piper Rockelle Reacted To My “Tuesday” MUSIC VIDEO! **SHE CAUGHT ME KISSING**😳| Gavin Magnus,gavinmagnus,1187215.0,1,1,1,0,0,0
N3h0IlfwYBU,I GOT A PUPPY! *emotional*,gavinmagnus,184488.0,1,0,0,0,0,0
cNHryG0VYYQ,He broke into my house...**LIVE FOOTAGE** | Gavin Magnus,gavinmagnus,10339555.0,1,1,1,0,0,0
X_3HdKEqCiQ,Reading Assumptions about us! Ft. Piper Rockelle | Gavin Magnus Our first kiss?,gavinmagnus,1307820.0,1,0,0,0,0,0
Yro5nyqIcZ0,Revealing My DEEPEST SECRETS ABOUT MY GIRLFRIEND... | Gavin Magnus,gavinmagnus,1003810.0,1,1,0,0,0,0
CHwErh9FBFE,Break Up Prank On Girlfriend **She Cried** 😢💔 | Gavin Magnus ft. Piper Rockelle,gavinmagnus,3066592.0,1,1,1,0,0,0
m0jA77o_YAk,Chapstick Challenge w/ My EX-GIRLFRIEND! |  ft. Piper Rockelle,gavinmagnus,1189194.0,1,0,0,1,0,0
uv9ApWN39f4,Gavin Magnus - Love Song (Official Audio),gavinmagnus,6016.0,0,0,0,0,0,0
f4tYElI1yoI,I Kissed My BEST FRIEND... | Gavin Magnus,gavinmagnus,5657090.0,1,0,0,0,0,0
sRSRikafAkA,Ali Gatie - It's You (Gavin Magnus Official Cover ft. Coco Quinn),gavinmagnus,11470075.0,0,0,0,0,0,0
1mDDq6aDEiU,I FINALLY MET MY EX'S BOYFRIEND! (SHOCKING REACTION),gavinmagnus,262325.0,1,1,1,0,0,0
76kwX4b_eQE,REUNITING WITH MY EX-GIRLFRIEND PIPER ROCKELLE! **EMOTIONAL**❤️| Gavin Magnus,gavinmagnus,2092769.0,1,0,0,0,0,0
uED3DBIzMTQ,"LIE DETECTOR TEST W/ MY EX GIRLFRIEND AND HER ""BOYFRIEND""",gavinmagnus,416293.0,1,0,1,0,0,0
8SDvU34P0bc,CRUSH REACTS to What's In My BACKPACK **SHE FOUND MY SECRET** | Gavin Magnus ft. Coco Quinn,gavinmagnus,4567217.0,1,1,1,0,0,0
J3E8wKEzXWA,Thieves Broke Into our Hawaii Hotel Room! **EMOTIONAL**,gavinmagnus,217311.0,0,1,0,0,0,0
VzG-MaifBhE,Trying Different ASMR sounds ft. Ashton Rowland | Gavin Magnus,gavinmagnus,36196.0,1,0,0,0,0,0
CUujCUQbwM0,We Broke Up....,gavinmagnus,424980.0,0,0,0,0,0,0
VVicS7Iqv9M,She's  Lying! She Wants To Get Back Together (lie Detector Test),gavinmagnus,200322.0,1,0,1,0,0,0
4_XGwcuO9NA,We Pretended We Went Missing PRANK On Our Parents!,gavinmagnus,137750.0,1,1,0,0,0,0
voL2b_ywx4M,Gavin Magnus - Broken (Official Audio),gavinmagnus,6747.0,0,0,0,0,0,0
F-r--lh1PU4,Gavin Magnus - Lifeline (Official Visualizer),gavinmagnus,27111.0,0,0,0,0,0,0
ED3xFj-jDI8,"Shawn Mendes, Camila Cabello - Señorita (Gavin Magnus Cover ft. Coco Quinn)",gavinmagnus,70856626.0,1,0,0,0,0,0
CH8R150spYE,HER FIRST TIME (ft. Jiji Wonder),gavinmagnus,566200.0,1,1,0,0,0,0
dXjVIEATKJI,They Ransacked The House..,inghamfamily,21569.0,1,1,1,0,0,0
83y6_Hmqw9Q,Reactions to Arriving Home after 8 Weeks on the Road..,inghamfamily,29061.0,0,0,0,0,0,0
eP1OgYumpIo,SURPRISE For Our Teen Girls!,inghamfamily,25161.0,0,0,0,0,0,0
5LLgaCEOjiY,SURPRISING THE GIRLS WITH A LAST MINUTE HOLIDAY AT THE AIRPORT!,inghamfamily,15931.0,0,0,0,0,0,0
kMxb-faiKQs,AURORA UPDATE & SHOWING YOU PART OF OUR VILLA WE NEVER GO TO..,inghamfamily,29864.0,0,0,0,0,0,0
Y3ouORa4B-4,TRAVELLING FIRST CLASS BACK HOME TO ENGLAND..,inghamfamily,26393.0,0,0,0,0,0,0
DClG55jWdK0,Sightseeing & SHOPPING Day in Tromsø! (Including the Arctic Home Bargains!),inghamfamily,19009.0,0,0,0,0,1,0
fLbeR45ZBSw,FLYING HOME TO THE UK..,inghamfamily,53673.0,0,0,0,0,0,0
IIfzNwLsb9Y,CAN'T BELIEVE A FAN DID THIS! MEET UP WITH FRIENDS & VEHICLE DRAMAS..,inghamfamily,31826.0,1,1,1,0,0,0
dIkTJngiDck,Getting RID Of Christmas Presents! (I Bought Way Too Much!),inghamfamily,29146.0,1,0,0,0,0,0
aTZLsVYYRSE,CRAZY SHOPPING DAY BACK IN THE UK WITH THE GIRLS & NANNA!,inghamfamily,51792.0,0,0,0,0,0,0
lb1PghkUoko,What Happened To Esmés HEAD!,inghamfamily,35643.0,0,1,0,0,0,1
C5g0RZNg54E,We Couldn’t Believe What We Found in the Forest! 24 Hours In Ålesund Norway. ,inghamfamily,23344.0,1,0,0,1,0,0
5WqtxV1svb4,The TRUTH About My Home Education..,inghamfamily,25773.0,0,0,0,0,0,0
6qyiRiAA6NY,ESMÉS 16TH BIRTHDAY MORNING! SURPRISE PRESENT GETS TEARS FROM EVERYONE!,inghamfamily,75423.0,0,1,0,0,0,0
uQux9d5Vnec,LAST MASSIVE SHOPPING DAY IN DUBAI MALL!,inghamfamily,59465.0,0,0,0,0,0,0
SFGPDX6naEg,Esmé Plays her Guitar & Sings to us for the FIRST TIME! & Updated Bedroom Tour!,inghamfamily,35697.0,1,0,0,0,0,0
liUHF6Xzlts,Summer Shopping with JUST my 20 Year Old!,inghamfamily,27773.0,0,0,0,0,0,0
DRuCwMHx4DU,Christmas Came Early In Our House OPENING SURPRISE PRESENTS! ,inghamfamily,35191.0,0,0,0,0,0,0
KoXwINpV7Eo,Esmé is Writing & Releasing Her Own Romantasy Book..,inghamfamily,26066.0,1,0,0,0,0,0
ey6L8Nzel1w,An Unexpected Turn to the Weekend & Surprise Visit from some Special Friends..,inghamfamily,14740.0,0,1,0,0,0,0
4TrTbsWtiyc,EMOTIONAL Reunited with our Dog Prinny after 2 months APART! (SO CUTE!),inghamfamily,33898.0,0,1,0,0,0,0
SS2EybFL97o,A VERY SPECIAL SURPRISE BIRTHDAY PARTY! (SHE HAD NO IDEA!!),inghamfamily,48490.0,0,1,0,0,0,0
WsMMu62OrGQ,16 Year Old Wakes Up to a SURPRISE! ,inghamfamily,28205.0,0,0,0,0,0,0
Nv6LBXVMqBI,Things Got DANGEROUS in Norway. Blizzard on a Steep Mountain Pass! ,inghamfamily,25940.0,0,1,0,0,0,0
-RWcNMO39qY,Leaving the Kids for a WILD Night Alone in London! ,inghamfamily,23864.0,1,0,0,0,0,0
ZEAPittUI0w,SURPRISING the Girls with a Special Christmas Adventure with Friends! Vlogmas Day 7.,inghamfamily,37194.0,0,0,0,0,0,0
bCSy2g2l7_Y,"SETTING OFF ON THE LONG JOURNEY HOME: CASTLES, WILD DOLPHINS & LOTS OF FUN ON THE WAY!",inghamfamily,21183.0,0,0,0,0,0,0
usO9JDw9UXA,"DROPPING ESMÉ OFF ON HER FIRST ""DATE""..",inghamfamily,40888.0,0,0,0,0,0,1
wVhQ1BWCpi4,WOKEN UP IN THE MIDDLE OF THE NIGHT TO AN EMERGENCY..,inghamfamily,24512.0,0,1,0,0,0,0
EMRm2tdMibg,MEETING UP WITH SOMEONE SPECIAL IN GERMANY! 👋🏻,inghamfamily,23837.0,0,0,0,0,0,0
yLc79OiiFBA,Mum Freaks Out after Driving Onto a Frozen OCEAN in the Van.. ,inghamfamily,19791.0,0,1,0,0,0,0
IeY1P2SIkEg,Motorway Emergency: Our Wheel EXPLODED at 50mph! ,inghamfamily,22750.0,0,1,0,0,0,0
NZydQwgtBCc,Stranded in the Arctic Update..,inghamfamily,18037.0,0,0,0,0,0,0
obxYYD96EUc,WE HAD A DISASTER!,inghamfamily,21077.0,0,1,0,0,0,0
JqD5bHYU44c,AVALANCHE Stops us on Mountain Road.. ,inghamfamily,25796.0,0,0,0,0,0,0
Ud9nfh2yz3A,DYEING ALL THE GIRLS HAIR! | MONDAY MEMORIES,inghamfamily,15954.0,1,0,0,0,0,0
V27h4Xlsx7k,"First Time Ever Exploring Wales! Camping, Outdoor Cooking and Fun with Friends!",inghamfamily,24603.0,0,0,0,0,0,0
mqCcoHjtP8c,Opening Secret Santa PRESENTS! Christmas Eve Special 2025!,inghamfamily,79660.0,1,0,0,0,0,0
dgJfL6A0_Gk,The First Christmas Stocking HAUL! 😱,inghamfamily,21748.0,1,1,0,0,0,0
js64Wn_iDXM,Meeting someone SPECIAL at Disneyland!,inghamfamily,27369.0,0,0,0,0,0,0
aOxm5edeSKE,TAKING MY TEENS TO DUBAI'S BEST B&M STYLE BARGAIN SHOPS!,inghamfamily,40441.0,1,0,0,0,1,0
QHbls4rtwzk,Potentially Making the BIGGEST Mistake of my Life..,inghamfamily,24773.0,0,1,0,0,0,0
jM1fAb93e8Y,"BOUJEE DINNER WITH FRIENDS, TRYING ALL VIRAL PISTACHIO DUBAI TREATS & SARAHS DESIGNER SHOPPING HAUL!",inghamfamily,30565.0,1,0,1,0,0,0
JEQX0lhS_1k,MY SISTER DID THIS TO ME..,inghamfamily,36438.0,1,0,0,0,1,0
s3-3mqD1rvc,"2 MONTHS Worth Of Amazon, Hollister etc Packages - Open With Me!",inghamfamily,23733.0,1,0,0,0,1,0
