title,viewCount,channel_short_name,cluster
Everleigh & Ava give VALENTINE BAGS TO HOMELESS part 2 - what happened???,436583.0,everleighrose,5
Everleigh and Ava  GIVE VALENTINE BAGS TO THE HOMELESS!! (PART 1) FOREVERANDFORAVA,910529.0,everleighrose,4
AVA sees how EVERLEIGH ROSE SOUTAS WINS FIRST PLACE AT DANCE COMPETITIONS!! Foreverandforava,621947.0,everleighrose,5
BESTIES FIND REAL LIVE UNICORN & other MAGICAL ANIMALS!!,799620.0,everleighrose,9
EVERLEIGH'S AND AVA'S SURPRISE 5TH BIRTHDAY BASH! (CRAZY),780549.0,everleighrose,5
Everleigh and Ava ADOPT NEW BEST FRIENDS -SHNOOKS at PARK Pretend City,361472.0,everleighrose,5
HOW EVERLEIGH SURPRISES AVA FOR HER BIRTHDAY... (BESTIE GOALS),8160626.0,everleighrose,5
BESTIE NAIL SALON DATE WITH OUR BABIES! (ADORABLE!),630304.0,everleighrose,4
"REACTING TO LOL SURPRISE DOLLS, FIZZIES & MORE! (AVA IS AN EXPERT!)",559149.0,everleighrose,5
BESTIES BABYSIT REAL LIFE TALKING BABY DOLLS!  *SO CUTE*,1230794.0,everleighrose,1
CHILD MODELS EVERLEIGH AND AVA AT PHOTO SHOOT IN CA!,132433.0,everleighrose,5
CRAZY YOGA CHALLENGE TAUGHT BY 4 YEAR OLD BESTIES! (HILARIOUS),1796866.0,everleighrose,9
Tiny white micro teacup pomeranian puppy CARL LABRANT babysat & trained by Ever and Ava 4 years old,7416447.0,everleighrose,11
Everleigh Soutas and Ava Foley babysit Taytum and Oakley AGAIN?! | ForeverandForava,4486607.0,everleighrose,5
BESTIES DO EACH OTHERS MAKEUP!! (Cutest tutorial ever!),946952.0,everleighrose,5
4 YEAR OLD MODELS AT PHOTOSHOOT (BESTIE GOALS) Everleigh and Ava!,112957.0,everleighrose,5
AMAZING FLUFFY SLIME FOR HALLOWEEN WITH REBECCA ZAMOLO & CHANTELLE PAIGE!! | ForEverAndForEva,1297705.0,everleighrose,3
BESTIES TURN INTO MERMAIDS!!! (REAL MERMAIDS!),11607993.0,everleighrose,5
BESTIE NAIL SALON DATE!! (SO CUTE!),35495698.0,everleighrose,4
Everleigh & Ava get new pets?? Surprise from Cole and Sav?? Hamsters in a house!,2938237.0,everleighrose,5
Top ForEverAndForAva Musical.ly Favorites I Foreverandforava,551044.0,everleighrose,5
Pancake Art Emoji Challenge I Foreverandforava,796857.0,everleighrose,9
Fingerlings Monkeys Surprise Toys for Kids playground park best christmas toy 2017,1122354.0,everleighrose,11
AMERICAN GIRL DOLL EXPERIENCE! Everleigh Soutas & Ava Foley  have Tea Time with Chantelle Paige,384556.0,everleighrose,5
Enchantimals Dolls meet BESTIES Everleigh and Ava in an enchanting forest with real magical animals!,989450.0,everleighrose,5
Everleigh Soutas and Ava Foley celebrate Jayden's Baby shower for Michelle Foley! I Foreverandforava,519883.0,everleighrose,5
MERMAID TAIL TRANSFORMATION! Everleigh and Ava become real mermaids with the Golfieri TWINS!,23496154.0,everleighrose,5
Dance Battle with the Besties Everleigh and Ava VS Taytum and Oakley the Twins,2387426.0,everleighrose,5
Everleigh Soutas and Ava Foley do the Bean Bozooled Challenge with Savannah Soutas and Cole LaBrant,2784930.0,everleighrose,9
Everleigh Soutas and Ava Foley find out who Carson Lueders likes?!? I Foreverandforava,7833180.0,everleighrose,5
Everleigh Soutas and Ava Foley babysit Taytum and Oakley?! | ForeverandForava,84052414.0,everleighrose,5
SNEAK PEEK TO SAVANNAH SOUTA'S WEDDING DRESS (TOP SECRET!!) I FOREVERANDFORAVA,721886.0,everleighrose,5
EVERLEIGH & AVA GIVE MEGHAN MCCARTHY BOYFRIEND ADVICE!! I FOREVERANDFORAVA,532172.0,everleighrose,5
EVER & AVA SAVE THE WORLD BEFORE BEDTIME!I Foreverandforava,994257.0,everleighrose,12
CASEY SIMPSON HANGS OUT WITH Everleigh and Ava FOREVERANDFORAVA,3442692.0,everleighrose,5
Everleigh and Ava go rock climbing for the first time!!! I Foreverandforava,4465187.0,everleighrose,9
Is Ava Foley having a baby brother or sister??I Foreverandforava,2691915.0,everleighrose,5
"WET HEAD w: Jojo Siwa, Rebecca Zamolo & Bruhitszach I Foreverandforava",10975704.0,everleighrose,5
DOES JENNA ORTEGA HAVE A BOYFRIEND?!?! (Q&A) | ForEverAndForAva,7612548.0,everleighrose,5
Ava & Everleigh Sleepover Party I PartyWithThePonies,399449.0,everleighrose,5
4 year olds Everleigh & Ava bake with their Baby Alive dolls I Foreverandforava,1143133.0,everleighrose,1
HUGE BIRTHDAY SURPRISE!!! | Feat. Savannah Soutas & Cole LaBrant FOREVERANDFORAVA,204969.0,everleighrose,4
BIG SURPRISE ANNOUNCEMENT!!! with Savannah Soutas & Michelle Foley | ForEverAndForAva,216728.0,everleighrose,5
JUJU ON THAT BEAT DANCE WITH ALABAMA BARKER | ForeverandForava,446700.0,everleighrose,5
Everleigh and Ava discuss life (4 year olds),2000739.0,everleighrose,5
TODDLEROGRAPHY WITH BRUHITSZACH!!! ft. Zach Clayton ( BruhitsZach)I ForEverAndForAva,383941.0,everleighrose,5
CHOCOLATE BURKE!!! Q&A with Justin Burke | ForeEverAndForAva,76771.0,everleighrose,5
ARE YOU GOING TO MARRY MY MOMMY?!?! Q&A with Cole & Savannah | ForEverAndForAva,2424485.0,everleighrose,5
How to: Trick your babysitter featuring Rebecca Zamolo!!!| ForeverandForava,5191485.0,everleighrose,1
THE BEST CHOREOGRAPHERS IN LA!!! Toddlerography with Nick & Jazmine | ForEverAndForAva,584511.0,everleighrose,5
TODDLEROGRAPHY WITH JOJO SIWA!!! | ForEverAndForAva,20059988.0,everleighrose,1
WE DO BRUHITSZACH'S MAKEUP TUTORIAL!!!! ft. Zach Clayton (BruhitsZach) | ForEverAndForAva,2083533.0,everleighrose,5
EVERLEIGH & AVA 3 year olds at the nail salon | ForEverAndForAva,3888254.0,everleighrose,5
Q&A | ForeverandForava,662047.0,everleighrose,12
Our first video!,540596.0,everleighrose,12
"Mia is pregnant, we're going to be grandparents!",4948.0,familyfizz,1
BAKE OFF CHALLENGE! *KETO v GF v RAW*,212873.0,familyfizz,3
"POV: It’s Sunday and you’re a biohacking, afro house and fitness obsessed family…",211919.0,familyfizz,5
POV: You’re a biohacking family,172243.0,familyfizz,13
POV: You decided to have babies close together…,218284.0,familyfizz,1
POV: You’re on a family hike and discover this…,239722.0,familyfizz,9
We Try FITNESS CAMP for FIRST TIME challenge!,228167.0,familyfizz,9
LIVING in ONE COLOUR for 24 HOURS challenge!,167035.0,familyfizz,9
"OUR GUIDE TO PERIODS, PUBERTY & GROWING UP!",120467.0,familyfizz,1
POV: You finally get your dream bedroom… #makeover,1117919.0,familyfizz,5
HER DREAM ROOM MAKEOVER! | Family Fizz,252428.0,familyfizz,13
POV: Getting your dream designer bag for birthday 🎁 #birthdaygift,133616.0,familyfizz,4
CHRISTMAS MORNING OPENING 100 PRESENTS!,396932.0,familyfizz,4
"IF IT FITS IN TROLLEY, I'LL BUY IT FOR CHRISTMAS!",106923.0,familyfizz,4
SECRET SIBLING CHRISTMAS GIFT SWAP!,178680.0,familyfizz,4
POV: When you have to pull your own tooth out… 😳 #shorts,190014.0,familyfizz,6
Can you guess WHO baked the cake? 🤔#christmas #bakeoff #shorts,196081.0,familyfizz,6
POV: The only boy in the family… 😂 #shorts #funny,170082.0,familyfizz,6
"FAMILY BAKE OFF to WIN $1,000 for CHRISTMAS!",207962.0,familyfizz,4
SECRET SANTA! *£250 Budget*,205815.0,familyfizz,4
"LAST TO STOP EATING CHRISTMAS PIES CHALLENGE wins $1,000!",90524.0,familyfizz,3
POV: When the baby you had at 16 turns 20…,837638.0,familyfizz,1
20 PRESENTS FOR MIA'S 20TH BIRTHDAY!,335514.0,familyfizz,4
GIVING BAD PRESENTS FOR HER 20th BIRTHDAY!!!,125645.0,familyfizz,4
SHOPPING IN YOUR CHRISTMAS COLOR CHALLENGE!,200962.0,familyfizz,4
LETTING OUR KIDS OPEN CHRISTMAS PRESENT EARLY!,289343.0,familyfizz,4
OPENING A CHRISTMAS STARBUCKS IN OUR HOUSE!,162284.0,familyfizz,4
GIVING OUR KIDS LUXURY ADVENT CALENDARS!,173369.0,familyfizz,4
We Try Finding NEW Stanley X Starbucks CHRISTMAS CUP!!!,118604.0,familyfizz,4
POV: Our family Christmas photoshoot…,197556.0,familyfizz,4
COOKING IN YOUR COUNTRY CHALLENGE! *USA vs UK vs India*,215224.0,familyfizz,3
"IF IT FITS IN SHOPPING CART, I’LL BUY IT! *Gymnastics Supplies*",210622.0,familyfizz,9
Our Family’s Halloween Costume Revealed… 👀 #halloween,539226.0,familyfizz,4
FAMILY MORNING ROUTINE IN OUR *NEW* HOUSE!,264802.0,familyfizz,4
WHICH TYPE OF FRIEND ARE YOU?,212221.0,familyfizz,12
SAYING GOODBYE TO OUR HOUSE FOREVER!,211776.0,familyfizz,12
WE'RE MOVING ABROAD...!,236628.0,familyfizz,12
COME AND GET READY WITH ME!,229434.0,familyfizz,12
SIENNA'S 13TH BIRTHDAY PRESENT OPENING (+ Emotional Surprise),586851.0,familyfizz,5
13 SURPRISES FOR HER 13TH BIRTHDAY!,263930.0,familyfizz,4
"IF IT FITS IN YOUR BASKET, I'LL BUY IT! (SUPERDRUG)",359353.0,familyfizz,3
SAYING YES TO OUR KIDS FOR A DAY *can’t say no challenge!*,313857.0,familyfizz,9
"IF IT FITS IN YOUR BASKET, I'LL BUY IT! (BOOTS DRUGSTORE) | Family Fizz",377131.0,familyfizz,13
WHO CAN BUY BEST BACK TO SCHOOL OUTFIT Challenge? | Family Fizz,154297.0,familyfizz,13
WHO CAN MAKE BEST BACK TO SCHOOL BENTO BOX? | Family Fizz,453199.0,familyfizz,13
EATING ONLY GAS STATION FOODS IN SPAIN! | Family Fizz,223610.0,familyfizz,13
BACK TO SCHOOL SUPPLIES SHOPPING 2024! | Family Fizz,337290.0,familyfizz,13
SURPRISING LITTLE SISTER WITH 6 GIFTS IN 24 HOURS FOR BIRTHDAY! | Family Fizz,216430.0,familyfizz,13
ABC OF GYMNASTICS w/ The Rybka Twins CHALLENGE! | Family Fizz,516391.0,familyfizz,9
EMERGENCY KITS FOR TEEN GIRLS! *SUMMER PERIOD KIT 2024* | Family Fizz,464420.0,familyfizz,13
Eating ONLY GREEK FOOD for 24 hours! | Family Fizz,212286.0,familyfizz,13
FIRST DAY ON VACATION IN GREECE! | Family Fizz,271984.0,familyfizz,13
FLYING TO A NEW COUNTRY WITH 4 KIDS! | Family Fizz,185116.0,familyfizz,13
LETTING SIENNA HAVE A GLOW UP AT 12! | Family Fizz,303477.0,familyfizz,13
GUESS THE FURBLET BLINDFOLDED CHALLENGE! 🏆 ad @furby #furby #furbyfurblets #furblets,659051.0,familyfizz,9
COMPLETE GYMNASTICS MOVES TO WIN CHALLENGE! 🏆 ad    @furby #furby #furbyfurblets #furblets,365490.0,familyfizz,9
EATING ONLY GAS STATION FOODS ON ROAD TRIP! | Family Fizz,189203.0,familyfizz,13
I BECAME MY DAUGHTERs PERSONAL CHEF for a DAY! | Family Fizz,348102.0,familyfizz,13
NO BUDGET SHOPPING at HOBBYCRAFT! | Family Fizz,326859.0,familyfizz,13
12 YR OLD GYMNAST vs TEEN ROCK CLIMBER CHALLENGE! | Family Fizz,244780.0,familyfizz,9
"IF IT FITS IN YOUR BASKET, I'LL BUY IT Shopping Challenge! | Family Fizz",623242.0,familyfizz,13
SISTERS GYMNASTICS CHALLENGE TO WIN £1000!!! | Family Fizz,302037.0,familyfizz,9
I BOUGHT My DAUGHTERS DREAM LULULEMON & ALO WORKOUT GEAR! | Family Fizz,203838.0,familyfizz,13
MUM VS DAUGHTER! Who did it best? 🩷,430301.0,familyfizz,5
“YOU CAN’T TRAVEL WITH KIDS!” 😳 #travel #familytravel ad,284789.0,familyfizz,12
CAMPING OVERNIGHT in AFRICA CHALLENGE! *so scary* | Family Fizz,381194.0,familyfizz,13
YOUR SIGN TO GO ON A FAMILY SAFARI… 😍              #familyadventure #familytravel  (ad~sound),153380.0,familyfizz,12
OUR FIRST DAY IN AFRICA! *not what we expected* | Family Fizz,316874.0,familyfizz,13
WHAT IT’S LIKE TO FLY BUSINESS CLASS! ✈️☁️ #travel #businessclass  (ad~sound),1366876.0,familyfizz,12
FLYING TO WORLD’S MOST DANGEROUS COUNTRY! | Family Fizz,485707.0,familyfizz,13
CAN YOU SPOT IT??? 😳 #vacation #GRWM #funny AD,616359.0,familyfizz,12
MOST EMBARRASSING MOMENT OF MY LIFE CAUGHT ON CAMERA!😳 #comedy #familyfizz,320573.0,familyfizz,5
BUYING OUR DREAM VACATION WARDROBE! | Family Fizz,248130.0,familyfizz,13
We BOUGHT VIRAL SEPHORA PRODUCTS to SEE If THEY’RE WORTH IT! | Family Fizz,243670.0,familyfizz,13
"IF YOU CAN FIND IT, YOU KEEP IT! (20 Hidden Gifts) | Family Fizz",222684.0,familyfizz,13
Living like TAYLOR SWIFT for a DAY! | Family Fizz,196545.0,familyfizz,13
WE BOUGHT FOLLOWERS DREAM SEPHORA ORDERS! | Family Fizz,205248.0,familyfizz,13
12 YR OLD GYMNAST vs FAMILY Gymnastics Challenge! | Family Fizz,448586.0,familyfizz,9
Trying PINK MORNING ROUTINE using ONLY PiNK PRODUCTS! 🩷 | Family Fizz,258836.0,familyfizz,13
I BOUGHT My DAUGHTERs DREAM VIRAL BEAUTY & FASHION PRODUCTS! | Family Fizz,497721.0,familyfizz,13
I Built a SECRET SEPHORA ROOM To Hide From My Sister! | Family Fizz,304427.0,familyfizz,13
Pancake COOK OFF Challenge to WIN MYSTERY PRIZE! | Family Fizz,343601.0,familyfizz,13
Surprise LUXURY VALENTINE’S GIFTS for Daughters ❤️ | Family Fizz,253647.0,familyfizz,13
Eating Only ONE COLOR Food for 24 HOURS! (RED) | Family Fizz,320039.0,familyfizz,13
I BOUGHT My DAUGHTERs DREAM SEPHORA ORDERS! *no budget*  | Family Fizz,1412608.0,familyfizz,13
SURPRISE ROOM MAKEOVER! She Hates It? | Family Fizz,325526.0,familyfizz,13
Eating Only VEGAN Fast Food for 24 HOURS! | Family Fizz,402678.0,familyfizz,3
Our Family’s CRAZY New Morning Routine! *4 Kids* | Family Fizz,334532.0,familyfizz,13
CHRISTMAS MORNING OPENING PRESENTS *special surprise* | Family Fizz,1136986.0,familyfizz,13
YOUR SIGN TO GO ON A FAMILY SKI VACATION!,286520.0,familyfizz,4
Who Can COOK the BEST CHRISTMAS MEAL Challenge? | Family Fizz,299038.0,familyfizz,13
Christmas PJ Challenge: REACTIONS FROM THE PUBLIC! | Family Fizz,167699.0,familyfizz,13
SIBLING CHRISTMAS GIFT SWAP! | Family Fizz,209131.0,familyfizz,13
"LAST TO STOP EATING Advent Calendars WINS $1,000! | Family Fizz",280824.0,familyfizz,13
SECRET SANTA! *£250 Budget* | Family Fizz,550110.0,familyfizz,13
“Pull The Lever Kronk” Trend ✈️,933882.0,familyfizz,12
Mia's 19th Birthday Opening Presents! | Family Fizz,504333.0,familyfizz,13
WAKING Mia Up to Go On Her DREAM BIRTHDAY VACATION! | Family Fizz,532987.0,familyfizz,13
LETTING OUR KIDS OPEN CHRISTMAS PRESENTS EARLY! | Family Fizz,196274.0,familyfizz,13
11 Months Out of Year VS Now 👀 #doortotheholidays #TrendingOnShorts #AD,344944.0,familyfizz,12
Family BAKE OFF Challenge to WIN $1000! | Family Fizz,589497.0,familyfizz,13
Unboxing LUXURY ADVENT Calendars! *Pandora & more!* | Family Fizz,225497.0,familyfizz,13
ONLY Eating CHRISTMAS MENU FOODS for 24 Hours! | Family Fizz,217816.0,familyfizz,13
“Being a teen mum will ruin your life…” #hellogoodbye #TrendingOnShorts #AD,659407.0,familyfizz,5
When they say they hate kids… #DuaLipaHoudini #TrendingOnShorts #AD,304608.0,familyfizz,12
48 Hours in NYC: SURVIVING with 4 KIDS! | Family Fizz,206955.0,familyfizz,13
Reacting to our 12 YR OLD’S CAMERA ROLL! *shocking* | Family Fizz,327815.0,familyfizz,13
Who do you think did it best? 🥰 #Backon74 #TrendingOnShorts #AD,599544.0,familyfizz,12
Our BEST Family Halloween Costumes! #Halloween #TrendingOnShort #AD,1535414.0,familyfizz,4
OUR DAUGHTER GETS HER FIRST PHONE *new iPhone 15* | Family Fizz,411933.0,familyfizz,13
Our family’s past Halloween costumes…,896092.0,familyfizz,4
48 HOURS ON HER DREAM VACATION TO... | Family Fizz,222684.0,familyfizz,13
SURPRISING Sienna with a DREAM Vacation! | Family Fizz,336984.0,familyfizz,13
Our family’s journey… ❤️,197469.0,familyfizz,12
Someone who lives in our house free…,290273.0,familyfizz,12
Trying the My Little Pony trend,5600948.0,familyfizz,5
When you find your Big Sister’s phone,317932.0,familyfizz,5
Sienna’s 12th Birthday Present Opening *super emotional* | Family Fizz,745103.0,familyfizz,13
When it’s your period again…,322990.0,familyfizz,12
POV: Mia moves out…,372726.0,familyfizz,5
POV: When you have an annoying sister,587241.0,familyfizz,5
Giving Sienna 12 GIFTS for her 12th BIRTHDAY! | Family Fizz,320896.0,familyfizz,13
A message to all our haters…,323660.0,familyfizz,12
Will we be cute as old ladies?,723095.0,familyfizz,5
Sisters ‘Your love is a killer’ dance trend,261655.0,familyfizz,5
When your mum looks like Justin Beiber,610103.0,familyfizz,5
Mother and Daughter Twins,312469.0,familyfizz,1
“I’ll give you 3 reasons!” Trend,238535.0,familyfizz,12
SWAPPING Lives with Anna McNulty for 24 Hours! *contortion challenge* | Family Fizz,313403.0,familyfizz,13
Did you tell anyone?,234106.0,familyfizz,12
When your little sister is going to be taller than you,282638.0,familyfizz,5
‘Get Down On It’ Dance Trend,186709.0,familyfizz,5
Did you bring the…?,198785.0,familyfizz,12
Trying the floating fairy trend…,261222.0,familyfizz,9
Our Family’s Monaco Makeover,181165.0,familyfizz,5
When you remember their age,175934.0,familyfizz,5
Trying the Ayo & Teo ‘Rolex’ dance trend,400054.0,familyfizz,5
Telling my mum I’m getting married…,355237.0,familyfizz,5
LIVING ON A BOAT for 48 HOURS! | Family Fizz,510252.0,familyfizz,13
Our Sidemen Goal Celebration! 😂#SidemenCelebration #TrendingOnShorts #AD,246014.0,familyfizz,6
When we both have the same idea…,322870.0,familyfizz,12
Dance Lesson TikTok Trend 😂,264932.0,familyfizz,9
Gymnastics in ALPHABETICAL Order Challenge! | Family Fizz,659581.0,familyfizz,13
Tornado trend prank 🌪️,273154.0,familyfizz,12
Hiding from my little sister takes effort…,246790.0,familyfizz,5
Surviving the World’s SMALLEST Country for 24 Hours! | Family Fizz,251797.0,familyfizz,13
Guess where we are… ✈️,314971.0,familyfizz,12
When you disobey your parents… #ad #thewaythingsgo #trendingonshorts,954800.0,familyfizz,12
“Ima grow up and be a…” trend,277502.0,familyfizz,5
Rock Climber vs Gymnast ‘Magnolia’ Dance Trend,258104.0,familyfizz,9
Karma Oak’s 5th Birthday Special *emotional*,255320.0,familyfizz,5
POV: How I expect my family to react,353967.0,familyfizz,13
Will Tesla window break my hand?,22378100.0,familyfizz,12
Questions I get asked as a teen mom…,230357.0,familyfizz,5
Trying the Squirty Cream Trend,3155024.0,familyfizz,3
When it’s Barbie’s period…,345801.0,familyfizz,5
What we think our baby brother sees when we want to play…,238758.0,familyfizz,1
When you think he’s proposing… 💍,575337.0,familyfizz,12
Day In Our Life! #SkyKids @officialskykids,200523.0,familyfizz,12
BACK TO SCHOOL SHOPPING HAUL! | Family Fizz,718168.0,familyfizz,13
Trying the Basket Ball Trend,179914.0,familyfizz,9
Our Family’s Green Flags…,867875.0,familyfizz,12
When we hear something we’re going to talk about later…,161092.0,familyfizz,12
Mum vs Daughter Central Cee ‘Sprinter’ Trend,693399.0,familyfizz,5
Seeing if we dance the same,210964.0,familyfizz,5
Eating like an OLYMPIC GYMNAST for 24 Hours! | Family Fizz,263660.0,familyfizz,13
‘I feel sorry for your parents’,169332.0,familyfizz,5
When Middle becomes the Main Character,271078.0,familyfizz,5
Us wearing cute but restrictive skirts,979130.0,familyfizz,6
POV: When you’re half sisters…,547388.0,familyfizz,5
Do you like pickles Trend,326194.0,familyfizz,3
Is your mum like this?,231662.0,familyfizz,5
Birthday Makeover Transition,282268.0,familyfizz,4
Gymnast vs Climber ‘What are you waiting for’ TikTok Dance,539417.0,familyfizz,9
Little sister jealous over big sister’s boyfriend…,503016.0,familyfizz,5
Mum vs Daughters ‘Blessings’ TikTok Dance,246335.0,familyfizz,5
How alike do we look as half sisters?,272986.0,familyfizz,5
Our family’s red flags… 🚩,8375279.0,familyfizz,12
"WHATEVER YOU DRAW, I'LL BUY IT Challenge! | Family Fizz",351293.0,familyfizz,13
POV: Teasing my mum about new boyfriend…,216120.0,familyfizz,5
OkOk vs LaLa Trend,314526.0,familyfizz,5
POV: When your mum had you as a teen…,231527.0,familyfizz,5
We need cash trend…,5031619.0,familyfizz,12
LIVING as BARBIE for 24 HOURS! | Family Fizz,239918.0,familyfizz,13
Will Tesla window break my hand?,132089595.0,familyfizz,12
‘Witch Doctor x Chipmunks’ TikTok Dance,624318.0,familyfizz,9
Getting family’s reaction to new eye color…,298768.0,familyfizz,5
When my teen daughter gets a boyfriend…,164087.0,familyfizz,5
TWEEN vs TEEN ‘I just wanna dance’ TikTok Dance,237947.0,familyfizz,5
Family vs Subway Surfers TikTok Trend,941728.0,familyfizz,9
POV: You have an immature mum,236086.0,familyfizz,1
When you realize you have a big sister to annoy…,324815.0,familyfizz,5
‘We’re twins’ TikTok Trend,202635.0,familyfizz,5
Our DAILY ROUTINE in ALPHABETICAL ORDER! | Family Fizz,505897.0,familyfizz,13
Tween vs Teen ‘Back’ song trend,422069.0,familyfizz,5
Mum & Daughter ‘Muffin Man’ Trend,302070.0,familyfizz,5
POV: When they’re on their period,1306246.0,familyfizz,1
Our family’s height revealed,428632.0,familyfizz,5
How we feel about Mia moving out…,390422.0,familyfizz,5
"Blow a kiss, fire a gun",301393.0,familyfizz,12
On my way to tell parents about new crush of the week,299779.0,familyfizz,4
Vegans Tasting Branded Chocolate for First Time,179927.0,familyfizz,3
Mia talking about new boy…,197825.0,familyfizz,5
Telling my little sister about new boyfriend…,331866.0,familyfizz,5
POV: When the younger sibling is funnier and cooler,181552.0,familyfizz,5
Tween vs Teen ‘Makeba’ TikTok Dance,428215.0,familyfizz,5
Telling mum about my new boyfriend… ‘,162226.0,familyfizz,5
Living DAY IN THE LIFE of SALISH MATTER! | Family Fizz,1283630.0,familyfizz,13
Tween reminding mum how old she is…,240108.0,familyfizz,5
Eating dinner off toilet seat to get family’s reaction…,238035.0,familyfizz,3
Teen vs Dad TikTok Bird Trend,184149.0,familyfizz,5
POV: When your mum’s on her period…,562272.0,familyfizz,1
When I tell my Little Sister she can’t come to my 18th birthday…,432753.0,familyfizz,5
Parents vs Kids ‘Pretty Boy Flow’ TikTok Trend,183494.0,familyfizz,5
Can you tell who’s not the odd one out in our family anymore?,278996.0,familyfizz,5
Kids vs Parents One Direction TikTok Trend,698.0,familyfizz,1
Seeing how each family member applies chapstick…,6747277.0,familyfizz,3
I got all my hair cut off…,569236.0,familyfizz,12
What Sienna got for her 11th birthday,403821.0,familyfizz,5
Tween vs Teen ‘See You Again’ Trend,180979.0,familyfizz,5
When my big sister moves out…,318921.0,familyfizz,5
Remaking FAST FOOD Meals CHALLENGE *WINS* | Family Fizz,352363.0,familyfizz,13
"Mean Girls: ‘I can’t go out, I’m sick’ Trend",259939.0,familyfizz,5
POV: When I forget I’m a big sister…,318622.0,familyfizz,5
Mum with baby meets a crocodile in real life,89050.0,familyfizz,1
Tween vs Teen: ‘Boom Boom Pow’ Dance Trend,175931.0,familyfizz,5
Baby boy caught with tampons…,151524.0,familyfizz,1
After 4 pregnancies here are the results…,206585.0,familyfizz,1
Sienna reacts to touching rude squishy toy…,158160.0,familyfizz,5
Mia & Sienna: Babies vs Now,280891.0,familyfizz,1
9 Yr Old Sienna rides bike for first time!,243535.0,familyfizz,1
Why I cross my legs to sneeze…,173620.0,familyfizz,12
So you’re breaking up with me because…,156004.0,familyfizz,12
Mum & Daughters ‘Money Trees’ Trend,6284245.0,familyfizz,5
11 YR OLD GYMNAST vs FAMILY Gymnastics Challenge! | Family Fizz,1521457.0,familyfizz,9
Mum & Daughters ‘Neon Moon’ Dance,217699.0,familyfizz,5
Mum & Daughters Bratz Doll Trend,251102.0,familyfizz,5
Mum vs Teen: We argue all the time…,116793.0,familyfizz,5
Mum & Daughters ‘Conga - DJ Maze’ Dance,1146212.0,familyfizz,5
Mum & Daughter ‘More than a woman’ dance,111347.0,familyfizz,5
Tween vs Teen ‘Go’ Kanni TikTok Dance,116163.0,familyfizz,5
Mum & Daughters ‘You and Me Always’ Trend,87328.0,familyfizz,5
Catching my parents talking about me behind my back…,124739.0,familyfizz,12
Responding to ‘Who’s the Mum?’,197880.0,familyfizz,5
Guess why I’m the odd one out in the family…,135904.0,familyfizz,5
Middle Child: Think you can hurt me?,7050883.0,familyfizz,1
Mum & Daughters ‘I like to move it’ Dance,105082.0,familyfizz,5
Spending 24 HOURS inside HARRODS! | Family Fizz,254621.0,familyfizz,13
Teen Mum: Think you can hurt us?,4894142.0,familyfizz,5
Little Sister: Pick me not your boyfriend,2356316.0,familyfizz,5
What’s happened to Baby Draco…,132612.0,familyfizz,1
Asking mum who’s your favourite daughter?,136204.0,familyfizz,5
Mum & Daughter ‘Rock with you’ Dance,134383.0,familyfizz,5
Tween vs Teen TikTok Dance Trend,1479429.0,familyfizz,5
When you swore you’d never settle down and have kids…,143452.0,familyfizz,12
Mum Vs Daughter ‘Wow you can really dance’,519709.0,familyfizz,5
When people said having a baby at 16 was a mistake…,187484.0,familyfizz,1
POV: Forgetting you have 2 more kids,263121.0,familyfizz,1
Are you the mum that has?,104115.0,familyfizz,1
‘I’m Looking for my Friends’ Trend,5472690.0,familyfizz,5
POV: Sneaking food out of kitchen,112902.0,familyfizz,3
Family of 6 MORNING ROUTINE in NEW House! | Family Fizz,259997.0,familyfizz,13
Mum & Daughters TikTok Dance…,115117.0,familyfizz,5
Mum Vs Daughter ‘Can’t Take My Eyes Off You’,1523120.0,familyfizz,5
“Don’t you think you’ve got enough kids?”,91736.0,familyfizz,5
POV: Answering back your mum,77103.0,familyfizz,5
Two things keeping me alive right now…,88962.0,familyfizz,12
POV: When your daughters are just as mouthy as you are,157448.0,familyfizz,5
POV: When your mum leaves…,97524.0,familyfizz,5
Telling Mia she looks better without…,143470.0,familyfizz,5
Should I get my tweezers?,58793.0,familyfizz,12
Boomerang Prank on Mia…,87026.0,familyfizz,5
POV: You’re a mum of 4,112153.0,familyfizz,1
Boomerang Prank on my daughter…,70631.0,familyfizz,11
I’m named Koa Star but they call me…,114191.0,familyfizz,5
EATING ONLY GAS STATION FOODS for 24 hours! | Family Fizz,589758.0,familyfizz,13
Missing the children so…,90974.0,familyfizz,1
Mum & Daughter ‘Heartbroken’ Heart Trend,101411.0,familyfizz,5
Why do you always hang around with your mum?,72781.0,familyfizz,5
You’re sick if you…,131472.0,familyfizz,12
POV: When your daughter came part of the package too…,113953.0,familyfizz,1
When he wears his cap backwards…,74130.0,familyfizz,12
I didn’t have anything for Show & Tell day at school so…,81116.0,familyfizz,5
Coffee Shop Song Trend,983283.0,familyfizz,5
When mum keeps calling your name…,66095.0,familyfizz,5
Start acting your age…,87271.0,familyfizz,5
Every time someone says we’re sisters…,88276.0,familyfizz,5
Mum & Daughter Film Awards Glow Up…,75529.0,familyfizz,5
Mum & Daughter try 50s style dancing…,62232.0,familyfizz,5
Hi I’m Dory…,94255.0,familyfizz,12
ONLY Shopping in ONE COLOR Pink Challenge! | Family Fizz,528287.0,familyfizz,13
